,Unnamed: 0,fips,date,cases,fip-year-month,fip-year
43967,2021,23023,3,28667,23023-2021-3,23023-2021
43968,2021,23023,4,33939,23023-2021-4,23023-2021
43969,2021,23023,5,43102,23023-2021-5,23023-2021
43970,2021,23023,6,44103,23023-2021-6,23023-2021
43971,2021,23023,7,45845,23023-2021-7,23023-2021
43972,2021,23023,8,47078,23023-2021-8,23023-2021
43973,2021,23023,9,49224,23023-2021-9,23023-2021
43974,2021,23023,10,58556,23023-2021-10,23023-2021
43975,2021,23023,11,67257,23023-2021-11,23023-2021
43976,2021,23023,12,84291,23023-2021-12,23023-2021
43977,2021,23025,1,28777,23025-2021-1,23025-2021
43978,2021,23025,2,33365,23025-2021-2,23025-2021
43979,2021,23025,3,40351,23025-2021-3,23025-2021
43980,2021,23025,4,48915,23025-2021-4,23025-2021
43981,2021,23025,5,64333,23025-2021-5,23025-2021
43982,2021,23025,6,67755,23025-2021-6,23025-2021
43983,2021,23025,7,71325,23025-2021-7,23025-2021
43984,2021,23025,8,75586,23025-2021-8,23025-2021
43985,2021,23025,9,90270,23025-2021-9,23025-2021
43986,2021,23025,10,124449,23025-2021-10,23025-2021
43987,2021,23025,11,149574,23025-2021-11,23025-2021
43988,2021,23025,12,182640,23025-2021-12,23025-2021
43989,2021,23027,1,13442,23027-2021-1,23027-2021
43990,2021,23027,2,15651,23027-2021-2,23027-2021
43991,2021,23027,3,20059,23027-2021-3,23027-2021
43992,2021,23027,4,23090,23027-2021-4,23027-2021
43993,2021,23027,5,29364,23027-2021-5,23027-2021
43994,2021,23027,6,31292,23027-2021-6,23027-2021
43995,2021,23027,7,33202,23027-2021-7,23027-2021
43996,2021,23027,8,41342,23027-2021-8,23027-2021
43997,2021,23027,9,54615,23027-2021-9,23027-2021
43998,2021,23027,10,70550,23027-2021-10,23027-2021
43999,2021,23027,11,80726,23027-2021-11,23027-2021
44000,2021,23027,12,99553,23027-2021-12,23027-2021
44001,2021,23029,1,15289,23029-2021-1,23029-2021
44002,2021,23029,2,19269,23029-2021-2,23029-2021
44003,2021,23029,3,23005,23029-2021-3,23029-2021
44004,2021,23029,4,24106,23029-2021-4,23029-2021
44005,2021,23029,5,26631,23029-2021-5,23029-2021
44006,2021,23029,6,27819,23029-2021-6,23029-2021
44007,2021,23029,7,29459,23029-2021-7,23029-2021
44008,2021,23029,8,31309,23029-2021-8,23029-2021
44009,2021,23029,9,35976,23029-2021-9,23029-2021
44010,2021,23029,10,52493,23029-2021-10,23029-2021
44011,2021,23029,11,65488,23029-2021-11,23029-2021
44012,2021,23029,12,80278,23029-2021-12,23029-2021
44013,2021,23031,1,217446,23031-2021-1,23031-2021
44014,2021,23031,2,253141,23031-2021-2,23031-2021
44015,2021,23031,3,311656,23031-2021-3,23031-2021
44016,2021,23031,4,351043,23031-2021-4,23031-2021
44017,2021,23031,5,404070,23031-2021-5,23031-2021
44018,2021,23031,6,403294,23031-2021-6,23031-2021
44019,2021,23031,7,422893,23031-2021-7,23031-2021
44020,2021,23031,8,440586,23031-2021-8,23031-2021
44021,2021,23031,9,463979,23031-2021-9,23031-2021
44022,2021,23031,10,536127,23031-2021-10,23031-2021
44023,2021,23031,11,569988,23031-2021-11,23031-2021
44024,2021,23031,12,676260,23031-2021-12,23031-2021
44025,2021,24001,1,181691,24001-2021-1,24001-2021
44026,2021,24001,2,177564,24001-2021-2,24001-2021
44027,2021,24001,3,199976,24001-2021-3,24001-2021
44028,2021,24001,4,200345,24001-2021-4,24001-2021
44029,2021,24001,5,214906,24001-2021-5,24001-2021
44030,2021,24001,6,211090,24001-2021-6,24001-2021
44031,2021,24001,7,219325,24001-2021-7,24001-2021
44032,2021,24001,8,227212,24001-2021-8,24001-2021
44033,2021,24001,9,249574,24001-2021-9,24001-2021
44034,2021,24001,10,293326,24001-2021-10,24001-2021
44035,2021,24001,11,304451,24001-2021-11,24001-2021
44036,2021,24001,12,335987,24001-2021-12,24001-2021
44037,2021,24003,1,907552,24003-2021-1,24003-2021
44038,2021,24003,2,965513,24003-2021-2,24003-2021
44039,2021,24003,3,1154318,24003-2021-3,24003-2021
44040,2021,24003,4,1227345,24003-2021-4,24003-2021
44041,2021,24003,5,1343629,24003-2021-5,24003-2021
44042,2021,24003,6,1317285,24003-2021-6,24003-2021
44043,2021,24003,7,1370085,24003-2021-7,24003-2021
44044,2021,24003,8,1420906,24003-2021-8,24003-2021
44045,2021,24003,9,1468028,24003-2021-9,24003-2021
44046,2021,24003,10,1611440,24003-2021-10,24003-2021
44047,2021,24003,11,1628504,24003-2021-11,24003-2021
44048,2021,24003,12,1769721,24003-2021-12,24003-2021
44049,2021,24005,1,1347314,24005-2021-1,24005-2021
44050,2021,24005,2,1380986,24005-2021-2,24005-2021
44051,2021,24005,3,1648020,24005-2021-3,24005-2021
44052,2021,24005,4,1802461,24005-2021-4,24005-2021
44053,2021,24005,5,2011963,24005-2021-5,24005-2021
44054,2021,24005,6,1975944,24005-2021-6,24005-2021
44055,2021,24005,7,2053183,24005-2021-7,24005-2021
44056,2021,24005,8,2114399,24005-2021-8,24005-2021
44057,2021,24005,9,2153072,24005-2021-9,24005-2021
44058,2021,24005,10,2340351,24005-2021-10,24005-2021
44059,2021,24005,11,2355323,24005-2021-11,24005-2021
44060,2021,24005,12,2564251,24005-2021-12,24005-2021
44061,2021,24009,1,90014,24009-2021-1,24009-2021
44062,2021,24009,2,99757,24009-2021-2,24009-2021
44063,2021,24009,3,117085,24009-2021-3,24009-2021
44064,2021,24009,4,121072,24009-2021-4,24009-2021
44065,2021,24009,5,129943,24009-2021-5,24009-2021
44066,2021,24009,6,126982,24009-2021-6,24009-2021
44067,2021,24009,7,132073,24009-2021-7,24009-2021
44068,2021,24009,8,138737,24009-2021-8,24009-2021
44069,2021,24009,9,147258,24009-2021-9,24009-2021
44070,2021,24009,10,170894,24009-2021-10,24009-2021
44071,2021,24009,11,175840,24009-2021-11,24009-2021
44072,2021,24009,12,192960,24009-2021-12,24009-2021
44073,2021,24011,1,50030,24011-2021-1,24011-2021
44074,2021,24011,2,55546,24011-2021-2,24011-2021
44075,2021,24011,3,64348,24011-2021-3,24011-2021
44076,2021,24011,4,66068,24011-2021-4,24011-2021
44077,2021,24011,5,71503,24011-2021-5,24011-2021
44078,2021,24011,6,70442,24011-2021-6,24011-2021
44079,2021,24011,7,73136,24011-2021-7,24011-2021
44080,2021,24011,8,75575,24011-2021-8,24011-2021
44081,2021,24011,9,80882,24011-2021-9,24011-2021
44082,2021,24011,10,95413,24011-2021-10,24011-2021
44083,2021,24011,11,100335,24011-2021-11,24011-2021
44084,2021,24011,12,113993,24011-2021-12,24011-2021
44085,2021,24013,1,191454,24013-2021-1,24013-2021
44086,2021,24013,2,204514,24013-2021-2,24013-2021
44087,2021,24013,3,243967,24013-2021-3,24013-2021
44088,2021,24013,4,262514,24013-2021-4,24013-2021
44089,2021,24013,5,289957,24013-2021-5,24013-2021
44090,2021,24013,6,285494,24013-2021-6,24013-2021
44091,2021,24013,7,296579,24013-2021-7,24013-2021
44092,2021,24013,8,305187,24013-2021-8,24013-2021
44093,2021,24013,9,318024,24013-2021-9,24013-2021
44094,2021,24013,10,356826,24013-2021-10,24013-2021
44095,2021,24013,11,368992,24013-2021-11,24013-2021
44096,2021,24013,12,410413,24013-2021-12,24013-2021
44097,2021,24015,1,132208,24015-2021-1,24015-2021
44098,2021,24015,2,137712,24015-2021-2,24015-2021
44099,2021,24015,3,160022,24015-2021-3,24015-2021
44100,2021,24015,4,171495,24015-2021-4,24015-2021
44101,2021,24015,5,192530,24015-2021-5,24015-2021
44102,2021,24015,6,189673,24015-2021-6,24015-2021
44103,2021,24015,7,198635,24015-2021-7,24015-2021
44104,2021,24015,8,210375,24015-2021-8,24015-2021
44105,2021,24015,9,225450,24015-2021-9,24015-2021
44106,2021,24015,10,263311,24015-2021-10,24015-2021
44107,2021,24015,11,274782,24015-2021-11,24015-2021
44108,2021,24015,12,302731,24015-2021-12,24015-2021
44109,2021,24017,1,219536,24017-2021-1,24017-2021
44110,2021,24017,2,238955,24017-2021-2,24017-2021
44111,2021,24017,3,288747,24017-2021-3,24017-2021
44112,2021,24017,4,305295,24017-2021-4,24017-2021
44113,2021,24017,5,332380,24017-2021-5,24017-2021
44114,2021,24017,6,327899,24017-2021-6,24017-2021
44115,2021,24017,7,342118,24017-2021-7,24017-2021
44116,2021,24017,8,364373,24017-2021-8,24017-2021
44117,2021,24017,9,394316,24017-2021-9,24017-2021
44118,2021,24017,10,440296,24017-2021-10,24017-2021
44119,2021,24017,11,442376,24017-2021-11,24017-2021
44120,2021,24017,12,479560,24017-2021-12,24017-2021
44121,2021,24019,1,54416,24019-2021-1,24019-2021
44122,2021,24019,2,62567,24019-2021-2,24019-2021
44123,2021,24019,3,74696,24019-2021-3,24019-2021
44124,2021,24019,4,77552,24019-2021-4,24019-2021
44125,2021,24019,5,86248,24019-2021-5,24019-2021
44126,2021,24019,6,85333,24019-2021-6,24019-2021
44127,2021,24019,7,88731,24019-2021-7,24019-2021
44128,2021,24019,8,95305,24019-2021-8,24019-2021
44129,2021,24019,9,107276,24019-2021-9,24019-2021
44130,2021,24019,10,124191,24019-2021-10,24019-2021
44131,2021,24019,11,128512,24019-2021-11,24019-2021
44132,2021,24019,12,141870,24019-2021-12,24019-2021
44133,2021,24021,1,429055,24021-2021-1,24021-2021
44134,2021,24021,2,458705,24021-2021-2,24021-2021
44135,2021,24021,3,544118,24021-2021-3,24021-2021
44136,2021,24021,4,567583,24021-2021-4,24021-2021
44137,2021,24021,5,608937,24021-2021-5,24021-2021
44138,2021,24021,6,594611,24021-2021-6,24021-2021
44139,2021,24021,7,617647,24021-2021-7,24021-2021
44140,2021,24021,8,643599,24021-2021-8,24021-2021
44141,2021,24021,9,669784,24021-2021-9,24021-2021
44142,2021,24021,10,735902,24021-2021-10,24021-2021
44143,2021,24021,11,751915,24021-2021-11,24021-2021
44144,2021,24021,12,829138,24021-2021-12,24021-2021
44145,2021,24023,1,51752,24023-2021-1,24023-2021
44146,2021,24023,2,51145,24023-2021-2,24023-2021
44147,2021,24023,3,58031,24023-2021-3,24023-2021
44148,2021,24023,4,58178,24023-2021-4,24023-2021
44149,2021,24023,5,62405,24023-2021-5,24023-2021
44150,2021,24023,6,61253,24023-2021-6,24023-2021
44151,2021,24023,7,63813,24023-2021-7,24023-2021
44152,2021,24023,8,66437,24023-2021-8,24023-2021
44153,2021,24023,9,73901,24023-2021-9,24023-2021
44154,2021,24023,10,92153,24023-2021-10,24023-2021
44155,2021,24023,11,106405,24023-2021-11,24023-2021
44156,2021,24023,12,122327,24023-2021-12,24023-2021
44157,2021,24025,1,312492,24025-2021-1,24025-2021
44158,2021,24025,2,336243,24025-2021-2,24025-2021
44159,2021,24025,3,407659,24025-2021-3,24025-2021
44160,2021,24025,4,458043,24025-2021-4,24025-2021
44161,2021,24025,5,507917,24025-2021-5,24025-2021
44162,2021,24025,6,498676,24025-2021-6,24025-2021
44163,2021,24025,7,518823,24025-2021-7,24025-2021
44164,2021,24025,8,539285,24025-2021-8,24025-2021
44165,2021,24025,9,560852,24025-2021-9,24025-2021
44166,2021,24025,10,625082,24025-2021-10,24025-2021
44167,2021,24025,11,643684,24025-2021-11,24025-2021
44168,2021,24025,12,716937,24025-2021-12,24025-2021
44169,2021,24027,1,407444,24027-2021-1,24027-2021
44170,2021,24027,2,427244,24027-2021-2,24027-2021
44171,2021,24027,3,512345,24027-2021-3,24027-2021
44172,2021,24027,4,545426,24027-2021-4,24027-2021
44173,2021,24027,5,591765,24027-2021-5,24027-2021
44174,2021,24027,6,578640,24027-2021-6,24027-2021
44175,2021,24027,7,602542,24027-2021-7,24027-2021
44176,2021,24027,8,621912,24027-2021-8,24027-2021
44177,2021,24027,9,639094,24027-2021-9,24027-2021
44178,2021,24027,10,693114,24027-2021-10,24027-2021
44179,2021,24027,11,694402,24027-2021-11,24027-2021
44180,2021,24027,12,756425,24027-2021-12,24027-2021
44181,2021,24029,1,28291,24029-2021-1,24029-2021
44182,2021,24029,2,30492,24029-2021-2,24029-2021
44183,2021,24029,3,36524,24029-2021-3,24029-2021
44184,2021,24029,4,38192,24029-2021-4,24029-2021
44185,2021,24029,5,41468,24029-2021-5,24029-2021
44186,2021,24029,6,40605,24029-2021-6,24029-2021
44187,2021,24029,7,42305,24029-2021-7,24029-2021
44188,2021,24029,8,43814,24029-2021-8,24029-2021
44189,2021,24029,9,45488,24029-2021-9,24029-2021
44190,2021,24029,10,51524,24029-2021-10,24029-2021
44191,2021,24029,11,54594,24029-2021-11,24029-2021
44192,2021,24029,12,60760,24029-2021-12,24029-2021
44193,2021,24031,1,1653996,24031-2021-1,24031-2021
44194,2021,24031,2,1722692,24031-2021-2,24031-2021
44195,2021,24031,3,2015969,24031-2021-3,24031-2021
44196,2021,24031,4,2054574,24031-2021-4,24031-2021
44197,2021,24031,5,2185349,24031-2021-5,24031-2021
44198,2021,24031,6,2133361,24031-2021-6,24031-2021
44199,2021,24031,7,2218628,24031-2021-7,24031-2021
44200,2021,24031,8,2294291,24031-2021-8,24031-2021
44201,2021,24031,9,2342277,24031-2021-9,24031-2021
44202,2021,24031,10,2522827,24031-2021-10,24031-2021
44203,2021,24031,11,2516091,24031-2021-11,24031-2021
44204,2021,24031,12,2725279,24031-2021-12,24031-2021
44205,2021,24033,1,1922428,24033-2021-1,24033-2021
44206,2021,24033,2,1986184,24033-2021-2,24033-2021
44207,2021,24033,3,2345418,24033-2021-3,24033-2021
44208,2021,24033,4,2423465,24033-2021-4,24033-2021
44209,2021,24033,5,2613538,24033-2021-5,24033-2021
44210,2021,24033,6,2561208,24033-2021-6,24033-2021
44211,2021,24033,7,2665989,24033-2021-7,24033-2021
44212,2021,24033,8,2766010,24033-2021-8,24033-2021
44213,2021,24033,9,2833335,24033-2021-9,24033-2021
44214,2021,24033,10,3055021,24033-2021-10,24033-2021
44215,2021,24033,11,3029817,24033-2021-11,24033-2021
44216,2021,24033,12,3260904,24033-2021-12,24033-2021
44217,2021,24035,1,64597,24035-2021-1,24035-2021
44218,2021,24035,2,69617,24035-2021-2,24035-2021
44219,2021,24035,3,81768,24035-2021-3,24035-2021
44220,2021,24035,4,84554,24035-2021-4,24035-2021
44221,2021,24035,5,92021,24035-2021-5,24035-2021
44222,2021,24035,6,90143,24035-2021-6,24035-2021
44223,2021,24035,7,93654,24035-2021-7,24035-2021
44224,2021,24035,8,97206,24035-2021-8,24035-2021
44225,2021,24035,9,102476,24035-2021-9,24035-2021
44226,2021,24035,10,116927,24035-2021-10,24035-2021
44227,2021,24035,11,121254,24035-2021-11,24035-2021
44228,2021,24035,12,135681,24035-2021-12,24035-2021
44229,2021,24037,1,123759,24037-2021-1,24037-2021
44230,2021,24037,2,136834,24037-2021-2,24037-2021
44231,2021,24037,3,163518,24037-2021-3,24037-2021
44232,2021,24037,4,168891,24037-2021-4,24037-2021
44233,2021,24037,5,184616,24037-2021-5,24037-2021
44234,2021,24037,6,181323,24037-2021-6,24037-2021
44235,2021,24037,7,189308,24037-2021-7,24037-2021
44236,2021,24037,8,203642,24037-2021-8,24037-2021
44237,2021,24037,9,234248,24037-2021-9,24037-2021
44238,2021,24037,10,292728,24037-2021-10,24037-2021
44239,2021,24037,11,306565,24037-2021-11,24037-2021
44240,2021,24037,12,331443,24037-2021-12,24037-2021
44241,2021,24039,1,63603,24039-2021-1,24039-2021
44242,2021,24039,2,65368,24039-2021-2,24039-2021
44243,2021,24039,3,75378,24039-2021-3,24039-2021
44244,2021,24039,4,75240,24039-2021-4,24039-2021
44245,2021,24039,5,79861,24039-2021-5,24039-2021
44246,2021,24039,6,78536,24039-2021-6,24039-2021
44247,2021,24039,7,81512,24039-2021-7,24039-2021
44248,2021,24039,8,84003,24039-2021-8,24039-2021
44249,2021,24039,9,88634,24039-2021-9,24039-2021
44250,2021,24039,10,101049,24039-2021-10,24039-2021
44251,2021,24039,11,102308,24039-2021-11,24039-2021
44252,2021,24039,12,108334,24039-2021-12,24039-2021
44253,2021,24041,1,45265,24041-2021-1,24041-2021
44254,2021,24041,2,50335,24041-2021-2,24041-2021
44255,2021,24041,3,59608,24041-2021-3,24041-2021
44256,2021,24041,4,60540,24041-2021-4,24041-2021
44257,2021,24041,5,65969,24041-2021-5,24041-2021
44258,2021,24041,6,65240,24041-2021-6,24041-2021
44259,2021,24041,7,67961,24041-2021-7,24041-2021
44260,2021,24041,8,70728,24041-2021-8,24041-2021
44261,2021,24041,9,73954,24041-2021-9,24041-2021
44262,2021,24041,10,85429,24041-2021-10,24041-2021
44263,2021,24041,11,89721,24041-2021-11,24041-2021
44264,2021,24041,12,100744,24041-2021-12,24041-2021
44265,2021,24043,1,315475,24043-2021-1,24043-2021
44266,2021,24043,2,335672,24043-2021-2,24043-2021
44267,2021,24043,3,395582,24043-2021-3,24043-2021
44268,2021,24043,4,412634,24043-2021-4,24043-2021
44269,2021,24043,5,447236,24043-2021-5,24043-2021
44270,2021,24043,6,439176,24043-2021-6,24043-2021
44271,2021,24043,7,456006,24043-2021-7,24043-2021
44272,2021,24043,8,472169,24043-2021-8,24043-2021
44273,2021,24043,9,503409,24043-2021-9,24043-2021
44274,2021,24043,10,585160,24043-2021-10,24043-2021
44275,2021,24043,11,618647,24043-2021-11,24043-2021
44276,2021,24043,12,694993,24043-2021-12,24043-2021
44277,2021,24045,1,173112,24045-2021-1,24045-2021
44278,2021,24045,2,184795,24045-2021-2,24045-2021
44279,2021,24045,3,214619,24045-2021-3,24045-2021
44280,2021,24045,4,218143,24045-2021-4,24045-2021
44281,2021,24045,5,234816,24045-2021-5,24045-2021
44282,2021,24045,6,231243,24045-2021-6,24045-2021
44283,2021,24045,7,240908,24045-2021-7,24045-2021
44284,2021,24045,8,257795,24045-2021-8,24045-2021
44285,2021,24045,9,286368,24045-2021-9,24045-2021
44286,2021,24045,10,333131,24045-2021-10,24045-2021
44287,2021,24045,11,342165,24045-2021-11,24045-2021
44288,2021,24045,12,371006,24045-2021-12,24045-2021
44289,2021,24047,1,83905,24047-2021-1,24047-2021
44290,2021,24047,2,89205,24047-2021-2,24047-2021
44291,2021,24047,3,102631,24047-2021-3,24047-2021
44292,2021,24047,4,104522,24047-2021-4,24047-2021
44293,2021,24047,5,111917,24047-2021-5,24047-2021
44294,2021,24047,6,110384,24047-2021-6,24047-2021
44295,2021,24047,7,115281,24047-2021-7,24047-2021
44296,2021,24047,8,122546,24047-2021-8,24047-2021
44297,2021,24047,9,133600,24047-2021-9,24047-2021
44298,2021,24047,10,151514,24047-2021-10,24047-2021
44299,2021,24047,11,153851,24047-2021-11,24047-2021
44300,2021,24047,12,166543,24047-2021-12,24047-2021
44301,2021,24510,1,1090821,24510-2021-1,24510-2021
44302,2021,24510,2,1101415,24510-2021-2,24510-2021
44303,2021,24510,3,1307083,24510-2021-3,24510-2021
44304,2021,24510,4,1447325,24510-2021-4,24510-2021
44305,2021,24510,5,1618994,24510-2021-5,24510-2021
44306,2021,24510,6,1591526,24510-2021-6,24510-2021
44307,2021,24510,7,1653561,24510-2021-7,24510-2021
44308,2021,24510,8,1699551,24510-2021-8,24510-2021
44309,2021,24510,9,1725091,24510-2021-9,24510-2021
44310,2021,24510,10,1879347,24510-2021-10,24510-2021
44311,2021,24510,11,1889329,24510-2021-11,24510-2021
44312,2021,24510,12,2068062,24510-2021-12,24510-2021
44313,2021,25001,1,221260,25001-2021-1,25001-2021
44314,2021,25001,2,266940,25001-2021-2,25001-2021
44315,2021,25001,3,339243,25001-2021-3,25001-2021
44316,2021,25001,4,390604,25001-2021-4,25001-2021
44317,2021,25001,5,426815,25001-2021-5,25001-2021
44318,2021,25001,6,417763,25001-2021-6,25001-2021
44319,2021,25001,7,437895,25001-2021-7,25001-2021
44320,2021,25001,8,464453,25001-2021-8,25001-2021
44321,2021,25001,9,486822,25001-2021-9,25001-2021
44322,2021,25001,10,537194,25001-2021-10,25001-2021
44323,2021,25001,11,559531,25001-2021-11,25001-2021
44324,2021,25001,12,678909,25001-2021-12,25001-2021
44325,2021,25003,1,118954,25003-2021-1,25003-2021
44326,2021,25003,2,132213,25003-2021-2,25003-2021
44327,2021,25003,3,157740,25003-2021-3,25003-2021
44328,2021,25003,4,179053,25003-2021-4,25003-2021
44329,2021,25003,5,200321,25003-2021-5,25003-2021
44330,2021,25003,6,196181,25003-2021-6,25003-2021
44331,2021,25003,7,204469,25003-2021-7,25003-2021
44332,2021,25003,8,216889,25003-2021-8,25003-2021
44333,2021,25003,9,232957,25003-2021-9,25003-2021
44334,2021,25003,10,263875,25003-2021-10,25003-2021
44335,2021,25003,11,293727,25003-2021-11,25003-2021
44336,2021,25003,12,369630,25003-2021-12,25003-2021
44337,2021,25005,1,1347035,25005-2021-1,25005-2021
44338,2021,25005,2,1501714,25005-2021-2,25005-2021
44339,2021,25005,3,1784453,25005-2021-3,25005-2021
44340,2021,25005,4,1878426,25005-2021-4,25005-2021
44341,2021,25005,5,2045411,25005-2021-5,25005-2021
44342,2021,25005,6,2004584,25005-2021-6,25005-2021
44343,2021,25005,7,2083983,25005-2021-7,25005-2021
44344,2021,25005,8,2165280,25005-2021-8,25005-2021
44345,2021,25005,9,2234206,25005-2021-9,25005-2021
44346,2021,25005,10,2465060,25005-2021-10,25005-2021
44347,2021,25005,11,2522477,25005-2021-11,25005-2021
44348,2021,25005,12,2972652,25005-2021-12,25005-2021
44349,2021,25007,1,20045,25007-2021-1,25007-2021
44350,2021,25007,2,23204,25007-2021-2,25007-2021
44351,2021,25007,3,27671,25007-2021-3,25007-2021
44352,2021,25007,4,34143,25007-2021-4,25007-2021
44353,2021,25007,5,41594,25007-2021-5,25007-2021
44354,2021,25007,6,42382,25007-2021-6,25007-2021
44355,2021,25007,7,44212,25007-2021-7,25007-2021
44356,2021,25007,8,47979,25007-2021-8,25007-2021
44357,2021,25007,9,52678,25007-2021-9,25007-2021
44358,2021,25007,10,56648,25007-2021-10,25007-2021
44359,2021,25007,11,56592,25007-2021-11,25007-2021
44360,2021,25007,12,66196,25007-2021-12,25007-2021
44361,2021,25009,1,2150114,25009-2021-1,25009-2021
44362,2021,25009,2,2267332,25009-2021-2,25009-2021
44363,2021,25009,3,2676249,25009-2021-3,25009-2021
44364,2021,25009,4,2783349,25009-2021-4,25009-2021
44365,2021,25009,5,3000278,25009-2021-5,25009-2021
44366,2021,25009,6,2934623,25009-2021-6,25009-2021
44367,2021,25009,7,3045927,25009-2021-7,25009-2021
44368,2021,25009,8,3120732,25009-2021-8,25009-2021
44369,2021,25009,9,3170803,25009-2021-9,25009-2021
44370,2021,25009,10,3442659,25009-2021-10,25009-2021
44371,2021,25009,11,3524180,25009-2021-11,25009-2021
44372,2021,25009,12,4119866,25009-2021-12,25009-2021
44373,2021,25011,1,48063,25011-2021-1,25011-2021
44374,2021,25011,2,53100,25011-2021-2,25011-2021
44375,2021,25011,3,64526,25011-2021-3,25011-2021
44376,2021,25011,4,70513,25011-2021-4,25011-2021
44377,2021,25011,5,78632,25011-2021-5,25011-2021
44378,2021,25011,6,77369,25011-2021-6,25011-2021
44379,2021,25011,7,80277,25011-2021-7,25011-2021
44380,2021,25011,8,83782,25011-2021-8,25011-2021
44381,2021,25011,9,90583,25011-2021-9,25011-2021
44382,2021,25011,10,103937,25011-2021-10,25011-2021
44383,2021,25011,11,110305,25011-2021-11,25011-2021
44384,2021,25011,12,146298,25011-2021-12,25011-2021
44385,2021,25013,1,998568,25013-2021-1,25013-2021
44386,2021,25013,2,1111915,25013-2021-2,25013-2021
44387,2021,25013,3,1354684,25013-2021-3,25013-2021
44388,2021,25013,4,1454297,25013-2021-4,25013-2021
44389,2021,25013,5,1601421,25013-2021-5,25013-2021
44390,2021,25013,6,1570884,25013-2021-6,25013-2021
44391,2021,25013,7,1632496,25013-2021-7,25013-2021
44392,2021,25013,8,1700305,25013-2021-8,25013-2021
44393,2021,25013,9,1798418,25013-2021-9,25013-2021
44394,2021,25013,10,1996084,25013-2021-10,25013-2021
44395,2021,25013,11,2036294,25013-2021-11,25013-2021
44396,2021,25013,12,2385754,25013-2021-12,25013-2021
44397,2021,25015,1,150383,25015-2021-1,25015-2021
44398,2021,25015,2,186645,25015-2021-2,25015-2021
44399,2021,25015,3,244383,25015-2021-3,25015-2021
44400,2021,25015,4,260880,25015-2021-4,25015-2021
44401,2021,25015,5,281436,25015-2021-5,25015-2021
44402,2021,25015,6,274715,25015-2021-6,25015-2021
44403,2021,25015,7,285320,25015-2021-7,25015-2021
44404,2021,25015,8,294304,25015-2021-8,25015-2021
44405,2021,25015,9,316233,25015-2021-9,25015-2021
44406,2021,25015,10,354757,25015-2021-10,25015-2021
44407,2021,25015,11,362934,25015-2021-11,25015-2021
44408,2021,25015,12,436078,25015-2021-12,25015-2021
44409,2021,25017,1,2806058,25017-2021-1,25017-2021
44410,2021,25017,2,3009312,25017-2021-2,25017-2021
44411,2021,25017,3,3614396,25017-2021-3,25017-2021
44412,2021,25017,4,3842921,25017-2021-4,25017-2021
44413,2021,25017,5,4152930,25017-2021-5,25017-2021
44414,2021,25017,6,4055909,25017-2021-6,25017-2021
44415,2021,25017,7,4215166,25017-2021-7,25017-2021
44416,2021,25017,8,4357728,25017-2021-8,25017-2021
44417,2021,25017,9,4458438,25017-2021-9,25017-2021
44418,2021,25017,10,4843271,25017-2021-10,25017-2021
44419,2021,25017,11,4959169,25017-2021-11,25017-2021
44420,2021,25017,12,5806404,25017-2021-12,25017-2021
44421,2021,25019,1,29649,25019-2021-1,25019-2021
44422,2021,25019,2,31647,25019-2021-2,25019-2021
44423,2021,25019,3,37896,25019-2021-3,25019-2021
44424,2021,25019,4,42479,25019-2021-4,25019-2021
44425,2021,25019,5,46836,25019-2021-5,25019-2021
44426,2021,25019,6,45569,25019-2021-6,25019-2021
44427,2021,25019,7,47403,25019-2021-7,25019-2021
44428,2021,25019,8,53780,25019-2021-8,25019-2021
44429,2021,25019,9,56241,25019-2021-9,25019-2021
44430,2021,25019,10,59319,25019-2021-10,25019-2021
44431,2021,25019,11,58972,25019-2021-11,25019-2021
44432,2021,25019,12,65298,25019-2021-12,25019-2021
44433,2021,25021,1,1064047,25021-2021-1,25021-2021
44434,2021,25021,2,1211802,25021-2021-2,25021-2021
44435,2021,25021,3,1475881,25021-2021-3,25021-2021
44436,2021,25021,4,1562674,25021-2021-4,25021-2021
44437,2021,25021,5,1687338,25021-2021-5,25021-2021
44438,2021,25021,6,1648356,25021-2021-6,25021-2021
44439,2021,25021,7,1713062,25021-2021-7,25021-2021
44440,2021,25021,8,1770378,25021-2021-8,25021-2021
44441,2021,25021,9,1812088,25021-2021-9,25021-2021
44442,2021,25021,10,1966357,25021-2021-10,25021-2021
44443,2021,25021,11,2001129,25021-2021-11,25021-2021
44444,2021,25021,12,2332607,25021-2021-12,25021-2021
44445,2021,25023,1,953625,25023-2021-1,25023-2021
44446,2021,25023,2,1078174,25023-2021-2,25023-2021
44447,2021,25023,3,1303876,25023-2021-3,25023-2021
44448,2021,25023,4,1386792,25023-2021-4,25023-2021
44449,2021,25023,5,1508333,25023-2021-5,25023-2021
44450,2021,25023,6,1477172,25023-2021-6,25023-2021
44451,2021,25023,7,1534557,25023-2021-7,25023-2021
44452,2021,25023,8,1590931,25023-2021-8,25023-2021
44453,2021,25023,9,1641925,25023-2021-9,25023-2021
44454,2021,25023,10,1800307,25023-2021-10,25023-2021
44455,2021,25023,11,1848839,25023-2021-11,25023-2021
44456,2021,25023,12,2209405,25023-2021-12,25023-2021
44457,2021,25025,1,1984490,25025-2021-1,25025-2021
44458,2021,25025,2,2107896,25025-2021-2,25025-2021
44459,2021,25025,3,2520272,25025-2021-3,25025-2021
44460,2021,25025,4,2652329,25025-2021-4,25025-2021
