,YEAR,C_S,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
7457,2021,"Madison County,Tennessee",98775,0.9042799305957201,46905,51870,39.1,6075,10966,37838,24904,17714
7459,2020,"Marion County,Tennessee",28834,0.9727695675971538,14218,14616,43.8,1580,3048,9836,8130,5876
7460,2021,"Marion County,Tennessee",28877,0.9771995891817871,14272,14605,44.2,1547,2974,9841,8079,6068
7462,2020,"Marshall County,Tennessee",34441,0.9706471362361961,16964,17477,39.6,2122,4070,12886,9306,5593
7463,2021,"Marshall County,Tennessee",34984,0.9737094499294782,17259,17725,39.6,2085,4136,13130,9375,5742
7465,2020,"Maury County,Tennessee",101700,0.9463369823164663,49448,52252,39.2,6531,11921,38792,26261,16842
7466,2021,"Maury County,Tennessee",104760,0.9417979610750695,50810,53950,39.1,6554,12082,40449,26626,17650
7468,2020,"Meigs County,Tennessee",12785,0.9945397815912637,6375,6410,45.1,681,1315,4218,3754,2662
7469,2021,"Meigs County,Tennessee",13049,0.9970921334557699,6515,6534,44.9,700,1379,4296,3760,2748
7471,2020,"Monroe County,Tennessee",46384,0.9941530524505588,23124,23260,44.7,2475,4910,15372,13040,10002
7472,2021,"Monroe County,Tennessee",46698,0.9936814242411305,23275,23423,44.9,2459,4848,15471,13058,10238
7474,2020,"Montgomery County,Tennessee",221160,0.9989154013015185,110520,110640,31.5,17820,30040,103469,45495,21165
7475,2021,"Montgomery County,Tennessee",227900,0.9979310586667601,113832,114068,31.6,18032,31020,106928,46180,22341
7477,2020,"Moore County,Tennessee",6457,1.0021705426356589,3232,3225,46.2,298,615,2140,1895,1429
7478,2021,"Moore County,Tennessee",6644,1.0,3322,3322,45.5,351,630,2231,1889,1466
7480,2020,"Morgan County,Tennessee",21020,1.2226921856825632,11563,9457,42.6,1030,1939,7923,6015,3856
7481,2021,"Morgan County,Tennessee",21254,1.2281161547332005,11715,9539,42.1,1031,1993,8093,5921,3961
7483,2020,"Obion County,Tennessee",30716,0.9517092387851062,14978,15738,42.7,1764,3355,10657,8165,6402
7484,2021,"Obion County,Tennessee",30466,0.9503232827603867,14845,15621,42.7,1692,3365,10581,8026,6423
7486,2020,"Overton County,Tennessee",22588,1.001949836036515,11305,11283,43.3,1204,2439,7811,6203,4631
7487,2021,"Overton County,Tennessee",22839,1.0023671751709626,11433,11406,43.2,1217,2430,7974,6247,4662
7489,2020,"Perry County,Tennessee",8360,1.0266666666666666,4235,4125,42.8,540,936,2823,2189,1772
7490,2021,"Perry County,Tennessee",8472,1.010918585331118,4259,4213,43.0,535,943,2866,2209,1810
7492,2020,"Pickett County,Tennessee",4995,0.9837172359015092,2477,2518,51.7,210,411,1422,1483,1411
7493,2021,"Pickett County,Tennessee",5079,0.9886452623335944,2525,2554,51.7,213,426,1457,1482,1444
7495,2020,"Polk County,Tennessee",17569,0.9912728097019154,8746,8823,46.0,855,1693,5789,5309,3713
7496,2021,"Polk County,Tennessee",17776,0.994166479694862,8862,8914,46.2,857,1712,5853,5386,3761
7498,2020,"Putnam County,Tennessee",79982,0.9941657524683355,39874,40108,36.7,4431,8472,33643,19094,13360
7499,2021,"Putnam County,Tennessee",81188,0.9929304335018901,40450,40738,36.7,4413,8476,34389,19267,13599
7501,2020,"Rhea County,Tennessee",32903,0.9886974916893321,16358,16545,41.3,1925,3638,11808,8845,6222
7502,2021,"Rhea County,Tennessee",33136,0.9840728100113766,16435,16701,41.5,1913,3567,11956,8865,6369
7504,2020,"Roane County,Tennessee",53513,0.9824769384655281,26520,26993,47.3,2379,5074,17192,15773,12448
7505,2021,"Roane County,Tennessee",53992,0.97990465713238,26722,27270,47.2,2357,5069,17533,15697,12700
7507,2020,"Robertson County,Tennessee",72860,0.98658523284982,36184,36676,39.6,4453,8718,27470,20169,11017
7508,2021,"Robertson County,Tennessee",74098,0.9882472899001825,36830,37268,39.6,4514,8827,28025,20315,11375
7510,2020,"Rutherford County,Tennessee",343128,0.9715467708572741,169088,174040,34.2,21640,43314,154337,81442,37271
7511,2021,"Rutherford County,Tennessee",352182,0.9710539129266778,173505,178677,34.3,21718,44088,158915,83003,39113
7513,2020,"Scott County,Tennessee",21842,0.9814932414043364,10819,11023,40.4,1317,2571,8112,5731,3783
7514,2021,"Scott County,Tennessee",21917,0.9814664135249977,10856,11061,40.4,1309,2576,8167,5679,3874
7516,2020,"Sequatchie County,Tennessee",15863,0.9998739283913263,7931,7932,45.1,871,1585,5257,4553,3389
7517,2021,"Sequatchie County,Tennessee",16396,0.997320014618102,8187,8209,45.0,886,1596,5488,4691,3516
7519,2020,"Sevier County,Tennessee",98497,0.9817113655111361,48794,49703,43.9,5194,10177,33874,28119,19895
7520,2021,"Sevier County,Tennessee",99517,0.9845451282255813,49371,50146,43.9,5160,10106,34474,28130,20405
7522,2020,"Shelby County,Tennessee",928644,0.9091637987393455,442230,486414,35.8,63465,119201,375856,226296,130746
7523,2021,"Shelby County,Tennessee",924454,0.906236145850302,439491,484963,35.9,62126,118172,375120,221546,133989
7525,2020,"Smith County,Tennessee",19939,1.0138369861630139,10038,9901,40.7,1181,2263,7265,5613,3334
7526,2021,"Smith County,Tennessee",20172,1.0107655502392345,10140,10032,40.6,1167,2319,7399,5593,3417
7528,2020,"Stewart County,Tennessee",13683,1.001316366827556,6846,6837,44.1,733,1437,4613,3923,2785
7529,2021,"Stewart County,Tennessee",13855,1.0030359982651438,6938,6917,44.1,753,1418,4726,3905,2864
7531,2020,"Sullivan County,Tennessee",158092,0.9608553284381822,77468,80624,45.2,7452,15449,53850,44737,34714
7532,2021,"Sullivan County,Tennessee",159265,0.9604500301579291,78026,81239,45.1,7410,15238,54824,44470,35409
7534,2020,"Sumner County,Tennessee",197272,0.9620659817192644,96729,100543,39.7,11521,23810,74299,53094,31770
7535,2021,"Sumner County,Tennessee",200557,0.9599042314081891,98227,102330,39.9,11435,23948,75914,53560,32818
7537,2020,"Tipton County,Tennessee",60961,0.9748291165894587,30092,30869,38.7,3547,7548,23408,16400,9153
7538,2021,"Tipton County,Tennessee",61004,0.9767343896827712,30143,30861,38.9,3481,7451,23522,16205,9432
7540,2020,"Trousdale County,Tennessee",11661,1.428363182007497,6859,4802,34.9,609,1085,5602,2729,1507
7541,2021,"Trousdale County,Tennessee",12035,1.4481285598047193,7119,4916,34.9,604,1133,5835,2774,1562
7543,2020,"Unicoi County,Tennessee",17867,0.9931950022311468,8903,8964,47.2,804,1618,5867,5176,4213
7544,2021,"Unicoi County,Tennessee",17698,0.9934669970714125,8820,8878,47.4,793,1595,5790,5105,4223
7546,2020,"Union County,Tennessee",19820,0.9963738920225624,9892,9928,43.2,1060,2174,6833,5841,3649
7547,2021,"Union County,Tennessee",20040,0.9888844779674474,9964,10076,43.4,1034,2142,6946,5856,3791
7549,2020,"Van Buren County,Tennessee",6171,1.0319394138952913,3134,3037,46.9,346,614,1895,1781,1458
7550,2021,"Van Buren County,Tennessee",6324,1.0204472843450478,3194,3130,47.1,354,649,1933,1792,1520
7552,2020,"Warren County,Tennessee",41023,0.9932461979495651,20442,20581,40.5,2428,4871,15044,10780,7311
7553,2021,"Warren County,Tennessee",41523,0.9889351918379078,20646,20877,40.5,2467,4836,15290,10931,7422
7555,2020,"Washington County,Tennessee",133080,0.9663120567375887,65400,67680,40.8,6357,12842,52126,35138,25045
7556,2021,"Washington County,Tennessee",134236,0.9660212660007615,65958,68278,41.0,6226,12728,52719,35074,25899
7558,2020,"Wayne County,Tennessee",16202,1.2698234799663772,9064,7138,43.7,629,1343,6234,4651,3170
7559,2021,"Wayne County,Tennessee",16409,1.2975357042845141,9267,7142,43.7,640,1310,6345,4725,3212
7561,2020,"Weakley County,Tennessee",32864,0.9607421991527951,16103,16761,38.6,1620,3252,13441,8036,6152
7562,2021,"Weakley County,Tennessee",33036,0.9597793201637302,16179,16857,38.7,1624,3197,13609,8030,6225
7564,2020,"White County,Tennessee",27424,0.9705396277933462,13507,13917,43.2,1572,2992,9440,7490,5596
7565,2021,"White County,Tennessee",27650,0.9776839997138974,13669,13981,43.0,1511,3059,9575,7475,5668
7567,2020,"Williamson County,Tennessee",249424,0.9765123539946432,123230,126194,39.6,14045,34994,91803,69924,34221
7568,2021,"Williamson County,Tennessee",255735,0.9772917053256633,126399,129336,40.0,13848,35100,94463,71598,36153
7570,2020,"Wilson County,Tennessee",148564,0.9779260028491167,73453,75111,40.0,8833,17910,55693,40639,23385
7571,2021,"Wilson County,Tennessee",151917,0.9784981246092936,75133,76784,40.1,8784,18143,57416,41160,24251
7573,2020,"Anderson County,Texas",57881,1.6016271125494426,35633,22248,39.4,3028,5526,25071,15038,8590
7574,2021,"Anderson County,Texas",58402,1.6279980200692976,36179,22223,39.5,2954,5457,25530,15087,8722
7576,2020,"Andrews County,Texas",18612,1.0518134715025906,9541,9071,31.4,1583,3031,7941,3963,1769
7577,2021,"Andrews County,Texas",18440,1.0438927067169141,9418,9022,32.0,1528,2995,7788,3980,1819
7579,2020,"Angelina County,Texas",86345,0.9628770829070904,42356,43989,37.5,5647,11335,32465,21213,14340
7580,2021,"Angelina County,Texas",86506,0.962521835794823,42427,44079,37.6,5514,11272,32814,20943,14611
7582,2020,"Aransas County,Texas",23916,0.9926678886852192,11914,12002,50.1,1170,2184,7025,6691,6594
7583,2021,"Aransas County,Texas",24510,0.993331164606376,12214,12296,49.8,1155,2300,7331,6747,6716
7585,2020,"Archer County,Texas",8557,0.9863045496750232,4249,4308,43.8,466,959,2847,2419,1758
7586,2021,"Archer County,Texas",8681,0.9833219099840073,4304,4377,43.2,468,994,2923,2384,1783
7588,2020,"Armstrong County,Texas",1847,0.9442105263157895,897,950,43.0,101,228,623,465,409
7589,2021,"Armstrong County,Texas",1839,0.973175965665236,907,932,43.8,98,219,616,467,420
7591,2020,"Atascosa County,Texas",49089,1.00797643882685,24642,24447,36.0,3416,6875,19214,11590,7212
7592,2021,"Atascosa County,Texas",49939,1.001242285805883,24985,24954,36.1,3410,6951,19619,11725,7409
7594,2020,"Austin County,Texas",30109,0.9972802653399668,15034,15075,41.4,1697,3781,10337,7762,6086
7595,2021,"Austin County,Texas",30380,0.9984212603604788,15178,15202,41.7,1698,3696,10467,7742,6304
7597,2020,"Bailey County,Texas",6859,1.0102579132473624,3447,3412,34.1,565,1003,2634,1487,1035
7598,2021,"Bailey County,Texas",6835,1.0138479670005893,3441,3394,33.9,614,956,2622,1465,1056
7600,2020,"Bandera County,Texas",20987,0.9947723600418211,10466,10521,52.9,863,1860,5666,6471,5920
7601,2021,"Bandera County,Texas",21565,0.9967592592592592,10765,10800,52.6,910,1896,5859,6434,6221
7603,2020,"Bastrop County,Texas",97983,1.0477115987460814,50133,47850,37.9,6269,12868,36774,25446,15096
7604,2021,"Bastrop County,Texas",102058,1.0480003210723818,52225,49833,37.7,6391,13395,38812,25854,15944
7606,2020,"Baylor County,Texas",3464,0.9760410724472333,1711,1753,43.3,207,433,1112,844,823
7607,2021,"Baylor County,Texas",3477,0.9766913018760659,1718,1759,43.9,191,423,1114,860,839
7609,2020,"Bee County,Texas",30990,1.5645481628599802,18906,12084,35.6,1619,3368,14717,6952,3948
7610,2021,"Bee County,Texas",30924,1.5838903743315509,18956,11968,35.7,1532,3289,14812,6898,4001
7612,2020,"Bell County,Texas",371981,0.9972670407259255,185736,186245,31.8,29627,52183,167070,75817,41761
7613,2021,"Bell County,Texas",379617,0.9989521241864482,189709,189908,31.9,29412,53227,170862,76855,43456
7615,2020,"Bexar County,Texas",2014052,0.9856492728018424,999748,1014304,34.3,135099,260239,888832,453481,247129
7616,2021,"Bexar County,Texas",2028236,0.9841462853922978,1006015,1022221,34.5,132173,259209,897563,455095,254331
7618,2020,"Blanco County,Texas",11454,1.017970401691332,5778,5676,50.3,441,1005,3405,3519,2937
7619,2021,"Blanco County,Texas",11886,1.0016840687100033,5948,5938,50.3,461,1031,3562,3616,3076
7621,2020,"Borden County,Texas",641,1.1582491582491583,344,297,47.3,27,70,197,187,150
7622,2021,"Borden County,Texas",617,1.098639455782313,323,294,48.0,31,71,181,182,146
7624,2020,"Bosque County,Texas",18239,0.9775561097256857,9016,9223,46.7,911,2017,5613,4904,4549
7625,2021,"Bosque County,Texas",18503,0.9846615896170761,9180,9323,46.7,876,1989,5795,4945,4638
7627,2020,"Bowie County,Texas",92792,1.0231549111522948,46927,45865,38.2,5731,11313,36180,22700,15589
7628,2021,"Bowie County,Texas",92581,1.0223023154215816,46801,45780,38.3,5471,11305,36298,22357,15842
7630,2020,"Brazoria County,Texas",373368,1.0302994051050038,189470,183898,36.3,24302,50889,154835,92316,45321
7631,2021,"Brazoria County,Texas",379689,1.028047366987325,192470,187219,36.5,24058,51033,158161,93224,47141
7633,2020,"Brazos County,Texas",234480,1.016667956756199,118209,116271,27.5,13623,24742,129492,41249,22686
7634,2021,"Brazos County,Texas",237032,1.0117804824226375,119210,117822,27.9,13357,24983,130141,41854,23861
7636,2020,"Brewster County,Texas",9566,1.0598621877691645,4922,4644,44.1,481,869,3424,2412,2264
7637,2021,"Brewster County,Texas",9450,1.0619681431376828,4867,4583,44.8,443,832,3379,2373,2327
7639,2020,"Briscoe County,Texas",1421,1.0534682080924855,729,692,46.1,75,163,435,382,350
7640,2021,"Briscoe County,Texas",1403,1.042212518195051,716,687,45.6,78,160,428,378,335
7642,2020,"Brooks County,Texas",7030,1.0507584597432906,3602,3428,35.4,530,1053,2612,1449,1278
7643,2021,"Brooks County,Texas",6994,1.0480234260614933,3579,3415,35.2,505,1066,2614,1425,1279
7645,2020,"Brown County,Texas",38002,0.9931815797755166,18936,19066,41.9,1912,4010,13934,9896,7752
7646,2021,"Brown County,Texas",38192,0.9919678714859438,19019,19173,42.1,1913,3877,14114,9876,7903
7648,2020,"Burleson County,Texas",17644,0.9914221218961625,8784,8860,44.1,999,1982,5798,4927,3726
7649,2021,"Burleson County,Texas",18051,0.9844986807387863,8955,9096,43.6,987,2056,5984,4939,3852
7651,2020,"Burnet County,Texas",49427,0.9699095293132995,24336,25091,44.7,2539,5314,16422,13282,11248
7652,2021,"Burnet County,Texas",50954,0.9717514124293786,25112,25842,44.8,2491,5420,17023,13668,11713
7654,2020,"Caldwell County,Texas",45967,1.0390808676751098,23424,22543,36.7,2756,5137,19326,11289,6824
7655,2021,"Caldwell County,Texas",46791,1.0349221536052884,23797,22994,36.8,2733,5117,19895,11357,7040
7657,2020,"Calhoun County,Texas",20047,1.0673404145612044,10350,9697,39.1,1263,2427,7438,4944,3688
7658,2021,"Calhoun County,Texas",19727,1.070424013434089,10199,9528,39.8,1215,2366,7237,4860,3756
7660,2020,"Callahan County,Texas",13750,0.9855595667870036,6825,6925,43.6,724,1528,4685,3719,2914
7661,2021,"Callahan County,Texas",14115,0.9824438202247191,6995,7120,43.3,728,1610,4845,3752,2995
7663,2020,"Cameron County,Texas",421191,0.9648768426945326,206831,214360,32.3,31664,64247,170214,89663,58086
7664,2021,"Cameron County,Texas",423029,0.9681351453203002,208090,214939,32.5,30677,63632,171701,90470,59236
7666,2020,"Camp County,Texas",12450,0.9532475682459993,6076,6374,38.5,871,1660,4403,2936,2383
7667,2021,"Camp County,Texas",12616,0.957790192427064,6172,6444,38.3,890,1644,4525,2947,2408
7669,2020,"Carson County,Texas",5808,1.0103842159916927,2919,2889,41.8,263,737,2045,1491,1188
7670,2021,"Carson County,Texas",5746,1.0076869322152342,2884,2862,41.7,258,727,2027,1427,1217
7672,2020,"Cass County,Texas",28399,0.9464701850582591,13809,14590,44.2,1570,3256,9239,7560,6400
7673,2021,"Cass County,Texas",28560,0.9464322224493968,13887,14673,43.9,1565,3326,9354,7519,6407
7675,2020,"Castro County,Texas",7337,1.0696755994358251,3792,3545,34.7,527,1105,2768,1576,1234
7676,2021,"Castro County,Texas",7374,1.05633017289459,3788,3586,34.4,543,1085,2794,1558,1258
7678,2020,"Chambers County,Texas",47051,1.0288473976973826,23860,23191,34.8,3317,6912,19565,10996,5468
7679,2021,"Chambers County,Texas",48865,1.0224742353379412,24704,24161,34.7,3430,7123,20528,11232,5734
7681,2020,"Cherokee County,Texas",50477,1.0572627975220086,25941,24536,37.9,3444,6475,18801,12156,8872
7682,2021,"Cherokee County,Texas",51097,1.0636914378029079,26337,24760,37.9,3431,6501,19126,12187,9109
7684,2020,"Childress County,Texas",6648,1.5687789799072642,4060,2588,33.4,288,658,3322,1287,1018
7685,2021,"Childress County,Texas",6736,1.608830364058869,4154,2582,33.2,294,644,3424,1276,1018
7687,2020,"Clay County,Texas",10245,1.0107948969578018,5150,5095,46.7,441,1044,3312,2916,2411
7688,2021,"Clay County,Texas",10263,1.0103819784524974,5158,5105,46.7,432,1055,3302,2899,2444
7690,2020,"Cochran County,Texas",2559,1.035799522673031,1302,1257,36.1,177,355,989,607,396
7691,2021,"Cochran County,Texas",2516,1.0128,1266,1250,37.0,174,330,964,601,412
7693,2020,"Coke County,Texas",3288,0.9688622754491018,1618,1670,45.2,181,361,1060,811,838
7694,2021,"Coke County,Texas",3321,0.9569829110194461,1624,1697,45.6,188,359,1053,844,838
7696,2020,"Coleman County,Texas",7671,1.0234766552360854,3880,3791,48.5,394,827,2248,2130,1978
7697,2021,"Coleman County,Texas",7735,1.0227510460251046,3911,3824,48.4,365,811,2304,2142,2014
7699,2020,"Collin County,Texas",1073149,0.9857390808766385,532721,540428,37.3,63626,142491,446464,283921,119418
7700,2021,"Collin County,Texas",1109462,0.9856711780561054,550728,558734,37.4,64238,144492,464008,293015,126015
7702,2020,"Collingsworth County,Texas",2635,0.9561989606533037,1288,1347,38.4,155,396,919,619,504
7703,2021,"Collingsworth County,Texas",2615,0.941351150705271,1268,1347,39.5,163,366,907,625,513
7705,2020,"Colorado County,Texas",20566,1.0137080191912269,10353,10213,42.3,1272,2565,6721,5208,4545
7706,2021,"Colorado County,Texas",20630,1.010525289932755,10369,10261,42.3,1249,2590,6728,5162,4619
7708,2020,"Comal County,Texas",163573,0.9883185238309408,81306,82267,41.8,8847,18952,58189,45442,29891
7709,2021,"Comal County,Texas",174986,0.9920765929349621,87145,87841,41.5,9300,20102,63341,47828,32005
7711,2020,"Comanche County,Texas",13600,1.0178041543026706,6860,6740,44.8,728,1596,4303,3577,3192
7712,2021,"Comanche County,Texas",13775,1.0083102493074791,6916,6859,44.5,736,1594,4424,3605,3213
7714,2020,"Concho County,Texas",3319,1.1735428945645057,1792,1527,49.4,169,269,1003,962,875
7715,2021,"Concho County,Texas",3341,1.1836601307189543,1811,1530,49.7,150,262,1025,965,896
7717,2020,"Cooke County,Texas",41697,0.9968871222642594,20816,20881,40.1,2698,4894,15009,10733,7824
7718,2021,"Cooke County,Texas",42244,0.9902006972580797,21018,21226,40.4,2622,4936,15250,10774,8101
7720,2020,"Coryell County,Texas",83096,1.007634694370621,41706,41390,32.5,5363,9807,41682,16506,8787
7721,2021,"Coryell County,Texas",84232,0.999572700296736,42107,42125,32.9,5239,9868,42304,16702,9111
7723,2020,"Cottle County,Texas",1374,0.9741379310344828,678,696,46.5,68,138,441,358,350
7724,2021,"Cottle County,Texas",1381,0.9396067415730337,669,712,47.1,65,142,445,362,353
7726,2020,"Crane County,Texas",4668,1.0473684210526315,2388,2280,33.9,326,707,1934,1064,558
