,YEAR,C_S,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
29957,2019,"Caddo County,Oklahoma",28927,1.1154746233728243,15253,13674,37.9,1954,3594,11024,7076,4888
29969,2017,"Canadian County,Oklahoma",140146,0.9835817304289981,69493,70653,36.0,9523,18834,57453,34248,18022
29970,2018,"Canadian County,Oklahoma",144570,0.9847338724070235,71729,72841,36.0,9847,19506,59555,34684,18830
29971,2019,"Canadian County,Oklahoma",148635,0.9869395503034516,73829,74806,36.1,9945,20034,61534,35014,19882
29983,2017,"Carter County,Oklahoma",48373,0.9455035392535392,23509,24864,38.1,3380,6074,18012,12281,7910
29984,2018,"Carter County,Oklahoma",48345,0.9461776901090938,23504,24841,38.3,3272,6047,18072,12122,8127
29985,2019,"Carter County,Oklahoma",48328,0.9494957644211376,23538,24790,38.3,3342,5960,18085,11946,8315
29997,2017,"Cherokee County,Oklahoma",48956,0.9565964589744614,23935,25021,35.3,2938,5573,20632,11286,7945
29998,2018,"Cherokee County,Oklahoma",48692,0.9503324521349035,23726,24966,35.7,2788,5480,20523,11201,8133
29999,2019,"Cherokee County,Oklahoma",48819,0.9484733586110556,23764,25055,36.1,2790,5444,20503,11206,8294
30011,2017,"Choctaw County,Oklahoma",14807,0.9279947916666667,7127,7680,41.6,1009,1797,4924,3917,2963
30012,2018,"Choctaw County,Oklahoma",14666,0.9274543303982127,7057,7609,42.0,995,1781,4831,3860,3005
30013,2019,"Choctaw County,Oklahoma",14642,0.9314074660335048,7061,7581,41.8,1032,1720,4898,3729,3056
30025,2017,"Cimarron County,Oklahoma",2155,1.0159027128157156,1086,1069,43.7,153,284,645,526,515
30026,2018,"Cimarron County,Oklahoma",2165,1.0366886171213547,1102,1063,42.8,142,304,664,508,524
30027,2019,"Cimarron County,Oklahoma",2148,1.0418250950570342,1096,1052,43.8,135,303,625,509,544
30039,2017,"Cleveland County,Oklahoma",279723,0.9978787229483609,139713,140010,34.2,15320,31286,129359,63881,36316
30040,2018,"Cleveland County,Oklahoma",281559,0.9954712648565901,140460,141099,34.5,14950,31114,129983,63875,38003
30041,2019,"Cleveland County,Oklahoma",284537,0.9936868952276852,141818,142719,34.8,14867,30960,131294,64151,39669
30053,2017,"Coal County,Oklahoma",5623,0.9925584691708008,2801,2822,41.6,360,685,1913,1458,1130
30054,2018,"Coal County,Oklahoma",5519,0.9931383170819791,2750,2769,42.1,374,633,1867,1389,1170
30055,2019,"Coal County,Oklahoma",5511,0.9838012958963283,2733,2778,42.6,388,607,1864,1395,1183
30067,2017,"Comanche County,Oklahoma",121994,1.0758222872602903,63225,58769,32.9,8655,14417,55139,27420,14885
30068,2018,"Comanche County,Oklahoma",121001,1.0693482461991004,62528,58473,33.3,8377,14316,54399,27121,15301
30069,2019,"Comanche County,Oklahoma",121224,1.071850965646898,62714,58510,33.4,8333,14311,54674,26517,15796
30081,2017,"Cotton County,Oklahoma",5866,0.972427706792199,2892,2974,42.6,339,693,1978,1661,1134
30082,2018,"Cotton County,Oklahoma",5798,0.962098138747885,2843,2955,42.9,332,698,1919,1651,1126
30083,2019,"Cotton County,Oklahoma",5650,0.9652173913043478,2775,2875,43.6,316,663,1856,1574,1161
30095,2017,"Craig County,Oklahoma",14328,1.0577337354588539,7365,6963,41.9,828,1595,5058,3880,2785
30096,2018,"Craig County,Oklahoma",14273,1.050129273197357,7311,6962,42.0,797,1573,5053,3860,2797
30097,2019,"Craig County,Oklahoma",14110,1.03872272792949,7189,6921,42.2,746,1588,5026,3777,2801
30109,2017,"Creek County,Oklahoma",71822,0.9804770439818007,35557,36265,39.8,4495,8659,25972,19198,12474
30110,2018,"Creek County,Oklahoma",71693,0.9788296991443555,35463,36230,40.1,4500,8572,25854,19062,12747
30111,2019,"Creek County,Oklahoma",71362,0.9781566181566181,35287,36075,40.4,4267,8474,25726,18846,13030
30123,2017,"Custer County,Oklahoma",28928,0.9936595451412819,14418,14510,31.2,2135,3539,12928,6017,3899
30124,2018,"Custer County,Oklahoma",28930,0.9972385226095961,14445,14485,31.6,2054,3593,12973,5950,3974
30125,2019,"Custer County,Oklahoma",28913,0.9984102847663809,14445,14468,31.6,1980,3633,12961,5867,4096
30137,2017,"Delaware County,Oklahoma",42692,0.9714615562225813,21037,21655,46.7,2209,4497,13321,11754,10406
30138,2018,"Delaware County,Oklahoma",42897,0.9732738396430378,21158,21739,47.0,2219,4411,13340,11732,10668
30139,2019,"Delaware County,Oklahoma",43011,0.9726197028068244,21207,21804,47.2,2193,4314,13448,11700,10810
30151,2017,"Dewey County,Oklahoma",4891,0.9777598059037607,2418,2473,38.5,357,703,1641,1184,927
30152,2018,"Dewey County,Oklahoma",4930,0.9680638722554891,2425,2505,38.2,357,712,1703,1178,911
30153,2019,"Dewey County,Oklahoma",4896,0.9686369119420989,2409,2487,38.2,330,715,1699,1178,898
30165,2017,"Ellis County,Oklahoma",3961,0.9599208312716477,1940,2021,43.4,231,461,1285,1052,874
30166,2018,"Ellis County,Oklahoma",3942,0.9621702339472374,1933,2009,43.6,219,456,1300,997,908
30167,2019,"Ellis County,Oklahoma",3865,0.973953013278856,1907,1958,44.3,205,432,1272,973,917
30179,2017,"Garfield County,Oklahoma",61720,0.9922530664945126,30740,30980,36.0,4567,8131,23819,14491,9844
30180,2018,"Garfield County,Oklahoma",61270,0.9956354634877207,30568,30702,36.2,4544,7977,23742,14193,9948
30181,2019,"Garfield County,Oklahoma",61332,1.004379228079349,30733,30599,36.3,4428,7991,23894,14033,10094
30193,2017,"Garvin County,Oklahoma",27875,0.9758293166997448,13767,14108,38.8,1900,3507,10216,6995,4903
30194,2018,"Garvin County,Oklahoma",27747,0.9751566059225513,13699,14048,38.8,1879,3521,10103,6947,4911
30195,2019,"Garvin County,Oklahoma",27687,0.9762312633832977,13677,14010,39.1,1838,3515,10071,6893,5005
30207,2017,"Grady County,Oklahoma",54819,0.9985781472164498,27390,27429,39.2,3149,6883,20366,14905,8690
30208,2018,"Grady County,Oklahoma",55411,0.9993865916143465,27697,27714,39.4,3124,6923,20588,14928,9010
30209,2019,"Grady County,Oklahoma",55764,0.9988529643702058,27866,27898,39.8,3087,6894,20701,14982,9313
30221,2017,"Grant County,Oklahoma",4376,0.9872842870118075,2174,2202,42.9,256,546,1397,1161,949
30222,2018,"Grant County,Oklahoma",4315,0.9921514312096029,2149,2166,42.6,258,546,1377,1117,954
30223,2019,"Grant County,Oklahoma",4328,0.9944700460829493,2158,2170,42.2,268,556,1408,1076,972
30235,2017,"Greer County,Oklahoma",5794,1.336290322580645,3314,2480,39.1,307,587,2375,1420,1032
30236,2018,"Greer County,Oklahoma",5797,1.3517241379310345,3332,2465,38.8,293,595,2428,1404,1018
30237,2019,"Greer County,Oklahoma",5698,1.3506600660066006,3274,2424,39.2,290,577,2368,1377,1024
30249,2017,"Harmon County,Oklahoma",2715,0.9268985095812633,1306,1409,40.6,176,365,914,698,527
30250,2018,"Harmon County,Oklahoma",2688,0.9158945117605132,1285,1403,39.9,189,377,883,683,525
30251,2019,"Harmon County,Oklahoma",2645,0.9448529411764706,1285,1360,40.4,165,353,876,668,541
30263,2017,"Harper County,Oklahoma",3799,1.0153846153846153,1914,1885,39.6,253,535,1293,972,700
30264,2018,"Harper County,Oklahoma",3746,1.0215866162978953,1893,1853,40.4,234,516,1271,948,728
30265,2019,"Harper County,Oklahoma",3707,1.0267905959540733,1878,1829,40.3,211,527,1281,901,735
30277,2017,"Haskell County,Oklahoma",12735,1.0007855459544384,6370,6365,40.5,777,1581,4452,3216,2511
30278,2018,"Haskell County,Oklahoma",12675,0.9926112246502122,6314,6361,40.9,759,1558,4446,3172,2579
30279,2019,"Haskell County,Oklahoma",12670,0.993705743509048,6315,6355,41.3,728,1546,4444,3158,2623
30291,2017,"Hughes County,Oklahoma",13266,1.176538146021329,7171,6095,39.7,772,1449,5092,3331,2472
30292,2018,"Hughes County,Oklahoma",13277,1.1747747747747748,7172,6105,39.1,824,1438,5139,3254,2472
30293,2019,"Hughes County,Oklahoma",13240,1.1794238683127571,7165,6075,39.1,805,1442,5123,3211,2494
30305,2017,"Jackson County,Oklahoma",25121,0.9968998410174881,12541,12580,34.2,1946,3184,10366,5649,3630
30306,2018,"Jackson County,Oklahoma",24695,0.9892862896729498,12281,12414,34.4,1831,3094,10227,5580,3633
30307,2019,"Jackson County,Oklahoma",24431,0.9885235227087742,12145,12286,34.6,1809,3073,10056,5509,3695
30319,2017,"Jefferson County,Oklahoma",6158,1.0019505851755526,3082,3076,41.8,422,749,2037,1595,1275
30320,2018,"Jefferson County,Oklahoma",6088,0.9908436886854153,3030,3058,41.8,396,775,2000,1544,1293
30321,2019,"Jefferson County,Oklahoma",5988,0.9873879853966147,2975,3013,41.9,351,785,1969,1526,1275
30333,2017,"Johnston County,Oklahoma",11133,0.979551920341394,5509,5624,39.8,679,1390,3999,2799,2126
30334,2018,"Johnston County,Oklahoma",11003,0.9807380738073808,5448,5555,40.2,684,1321,3957,2740,2141
30335,2019,"Johnston County,Oklahoma",11055,0.9836712722052754,5482,5573,40.0,668,1382,3983,2704,2165
30347,2017,"Kay County,Oklahoma",44445,0.980703239894826,22006,22439,38.6,3070,5702,15993,10719,8375
30348,2018,"Kay County,Oklahoma",44047,0.9836523305561811,21842,22205,38.6,2977,5661,15907,10394,8478
30349,2019,"Kay County,Oklahoma",43668,0.9847286610308154,21666,22002,38.8,2780,5649,15858,10195,8561
30361,2017,"Kingfisher County,Oklahoma",15773,0.9973407623148031,7876,7897,37.2,1082,2205,5791,3999,2462
30362,2018,"Kingfisher County,Oklahoma",15916,0.9929877285249186,7930,7986,37.2,1084,2245,5884,3971,2508
30363,2019,"Kingfisher County,Oklahoma",15899,0.9958573939241777,7933,7966,37.5,1030,2257,5886,3914,2581
30375,2017,"Kiowa County,Oklahoma",8850,0.9865319865319865,4395,4455,42.0,554,1039,2984,2440,1713
30376,2018,"Kiowa County,Oklahoma",8728,0.9913301391740816,4345,4383,41.9,558,1040,2934,2366,1708
30377,2019,"Kiowa County,Oklahoma",8725,0.9874715261958997,4335,4390,41.7,618,1005,2906,2327,1743
30389,2017,"Latimer County,Oklahoma",10312,1.0331230283911672,5240,5072,41.8,592,1120,3637,2607,2226
30390,2018,"Latimer County,Oklahoma",10155,1.0217001791757914,5132,5023,41.8,589,1069,3581,2557,2228
30391,2019,"Latimer County,Oklahoma",10044,1.0205190102595052,5073,4971,41.8,619,1074,3535,2484,2223
30403,2017,"Le Flore County,Oklahoma",50022,1.0056936647955093,25082,24940,39.1,3193,6244,18253,12853,8770
30404,2018,"Le Flore County,Oklahoma",50080,1.0030397568194545,25078,25002,39.1,3168,6248,18372,12675,8940
30405,2019,"Le Flore County,Oklahoma",49804,1.0016075878144843,24922,24882,39.3,3077,6186,18277,12501,9052
30417,2017,"Lincoln County,Oklahoma",34967,0.9928758691439644,17421,17546,40.7,2172,4329,12092,9621,6261
30418,2018,"Lincoln County,Oklahoma",34824,0.9886928216549598,17313,17511,41.2,2043,4262,12082,9571,6367
30419,2019,"Lincoln County,Oklahoma",34939,0.9892393532225006,17375,17564,41.3,1989,4248,12175,9449,6566
30431,2017,"Logan County,Oklahoma",46806,0.9785264403770554,23149,23657,38.4,2756,5592,18209,12485,7139
30432,2018,"Logan County,Oklahoma",47304,0.9789984520771451,23401,23903,38.9,2742,5512,18305,12581,7529
30433,2019,"Logan County,Oklahoma",48084,0.9797430830039525,23796,24288,39.4,2743,5458,18552,12747,7929
30445,2017,"Love County,Oklahoma",10088,1.000396589331747,5045,5043,38.7,684,1258,3642,2472,1901
30446,2018,"Love County,Oklahoma",10109,1.0109409190371992,5082,5027,38.7,646,1289,3664,2471,1903
30447,2019,"Love County,Oklahoma",10177,1.0108674175064216,5116,5061,38.7,670,1279,3721,2446,1918
30459,2017,"McClain County,Oklahoma",39310,0.9751783740327605,19408,19902,38.3,2429,5345,14709,10221,5982
30460,2018,"McClain County,Oklahoma",39855,0.9789959779532251,19716,20139,38.5,2348,5414,15027,10307,6142
30461,2019,"McClain County,Oklahoma",40466,0.9803269061368308,20032,20434,38.6,2341,5454,15321,10322,6379
30473,2017,"McCurtain County,Oklahoma",33024,0.9668850506253722,16234,16790,38.6,2376,4220,11834,8345,5794
30474,2018,"McCurtain County,Oklahoma",32921,0.9656675423931216,16173,16748,38.5,2330,4299,11754,8207,5895
30475,2019,"McCurtain County,Oklahoma",32748,0.9690938608622452,16117,16631,38.6,2241,4297,11700,8062,6005
30487,2017,"McIntosh County,Oklahoma",19693,0.9871846619576186,9783,9910,47.6,1097,1932,5973,5495,4955
30488,2018,"McIntosh County,Oklahoma",19702,0.9761283851554664,9732,9970,47.7,1080,1940,6019,5447,4987
30489,2019,"McIntosh County,Oklahoma",19595,0.9786933252549732,9692,9903,48.3,966,1942,5988,5413,5076
30501,2017,"Major County,Oklahoma",7694,0.9557702084392475,3760,3934,40.4,525,1032,2522,1971,1530
30502,2018,"Major County,Oklahoma",7609,0.9686934023285899,3744,3865,40.4,512,1020,2517,1906,1544
30503,2019,"Major County,Oklahoma",7630,0.9574140584915342,3732,3898,40.3,518,1026,2551,1867,1552
30515,2017,"Marshall County,Oklahoma",16371,0.965542081882579,8042,8329,43.2,957,1945,5383,4259,3595
30516,2018,"Marshall County,Oklahoma",16746,0.9666470933646506,8231,8515,43.0,1009,2003,5525,4328,3661
30517,2019,"Marshall County,Oklahoma",16946,0.962478286045165,8311,8635,43.1,1004,1990,5570,4407,3736
30529,2017,"Mayes County,Oklahoma",40994,0.9928054056681737,20423,20571,40.4,2467,4870,14790,10857,7473
30530,2018,"Mayes County,Oklahoma",41173,1.0006316812439262,20593,20580,40.4,2454,4907,14883,10780,7612
30531,2019,"Mayes County,Oklahoma",41136,0.9983483118775808,20551,20585,40.7,2407,5016,14712,10717,7784
30543,2017,"Murray County,Oklahoma",13927,1.0111191335740073,7002,6925,42.0,810,1652,4811,3778,2703
30544,2018,"Murray County,Oklahoma",13977,1.0163012117714945,7045,6932,41.6,807,1699,4794,3737,2761
30545,2019,"Murray County,Oklahoma",14081,1.0144492131616596,7091,6990,41.4,819,1697,4863,3687,2825
30557,2017,"Muskogee County,Oklahoma",69089,0.9519975137028875,33695,35394,37.7,4553,8621,26342,17299,11348
30558,2018,"Muskogee County,Oklahoma",68431,0.9502123172504203,33342,35089,37.9,4510,8488,26121,16955,11442
30559,2019,"Muskogee County,Oklahoma",68097,0.9524341992086702,33219,34878,38.0,4421,8505,25938,16664,11627
30571,2017,"Noble County,Oklahoma",11311,0.97917760279965,5596,5715,41.6,667,1384,3844,3085,2168
30572,2018,"Noble County,Oklahoma",11304,0.9862941486557723,5613,5691,41.4,685,1368,3908,3017,2188
30573,2019,"Noble County,Oklahoma",11168,0.9661971830985916,5488,5680,41.8,662,1358,3808,2926,2264
30585,2017,"Nowata County,Oklahoma",10322,0.9965183752417794,5152,5170,41.8,613,1189,3589,2803,1991
30586,2018,"Nowata County,Oklahoma",10289,0.9959262851600388,5134,5155,41.9,634,1158,3547,2779,2021
30587,2019,"Nowata County,Oklahoma",10123,1.0001975894092077,5062,5061,42.6,658,1111,3466,2744,2033
30599,2017,"Okfuskee County,Oklahoma",12077,1.1623992837958819,6492,5585,40.1,690,1476,4481,3219,2080
30600,2018,"Okfuskee County,Oklahoma",12046,1.1712328767123288,6498,5548,39.7,724,1471,4468,3157,2094
30601,2019,"Okfuskee County,Oklahoma",11956,1.1837442922374428,6481,5475,39.9,709,1429,4409,3110,2117
30613,2017,"Oklahoma County,Oklahoma",786126,0.9592364688553762,384885,401241,34.7,59527,100990,325969,184229,104960
30614,2018,"Oklahoma County,Oklahoma",790926,0.959512825976008,387292,403634,34.9,58699,101672,328209,183377,108252
30615,2019,"Oklahoma County,Oklahoma",797563,0.9580843468739413,390245,407318,35.1,57844,102256,331914,182763,111999
30627,2017,"Okmulgee County,Oklahoma",38831,0.9707166057653268,19127,19704,38.8,2404,4759,14231,9764,7103
30628,2018,"Okmulgee County,Oklahoma",38223,0.9786209752562377,18905,19318,39.2,2331,4584,14058,9607,7134
30629,2019,"Okmulgee County,Oklahoma",38417,0.9764881411740495,18980,19437,39.3,2271,4612,14188,9585,7235
30641,2017,"Osage County,Oklahoma",47348,1.0036392873767508,23717,23631,42.6,2417,5416,16433,13237,9193
30642,2018,"Osage County,Oklahoma",47074,1.0072488487122633,23622,23452,42.9,2378,5315,16265,13098,9391
30643,2019,"Osage County,Oklahoma",46942,1.0069260367678494,23552,23390,43.0,2333,5269,16330,12799,9619
30655,2017,"Ottawa County,Oklahoma",31407,0.9652712596207997,15426,15981,38.0,2218,3932,11554,7621,5666
30656,2018,"Ottawa County,Oklahoma",31332,0.9654977730380779,15391,15941,38.1,2072,4021,11541,7601,5695
30657,2019,"Ottawa County,Oklahoma",31180,0.9640944881889764,15305,15875,38.1,2091,4014,11431,7489,5765
30669,2017,"Pawnee County,Oklahoma",16417,0.9901806279549036,8168,8249,41.7,963,1995,5601,4504,3109
30670,2018,"Pawnee County,Oklahoma",16372,0.988824101068999,8140,8232,41.7,987,1977,5590,4426,3149
30671,2019,"Pawnee County,Oklahoma",16379,0.9952491168229991,8170,8209,41.8,964,1957,5671,4370,3199
30683,2017,"Payne County,Oklahoma",81998,1.0444300388949836,41890,40108,27.1,4394,7939,44101,14773,9943
30684,2018,"Payne County,Oklahoma",82198,1.0417805156739033,41940,40258,27.3,4305,7930,44176,14597,10259
30685,2019,"Payne County,Oklahoma",81683,1.0428921568627452,41699,39984,27.6,4096,7873,43839,14438,10548
30697,2017,"Pittsburg County,Oklahoma",44182,1.040550526510253,22530,21652,40.7,2660,5040,16016,11273,8659
30698,2018,"Pittsburg County,Oklahoma",43842,1.0419170043314239,22371,21471,40.5,2614,5005,15983,10969,8707
30699,2019,"Pittsburg County,Oklahoma",43673,1.036037296037296,22223,21450,40.5,2584,5045,15906,10766,8830
30711,2017,"Pontotoc County,Oklahoma",38348,0.9493696624644165,18676,19672,35.6,2590,4632,15516,8865,6242
30712,2018,"Pontotoc County,Oklahoma",38328,0.951428135023675,18687,19641,35.8,2567,4666,15509,8767,6359
30713,2019,"Pontotoc County,Oklahoma",38352,0.9530478178947904,18715,19637,35.8,2552,4685,15581,8666,6405
30725,2017,"Pottawatomie County,Oklahoma",72232,0.9158665322794547,34530,37702,37.7,4481,8793,28324,18208,11512
30726,2018,"Pottawatomie County,Oklahoma",72568,0.9204996559572328,34782,37786,37.9,4430,8809,28452,18238,11675
30727,2019,"Pottawatomie County,Oklahoma",72703,0.9237669348010161,34911,37792,38.3,4402,8769,28304,18202,12058
30739,2017,"Pushmataha County,Oklahoma",11089,0.9640453418349274,5443,5646,44.3,665,1242,3570,2956,2518
30740,2018,"Pushmataha County,Oklahoma",11139,0.9569571328179901,5447,5692,44.1,671,1248,3611,2913,2558
30741,2019,"Pushmataha County,Oklahoma",11030,0.956020571023231,5391,5639,44.4,615,1268,3561,2859,2600
30753,2017,"Roger Mills County,Oklahoma",3673,0.9854054054054054,1823,1850,40.9,245,500,1171,953,742
30754,2018,"Roger Mills County,Oklahoma",3657,0.9875,1817,1840,41.3,244,467,1200,917,767
30755,2019,"Roger Mills County,Oklahoma",3593,0.9894795127353266,1787,1806,42.1,222,446,1184,893,793
30767,2017,"Rogers County,Oklahoma",91472,0.9917691888949374,45547,45925,39.1,5331,10912,34501,24878,14547
30768,2018,"Rogers County,Oklahoma",91957,0.9920065853605702,45794,46163,39.2,5453,10816,34616,24816,14965
30769,2019,"Rogers County,Oklahoma",92616,0.9908000515884957,46094,46522,39.4,5428,10913,34783,24862,15421
30781,2017,"Seminole County,Oklahoma",24864,0.9602649006622517,12180,12684,38.9,1681,3064,9008,6361,4379
30782,2018,"Seminole County,Oklahoma",24529,0.96232,12029,12500,39.1,1595,3020,8926,6219,4389
30783,2019,"Seminole County,Oklahoma",24321,0.9601063829787234,11913,12408,39.5,1540,2971,8864,6129,4475
30795,2017,"Sequoyah County,Oklahoma",41762,0.9745626477541371,20612,21150,40.5,2585,4996,15023,11052,7526
30796,2018,"Sequoyah County,Oklahoma",41651,0.9699664191458166,20508,21143,40.6,2636,4974,14838,10948,7701
30797,2019,"Sequoyah County,Oklahoma",41599,0.9686242960579243,20468,21131,40.6,2701,4857,14787,10892,7781
30809,2017,"Stephens County,Oklahoma",43374,0.9395429951258776,21011,22363,41.2,2566,5096,15207,11403,8456
30810,2018,"Stephens County,Oklahoma",43231,0.9385229361912022,20930,22301,41.4,2540,5019,15202,11213,8654
30811,2019,"Stephens County,Oklahoma",43258,0.9419105764050997,20982,22276,41.4,2536,4979,15256,11010,8856
30823,2017,"Texas County,Oklahoma",21052,1.1532167331492278,11275,9777,32.3,1737,2938,9067,4729,2274
30824,2018,"Texas County,Oklahoma",20659,1.148621944877795,11044,9615,32.3,1741,2872,8819,4642,2280
30825,2019,"Texas County,Oklahoma",20216,1.1333896158716759,10740,9476,32.4,1734,2828,8489,4509,2352
30837,2017,"Tillman County,Oklahoma",7399,1.0199290199290199,3736,3663,41.0,446,930,2528,1968,1428
30838,2018,"Tillman County,Oklahoma",7325,1.0123626373626373,3685,3640,41.5,424,903,2500,1948,1455
30839,2019,"Tillman County,Oklahoma",7260,1.022847589857899,3671,3589,41.8,410,878,2486,1915,1460
30851,2017,"Tulsa County,Oklahoma",646874,0.9531278778015634,315675,331199,35.7,46587,82224,262574,156308,90535
30852,2018,"Tulsa County,Oklahoma",648496,0.9534071124338066,316514,331982,35.9,46067,82221,262516,155364,93353
30853,2019,"Tulsa County,Oklahoma",652166,0.953633972596174,318344,333822,36.1,45802,82322,264593,153906,96593
30865,2017,"Wagoner County,Oklahoma",79021,0.9844550477147163,39201,39820,38.7,4855,9995,29750,20708,12591
30866,2018,"Wagoner County,Oklahoma",80218,0.982943590250655,39764,40454,38.9,4729,10139,30269,20746,13191
30867,2019,"Wagoner County,Oklahoma",81466,0.9777141192464556,40274,41192,39.1,4743,10226,30746,20824,13768
30879,2017,"Washington County,Oklahoma",52107,0.953914804259787,25439,26668,39.6,3280,6418,18655,13088,9955
30880,2018,"Washington County,Oklahoma",51881,0.9547492558682793,25340,26541,39.6,3218,6369,18628,12918,10030
30881,2019,"Washington County,Oklahoma",51665,0.9519060032490838,25196,26469,39.6,3232,6265,18662,12663,10186
30893,2017,"Washita County,Oklahoma",11061,0.9847478916203122,5488,5573,39.2,736,1398,3878,2898,1979
30894,2018,"Washita County,Oklahoma",11064,0.9817302525523912,5481,5583,39.5,751,1399,3861,2867,2014
30895,2019,"Washita County,Oklahoma",10943,0.9688736955739474,5385,5558,39.9,687,1352,3881,2790,2056
30907,2017,"Woods County,Oklahoma",9069,1.1500711237553343,4851,4218,33.3,603,901,4071,1903,1513
30908,2018,"Woods County,Oklahoma",8872,1.1518311908804268,4749,4123,33.7,550,901,3975,1820,1537
30909,2019,"Woods County,Oklahoma",8790,1.1628937007874016,4726,4064,34.0,518,941,3921,1771,1550
30921,2017,"Woodward County,Oklahoma",20540,1.0984879444217408,10752,9788,37.0,1425,2528,8210,4941,3174
30922,2018,"Woodward County,Oklahoma",20277,1.1084537797649994,10660,9617,37.3,1330,2527,8098,4834,3212
30923,2019,"Woodward County,Oklahoma",20138,1.1120083901415836,10603,9535,37.4,1326,2512,8057,4764,3231
30935,2017,"Baker County,Oregon",16049,1.0328055731475618,8154,7895,47.8,845,1635,4901,4383,4128
30936,2018,"Baker County,Oregon",16024,1.0314401622718052,8136,7888,48.2,829,1629,4860,4295,4259
30937,2019,"Baker County,Oregon",16123,1.0323963191730745,8190,7933,48.3,805,1693,4865,4235,4339
30949,2017,"Benton County,Oregon",91923,1.0088068181818182,46163,45760,32.6,3781,7524,45451,19997,14269
30950,2018,"Benton County,Oregon",92511,1.0080093768314125,46440,46071,32.8,3745,7481,45733,19685,14944
30951,2019,"Benton County,Oregon",93114,1.0033994578079952,46636,46478,33.1,3694,7490,46022,19495,15524
30963,2017,"Clackamas County,Oregon",412982,0.9715567861746313,203512,209470,41.3,22349,45784,152595,114902,71979
30964,2018,"Clackamas County,Oregon",415586,0.9730055641011033,204950,210636,41.4,22004,45833,153909,113563,74876
30965,2019,"Clackamas County,Oregon",418199,0.9747326171644434,206424,211775,41.6,21833,45671,155146,112333,77940
30977,2017,"Clatsop County,Oregon",39185,0.9794402909678723,19389,19796,44.5,2075,3715,13593,10921,8464
30978,2018,"Clatsop County,Oregon",39730,0.9812496883259363,19677,20053,44.2,2032,3860,13884,10694,8871
30979,2019,"Clatsop County,Oregon",40208,0.9778641349795858,19879,20329,44.5,1993,3886,14050,10553,9322
30991,2017,"Columbia County,Oregon",51749,0.9973368327608167,25840,25909,43.0,2770,5544,18078,15222,9475
30992,2018,"Columbia County,Oregon",52408,0.999771053535315,26201,26207,43.1,2777,5525,18379,15160,9909
30993,2019,"Columbia County,Oregon",52614,1.0023595676663115,26338,26276,43.4,2724,5509,18464,14987,10295
31005,2017,"Coos County,Oregon",63764,0.9730791843302287,31447,32317,48.1,3232,5874,19953,17784,16222
31006,2018,"Coos County,Oregon",64338,0.9749516530067225,31761,32577,48.2,3167,5938,20258,17604,16702
31007,2019,"Coos County,Oregon",64677,0.9754130906203231,31936,32741,48.5,3063,6001,20298,17351,17323
31019,2017,"Crook County,Oregon",23072,0.9874235506934275,11463,11609,47.3,1245,2252,7212,6462,5676
31020,2018,"Crook County,Oregon",23789,0.9842355492534823,11800,11989,47.0,1304,2323,7482,6510,5888
31021,2019,"Crook County,Oregon",24388,0.9789029535864979,12064,12324,47.2,1336,2408,7600,6595,6192
31033,2017,"Curry County,Oregon",22681,0.9714037375054324,11176,11505,56.2,913,1642,5596,6863,7481
31034,2018,"Curry County,Oregon",22850,0.9778412533541072,11297,11553,56.6,890,1648,5632,6700,7788
31035,2019,"Curry County,Oregon",22981,0.9704192746291692,11318,11663,57.1,867,1704,5641,6595,8015
31047,2017,"Deschutes County,Oregon",186971,0.9783616201803021,92463,94508,42.3,9671,19605,68263,50918,36229
31048,2018,"Deschutes County,Oregon",191770,0.9799496159246717,94914,96856,42.3,9757,19755,70422,51510,37997
31049,2019,"Deschutes County,Oregon",197417,0.9804082861012189,97732,99685,42.4,9907,20005,72935,52182,40074
31061,2017,"Douglas County,Oregon",109378,0.973690858565809,53960,55418,47.3,5709,10590,34504,29901,27492
31062,2018,"Douglas County,Oregon",110164,0.972250568415776,54307,55857,47.3,5673,10759,34831,29389,28305
31063,2019,"Douglas County,Oregon",110926,0.9715621278637826,54663,56263,47.3,5628,10828,35197,28954,29084
31075,2017,"Gilliam County,Oregon",1860,1.0484581497797356,952,908,51.9,88,196,500,543,515
31076,2018,"Gilliam County,Oregon",1883,1.05119825708061,965,918,51.2,84,202,524,533,521
31077,2019,"Gilliam County,Oregon",1911,1.0394877267876201,974,937,50.9,83,207,535,536,531
31089,2017,"Grant County,Oregon",7190,1.0207982012366499,3632,3558,51.9,339,646,2037,1969,2122
31090,2018,"Grant County,Oregon",7169,1.0002790178571428,3585,3584,52.3,311,663,2022,1922,2178
31091,2019,"Grant County,Oregon",7166,1.0095344924284912,3600,3566,52.3,328,662,2027,1850,2239
31103,2017,"Harney County,Oregon",7270,1.0324294101202125,3693,3577,45.4,423,759,2351,1967,1696
31104,2018,"Harney County,Oregon",7278,1.032393186260821,3697,3581,45.2,423,736,2376,1896,1758
31105,2019,"Harney County,Oregon",7375,1.030002752546105,3742,3633,44.9,408,751,2451,1866,1811
31117,2017,"Hood River County,Oregon",23405,0.9980365374765238,11691,11714,38.5,1511,2795,9027,6214,3531
31118,2018,"Hood River County,Oregon",23228,1.0003444712366518,11616,11612,39.0,1447,2760,8947,6126,3639
