,PCIncome,fip-year
7438,25217.0,21007-2019
7439,21869.0,21009-2019
7440,22238.0,21011-2019
7441,15501.0,21013-2019
7442,35991.0,21015-2019
7443,27802.0,21017-2019
7444,26193.0,21019-2019
7445,26413.0,21021-2019
7446,24124.0,21023-2019
7447,19053.0,21025-2019
7448,23286.0,21027-2019
7449,29333.0,21029-2019
7450,22951.0,21031-2019
7451,28799.0,21033-2019
7452,23219.0,21035-2019
7453,34025.0,21037-2019
7454,30065.0,21039-2019
7455,25217.0,21041-2019
7456,18778.0,21043-2019
7457,18457.0,21045-2019
7458,23021.0,21047-2019
7459,28802.0,21049-2019
7460,15391.0,21051-2019
7461,21019.0,21053-2019
7462,23959.0,21055-2019
7463,18728.0,21057-2019
7464,28806.0,21059-2019
7465,21802.0,21061-2019
7466,13856.0,21063-2019
7467,17746.0,21065-2019
7468,34442.0,21067-2019
7469,23593.0,21069-2019
7470,19471.0,21071-2019
7471,30711.0,21073-2019
7472,18247.0,21075-2019
7473,23638.0,21077-2019
7474,26272.0,21079-2019
7475,23721.0,21081-2019
7476,24750.0,21083-2019
7477,21231.0,21085-2019
7478,22506.0,21087-2019
7479,27722.0,21089-2019
7480,24830.0,21091-2019
7481,28606.0,21093-2019
7482,16468.0,21095-2019
7483,24154.0,21097-2019
7484,20742.0,21099-2019
7485,26212.0,21101-2019
7486,25202.0,21103-2019
7487,28114.0,21105-2019
7488,25042.0,21107-2019
7489,18560.0,21109-2019
7490,33251.0,21111-2019
7491,31146.0,21113-2019
7492,21974.0,21115-2019
7493,33330.0,21117-2019
7494,18475.0,21119-2019
7495,17832.0,21121-2019
7496,24803.0,21123-2019
7497,22398.0,21125-2019
7498,18124.0,21127-2019
7499,17386.0,21129-2019
7500,15838.0,21131-2019
7501,20641.0,21133-2019
7502,19860.0,21135-2019
7503,21480.0,21137-2019
7504,27728.0,21139-2019
7505,24221.0,21141-2019
7506,26994.0,21143-2019
7507,32357.0,21145-2019
7508,14505.0,21147-2019
7509,25610.0,21149-2019
7510,25837.0,21151-2019
7511,18243.0,21153-2019
7512,22241.0,21155-2019
7513,29792.0,21157-2019
7514,18017.0,21159-2019
7515,28411.0,21161-2019
7516,27861.0,21163-2019
7517,20588.0,21165-2019
7518,27061.0,21167-2019
7519,19121.0,21169-2019
7520,23481.0,21171-2019
7521,22381.0,21173-2019
7522,18310.0,21175-2019
7523,22612.0,21177-2019
7524,32735.0,21179-2019
7525,22212.0,21181-2019
7526,24297.0,21183-2019
7527,42272.0,21185-2019
7528,25640.0,21187-2019
7529,18940.0,21189-2019
7530,24120.0,21191-2019
7531,23135.0,21193-2019
7532,22437.0,21195-2019
7533,20841.0,21197-2019
7534,24646.0,21199-2019
7535,22552.0,21201-2019
7536,20892.0,21203-2019
7537,20488.0,21205-2019
7538,20674.0,21207-2019
7539,32796.0,21209-2019
7540,32468.0,21211-2019
7541,24458.0,21213-2019
7542,33661.0,21215-2019
7543,23602.0,21217-2019
7544,23143.0,21219-2019
7545,28264.0,21221-2019
7546,27237.0,21223-2019
7547,23097.0,21225-2019
7548,28558.0,21227-2019
7549,26035.0,21229-2019
7550,25707.0,21231-2019
7551,22911.0,21233-2019
7552,20547.0,21235-2019
7553,14923.0,21237-2019
7554,32264.0,21239-2019
7555,23122.0,22001-2019
7556,20964.0,22003-2019
7557,34168.0,22005-2019
7558,25752.0,22007-2019
7559,22017.0,22009-2019
7560,26331.0,22011-2019
7561,21491.0,22013-2019
7562,28766.0,22015-2019
7563,26545.0,22017-2019
7564,28778.0,22019-2019
7565,23216.0,22021-2019
7566,28358.0,22023-2019
7567,22412.0,22025-2019
7568,16770.0,22027-2019
7569,19092.0,22029-2019
7570,26767.0,22031-2019
7571,32431.0,22033-2019
7572,19483.0,22035-2019
7573,23612.0,22037-2019
7574,18770.0,22039-2019
7575,19206.0,22041-2019
7576,18801.0,22043-2019
7577,23290.0,22045-2019
7578,23751.0,22047-2019
7579,21594.0,22049-2019
7580,30374.0,22051-2019
7581,25474.0,22053-2019
7582,31892.0,22055-2019
7583,28683.0,22057-2019
7584,21654.0,22059-2019
7585,22863.0,22061-2019
7586,29354.0,22063-2019
7587,16671.0,22065-2019
7588,18494.0,22067-2019
7589,19198.0,22069-2019
7590,31385.0,22071-2019
7591,24361.0,22073-2019
7592,29258.0,22075-2019
7593,28180.0,22077-2019
7594,25984.0,22079-2019
7595,22924.0,22081-2019
7596,20107.0,22083-2019
7597,22687.0,22085-2019
7598,20763.0,22087-2019
7599,32935.0,22089-2019
7600,24380.0,22091-2019
7601,26739.0,22093-2019
7602,25968.0,22095-2019
7603,21162.0,22097-2019
7604,24997.0,22099-2019
7605,22839.0,22101-2019
7606,34658.0,22103-2019
7607,25163.0,22105-2019
7608,15912.0,22107-2019
7609,25924.0,22109-2019
7610,24030.0,22111-2019
7611,25342.0,22113-2019
7612,24554.0,22115-2019
7613,20177.0,22117-2019
7614,18962.0,22119-2019
7615,29697.0,22121-2019
7616,22439.0,22123-2019
7617,26945.0,22125-2019
7618,22107.0,22127-2019
7619,28956.0,23001-2019
7620,25477.0,23003-2019
7621,40527.0,23005-2019
7622,27252.0,23007-2019
7623,34361.0,23009-2019
7624,30685.0,23011-2019
7625,33126.0,23013-2019
7626,33595.0,23015-2019
7627,25464.0,23017-2019
7628,28523.0,23019-2019
7629,24074.0,23021-2019
7630,34675.0,23023-2019
7631,24386.0,23025-2019
7632,29674.0,23027-2019
7633,25157.0,23029-2019
7634,36093.0,23031-2019
7635,23607.0,24001-2019
7636,46629.0,24003-2019
7637,40105.0,24005-2019
7638,45783.0,24009-2019
7639,29624.0,24011-2019
7640,42083.0,24013-2019
7641,34810.0,24015-2019
7642,41717.0,24017-2019
7643,30293.0,24019-2019
7644,43582.0,24021-2019
7645,30617.0,24023-2019
7646,41147.0,24025-2019
7647,54628.0,24027-2019
7648,36813.0,24029-2019
7649,54510.0,24031-2019
7650,37191.0,24033-2019
7651,44754.0,24035-2019
7652,40354.0,24037-2019
7653,18772.0,24039-2019
7654,49136.0,24041-2019
7655,30464.0,24043-2019
7656,28080.0,24045-2019
7657,38080.0,24047-2019
7658,31271.0,24510-2019
7659,44505.0,25001-2019
7660,35616.0,25003-2019
7661,35747.0,25005-2019
7662,45990.0,25007-2019
7663,42347.0,25009-2019
7664,35908.0,25011-2019
7665,30346.0,25013-2019
7666,34838.0,25015-2019
7667,52228.0,25017-2019
7668,55398.0,25019-2019
7669,53889.0,25021-2019
7670,43412.0,25023-2019
7671,42765.0,25025-2019
7672,37574.0,25027-2019
7673,25636.0,26001-2019
7674,20851.0,26003-2019
7675,29215.0,26005-2019
7676,25957.0,26007-2019
7677,31851.0,26009-2019
7678,24328.0,26011-2019
7679,22920.0,26013-2019
7680,31760.0,26015-2019
7681,27469.0,26017-2019
7682,29425.0,26019-2019
7683,30864.0,26021-2019
7684,25279.0,26023-2019
7685,26855.0,26025-2019
7686,31295.0,26027-2019
7687,33620.0,26029-2019
7688,26393.0,26031-2019
7689,25086.0,26033-2019
7690,22573.0,26035-2019
7691,34761.0,26037-2019
7692,26294.0,26039-2019
7693,27632.0,26041-2019
7694,29656.0,26043-2019
7695,33427.0,26045-2019
7696,34074.0,26047-2019
7697,27295.0,26049-2019
7698,25657.0,26051-2019
7699,25555.0,26053-2019
7700,35405.0,26055-2019
7701,23616.0,26057-2019
7702,25621.0,26059-2019
7703,23421.0,26061-2019
7704,27852.0,26063-2019
7705,29380.0,26065-2019
7706,24864.0,26067-2019
7707,25264.0,26069-2019
7708,25944.0,26071-2019
7709,23888.0,26073-2019
7710,28364.0,26075-2019
7711,31975.0,26077-2019
7712,24358.0,26079-2019
7713,32524.0,26081-2019
7714,34608.0,26083-2019
7715,20461.0,26085-2019
7716,30344.0,26087-2019
7717,39073.0,26089-2019
7718,27850.0,26091-2019
7719,40351.0,26093-2019
7720,22350.0,26095-2019
7721,28966.0,26097-2019
7722,32238.0,26099-2019
7723,26668.0,26101-2019
7724,27979.0,26103-2019
7725,29549.0,26105-2019
7726,23431.0,26107-2019
7727,27942.0,26109-2019
7728,36142.0,26111-2019
7729,23838.0,26113-2019
7730,31481.0,26115-2019
7731,24200.0,26117-2019
7732,23958.0,26119-2019
7733,25435.0,26121-2019
7734,25451.0,26123-2019
7735,44629.0,26125-2019
7736,24345.0,26127-2019
7737,23787.0,26129-2019
7738,25022.0,26131-2019
7739,22692.0,26133-2019
7740,24889.0,26135-2019
7741,27234.0,26137-2019
7742,31872.0,26139-2019
7743,28103.0,26141-2019
7744,25807.0,26143-2019
7745,28030.0,26145-2019
7746,30703.0,26147-2019
7747,26248.0,26149-2019
7748,25871.0,26151-2019
7749,24647.0,26153-2019
7750,28437.0,26155-2019
7751,25996.0,26157-2019
7752,28049.0,26159-2019
7753,41399.0,26161-2019
7754,27282.0,26163-2019
7755,25149.0,26165-2019
7756,29275.0,27001-2019
7757,36978.0,27003-2019
7758,31729.0,27005-2019
7759,25418.0,27007-2019
7760,29831.0,27009-2019
7761,29459.0,27011-2019
7762,29677.0,27013-2019
7763,31237.0,27015-2019
7764,29440.0,27017-2019
7765,47221.0,27019-2019
7766,30326.0,27021-2019
7767,30772.0,27023-2019
7768,35021.0,27025-2019
7769,30768.0,27027-2019
7770,27178.0,27029-2019
7771,33194.0,27031-2019
7772,27459.0,27033-2019
7773,32368.0,27035-2019
7774,41552.0,27037-2019
7775,34399.0,27039-2019
7776,36535.0,27041-2019
7777,29991.0,27043-2019
7778,30392.0,27045-2019
7779,29316.0,27047-2019
7780,34803.0,27049-2019
7781,32871.0,27051-2019
7782,45768.0,27053-2019
7783,33032.0,27055-2019
7784,29896.0,27057-2019
7785,34054.0,27059-2019
7786,30286.0,27061-2019
7787,34325.0,27063-2019
7788,28427.0,27065-2019
7789,31039.0,27067-2019
7790,30539.0,27069-2019
7791,29834.0,27071-2019
7792,32437.0,27073-2019
7793,34207.0,27075-2019
7794,25640.0,27077-2019
7795,33311.0,27079-2019
7796,30253.0,27081-2019
7797,29634.0,27083-2019
7798,32465.0,27085-2019
7799,21279.0,27087-2019
7800,30746.0,27089-2019
7801,31066.0,27091-2019
7802,32368.0,27093-2019
7803,27758.0,27095-2019
7804,29680.0,27097-2019
7805,29720.0,27099-2019
7806,31874.0,27101-2019
7807,33031.0,27103-2019
7808,25939.0,27105-2019
7809,30422.0,27107-2019
7810,41066.0,27109-2019
7811,32059.0,27111-2019
7812,31159.0,27113-2019
7813,26407.0,27115-2019
7814,30540.0,27117-2019
7815,30078.0,27119-2019
7816,34166.0,27121-2019
7817,35013.0,27123-2019
7818,30037.0,27125-2019
7819,28611.0,27127-2019
7820,31253.0,27129-2019
7821,31221.0,27131-2019
7822,31345.0,27133-2019
7823,30193.0,27135-2019
7824,31537.0,27137-2019
7825,42155.0,27139-2019
7826,35439.0,27141-2019
7827,32016.0,27143-2019
7828,30994.0,27145-2019
7829,32477.0,27147-2019
7830,32542.0,27149-2019
7831,31765.0,27151-2019
7832,26678.0,27153-2019
7833,32548.0,27155-2019
7834,34442.0,27157-2019
7835,24214.0,27159-2019
7836,29929.0,27161-2019
7837,45822.0,27163-2019
7838,28341.0,27165-2019
7839,34543.0,27167-2019
7840,30013.0,27169-2019
7841,36260.0,27171-2019
7842,29908.0,27173-2019
7843,18386.0,28001-2019
7844,23909.0,28003-2019
7845,21568.0,28005-2019
7846,21276.0,28007-2019
7847,20643.0,28009-2019
7848,18843.0,28011-2019
7849,19229.0,28013-2019
7850,22385.0,28015-2019
7851,19926.0,28017-2019
7852,22257.0,28019-2019
7853,14320.0,28021-2019
7854,23988.0,28023-2019
7855,20599.0,28025-2019
7856,18985.0,28027-2019
7857,20093.0,28029-2019
7858,19180.0,28031-2019
7859,30195.0,28033-2019
7860,22534.0,28035-2019
7861,23067.0,28037-2019
7862,22732.0,28039-2019
7863,16006.0,28041-2019
7864,23135.0,28043-2019
7865,27462.0,28045-2019
7866,25415.0,28047-2019
7867,23734.0,28049-2019
7868,15291.0,28051-2019
7869,18513.0,28053-2019
7870,16388.0,28055-2019
7871,22806.0,28057-2019
7872,27141.0,28059-2019
7873,22523.0,28061-2019
7874,14659.0,28063-2019
7875,20638.0,28065-2019
7876,23163.0,28067-2019
7877,16995.0,28069-2019
7878,27765.0,28071-2019
7879,30062.0,28073-2019
7880,24698.0,28075-2019
7881,22980.0,28077-2019
7882,19893.0,28079-2019
7883,26369.0,28081-2019
7884,18419.0,28083-2019
7885,23541.0,28085-2019
7886,26438.0,28087-2019
7887,38901.0,28089-2019
7888,19545.0,28091-2019
7889,21853.0,28093-2019
7890,23844.0,28095-2019
7891,24054.0,28097-2019
7892,19540.0,28099-2019
7893,20787.0,28101-2019
7894,18525.0,28103-2019
7895,22512.0,28105-2019
7896,19892.0,28107-2019
7897,23920.0,28109-2019
7898,23166.0,28111-2019
7899,17621.0,28113-2019
7900,21191.0,28115-2019
7901,19693.0,28117-2019
7902,15026.0,28119-2019
7903,30835.0,28121-2019
7904,22203.0,28123-2019
7905,19958.0,28125-2019
7906,23520.0,28127-2019
7907,23698.0,28129-2019
7908,23820.0,28131-2019
7909,15646.0,28133-2019
7910,16742.0,28135-2019
7911,23340.0,28137-2019
7912,19501.0,28139-2019
7913,20390.0,28141-2019
7914,20579.0,28143-2019
7915,21705.0,28145-2019
7916,21123.0,28147-2019
7917,25661.0,28149-2019
7918,20174.0,28151-2019
7919,23668.0,28153-2019
7920,22011.0,28155-2019
7921,15475.0,28157-2019
7922,25263.0,28159-2019
7923,20690.0,28161-2019
7924,19972.0,28163-2019
7925,22847.0,29001-2019
7926,29338.0,29003-2019
7927,31248.0,29005-2019
7928,23024.0,29007-2019
7929,25068.0,29009-2019
7930,26509.0,29011-2019
7931,27635.0,29013-2019
7932,24317.0,29015-2019
7933,21340.0,29017-2019
7934,30415.0,29019-2019
7935,26347.0,29021-2019
7936,21652.0,29023-2019
7937,24581.0,29025-2019
7938,25849.0,29027-2019
7939,28275.0,29029-2019
7940,28267.0,29031-2019
7941,25715.0,29033-2019
7942,22104.0,29035-2019
7943,32868.0,29037-2019
7944,22623.0,29039-2019
7945,23903.0,29041-2019
7946,28216.0,29043-2019
7947,26490.0,29045-2019
7948,34560.0,29047-2019
7949,29081.0,29049-2019
7950,30422.0,29051-2019
7951,23961.0,29053-2019
7952,22220.0,29055-2019
7953,23186.0,29057-2019
7954,23647.0,29059-2019
7955,24929.0,29061-2019
7956,20125.0,29063-2019
7957,22711.0,29065-2019
7958,21083.0,29067-2019
7959,21801.0,29069-2019
7960,30278.0,29071-2019
7961,28617.0,29073-2019
7962,24269.0,29075-2019
7963,27525.0,29077-2019
7964,23497.0,29079-2019
7965,22032.0,29081-2019
7966,26944.0,29083-2019
7967,20736.0,29085-2019
7968,27520.0,29087-2019
7969,23753.0,29089-2019
7970,21048.0,29091-2019
7971,21499.0,29093-2019
7972,31480.0,29095-2019
7973,24484.0,29097-2019
7974,29999.0,29099-2019
7975,25380.0,29101-2019
7976,22326.0,29103-2019
7977,23051.0,29105-2019
7978,29565.0,29107-2019
7979,22957.0,29109-2019
7980,22739.0,29111-2019
7981,26848.0,29113-2019
7982,25130.0,29115-2019
7983,23587.0,29117-2019
7984,20468.0,29119-2019
7985,22136.0,29121-2019
7986,24418.0,29123-2019
7987,26226.0,29125-2019
7988,25069.0,29127-2019
7989,23042.0,29129-2019
7990,25827.0,29131-2019
7991,18549.0,29133-2019
7992,24224.0,29135-2019
7993,24697.0,29137-2019
7994,24682.0,29139-2019
7995,21316.0,29141-2019
7996,21419.0,29143-2019
7997,28353.0,29145-2019
7998,22915.0,29147-2019
7999,18398.0,29149-2019
8000,29061.0,29151-2019
8001,18739.0,29153-2019
8002,20646.0,29155-2019
8003,26609.0,29157-2019
8004,23576.0,29159-2019
8005,25202.0,29161-2019
8006,22297.0,29163-2019
8007,40567.0,29165-2019
8008,22773.0,29167-2019
8009,23651.0,29169-2019
8010,24758.0,29171-2019
8011,27023.0,29173-2019
8012,21240.0,29175-2019
8013,29524.0,29177-2019
8014,22720.0,29179-2019
8015,18119.0,29181-2019
8016,38943.0,29183-2019
8017,22520.0,29185-2019
8018,29742.0,29186-2019
8019,22578.0,29187-2019
8020,41426.0,29189-2019
8021,22942.0,29195-2019
8022,19862.0,29197-2019
8023,27706.0,29199-2019
8024,24921.0,29201-2019
8025,17387.0,29203-2019
8026,24304.0,29205-2019
8027,22138.0,29207-2019
8028,29026.0,29209-2019
8029,22370.0,29211-2019
8030,23776.0,29213-2019
8031,19973.0,29215-2019
8032,24312.0,29217-2019
8033,28641.0,29219-2019
8034,20581.0,29221-2019
8035,19457.0,29223-2019
8036,22961.0,29225-2019
8037,26137.0,29227-2019
8038,19850.0,29229-2019
8039,30542.0,29510-2019
8040,28401.0,30001-2019
8041,18934.0,30003-2019
8042,19258.0,30005-2019
8043,31631.0,30007-2019
8044,33067.0,30009-2019
8045,28577.0,30011-2019
8046,30110.0,30013-2019
8047,23769.0,30015-2019
8048,30504.0,30017-2019
8049,35133.0,30019-2019
8050,31658.0,30021-2019
8051,26241.0,30023-2019
8052,37024.0,30025-2019
8053,30529.0,30027-2019
8054,31694.0,30029-2019
8055,36924.0,30031-2019
8056,28541.0,30033-2019
8057,18043.0,30035-2019
8058,30790.0,30037-2019
8059,30752.0,30039-2019
8060,23589.0,30041-2019
8061,32773.0,30043-2019
8062,28811.0,30045-2019
8063,25388.0,30047-2019
8064,34504.0,30049-2019
8065,43320.0,30051-2019
8066,25081.0,30053-2019
8067,27912.0,30055-2019
8068,35719.0,30057-2019
8069,24723.0,30059-2019
8070,23621.0,30061-2019
8071,31897.0,30063-2019
8072,24979.0,30065-2019
8073,35123.0,30067-2019
8074,31177.0,30069-2019
8075,25605.0,30071-2019
8076,25633.0,30073-2019
8077,32094.0,30075-2019
8078,26456.0,30077-2019
8079,27377.0,30079-2019
8080,29761.0,30081-2019
8081,33109.0,30083-2019
8082,18657.0,30085-2019
8083,24922.0,30087-2019
8084,25309.0,30089-2019
8085,36091.0,30091-2019
8086,27706.0,30093-2019
8087,32301.0,30095-2019
8088,30050.0,30097-2019
8089,28022.0,30099-2019
8090,27528.0,30101-2019
8091,29763.0,30103-2019
8092,27946.0,30105-2019
8093,21619.0,30107-2019
8094,25591.0,30109-2019
8095,34451.0,30111-2019
8096,28729.0,31001-2019
8097,26523.0,31003-2019
8098,25906.0,31005-2019
8099,27552.0,31007-2019
8100,25097.0,31009-2019
8101,33027.0,31011-2019
8102,28156.0,31013-2019
8103,29871.0,31015-2019
8104,30674.0,31017-2019
8105,31043.0,31019-2019
8106,31635.0,31021-2019
8107,30095.0,31023-2019
8108,33851.0,31025-2019
8109,30163.0,31027-2019
8110,30080.0,31029-2019
8111,29415.0,31031-2019
8112,31294.0,31033-2019
8113,27539.0,31035-2019
8114,23603.0,31037-2019
8115,29765.0,31039-2019
8116,33561.0,31041-2019
8117,25269.0,31043-2019
8118,25383.0,31045-2019
8119,25956.0,31047-2019
8120,26351.0,31049-2019
8121,27634.0,31051-2019
8122,28019.0,31053-2019
8123,35307.0,31055-2019
8124,25479.0,31057-2019
8125,34483.0,31059-2019
8126,28365.0,31061-2019
8127,28899.0,31063-2019
8128,27021.0,31065-2019
8129,29565.0,31067-2019
8130,35050.0,31069-2019
8131,29146.0,31071-2019
8132,37565.0,31073-2019
8133,23264.0,31075-2019
8134,26553.0,31077-2019
8135,28359.0,31079-2019
8136,32131.0,31081-2019
8137,28919.0,31083-2019
8138,31286.0,31085-2019
8139,30037.0,31087-2019
8140,31785.0,31089-2019
8141,27714.0,31091-2019
8142,27489.0,31093-2019
8143,27461.0,31095-2019
8144,24072.0,31097-2019
8145,31094.0,31099-2019
8146,29823.0,31101-2019
8147,28853.0,31103-2019
8148,27478.0,31105-2019
8149,28409.0,31107-2019
8150,32378.0,31109-2019
8151,31567.0,31111-2019
8152,24355.0,31113-2019
8153,27726.0,31115-2019
8154,30063.0,31117-2019
8155,28179.0,31119-2019
8156,28795.0,31121-2019
8157,26951.0,31123-2019
8158,29454.0,31125-2019
8159,29574.0,31127-2019
8160,30078.0,31129-2019
8161,31450.0,31131-2019
8162,27162.0,31133-2019
8163,35765.0,31135-2019
8164,32864.0,31137-2019
8165,32040.0,31139-2019
8166,30331.0,31141-2019
8167,30234.0,31143-2019
8168,27392.0,31145-2019
8169,28309.0,31147-2019
8170,36140.0,31149-2019
8171,24627.0,31151-2019
8172,36058.0,31153-2019
8173,33851.0,31155-2019
8174,27978.0,31157-2019
8175,32040.0,31159-2019
8176,29477.0,31161-2019
8177,28448.0,31163-2019
8178,28646.0,31165-2019
8179,29117.0,31167-2019
8180,29632.0,31169-2019
8181,36572.0,31171-2019
8182,20141.0,31173-2019
8183,29378.0,31175-2019
8184,35145.0,31177-2019
8185,27671.0,31179-2019
8186,29969.0,31181-2019
8187,29037.0,31183-2019
8188,32975.0,31185-2019
8189,28462.0,32001-2019
8190,30704.0,32003-2019
8191,38814.0,32005-2019
8192,33875.0,32007-2019
8193,25849.0,32009-2019
8194,34249.0,32011-2019
8195,33362.0,32013-2019
8196,34000.0,32015-2019
8197,26432.0,32017-2019
8198,27855.0,32019-2019
8199,22921.0,32021-2019
8200,25558.0,32023-2019
8201,19891.0,32027-2019
8202,37941.0,32029-2019
8203,36071.0,32031-2019
8204,25675.0,32033-2019
8205,31549.0,32510-2019
8206,37430.0,33001-2019
8207,37490.0,33003-2019
8208,33946.0,33005-2019
8209,27393.0,33007-2019
8210,37750.0,33009-2019
8211,40955.0,33011-2019
8212,37367.0,33013-2019
8213,47222.0,33015-2019
8214,35601.0,33017-2019
8215,33042.0,33019-2019
8216,33284.0,34001-2019
8217,51214.0,34003-2019
8218,43187.0,34005-2019
8219,35958.0,34007-2019
8220,40389.0,34009-2019
8221,25694.0,34011-2019
8222,38722.0,34013-2019
8223,39337.0,34015-2019
8224,40740.0,34017-2019
8225,57098.0,34019-2019
8226,43086.0,34021-2019
8227,39599.0,34023-2019
8228,51700.0,34025-2019
8229,58109.0,34027-2019
8230,36100.0,34029-2019
8231,32064.0,34031-2019
8232,34047.0,34033-2019
8233,55828.0,34035-2019
8234,44728.0,34037-2019
8235,41603.0,34039-2019
8236,39802.0,34041-2019
8237,30734.0,35001-2019
8238,21989.0,35003-2019
8239,22041.0,35005-2019
8240,20018.0,35006-2019
8241,24035.0,35007-2019
8242,23021.0,35009-2019
8243,17376.0,35011-2019
8244,22154.0,35013-2019
8245,30246.0,35015-2019
8246,25590.0,35017-2019
8247,17420.0,35019-2019
8248,34721.0,35021-2019
8249,22009.0,35023-2019
8250,25585.0,35025-2019
8251,27454.0,35027-2019
8252,60746.0,35028-2019
8253,17168.0,35029-2019
