,PCIncome,fip-year
11718,27274.0,39023-2020
11719,35472.0,39025-2020
11720,28107.0,39027-2020
11721,26769.0,39029-2020
11722,23863.0,39031-2020
11723,26286.0,39033-2020
11724,34398.0,39035-2020
11725,28639.0,39037-2020
11726,31051.0,39039-2020
11727,48312.0,39041-2020
11728,34352.0,39043-2020
11729,33283.0,39045-2020
11730,25993.0,39047-2020
11731,34790.0,39049-2020
11732,30252.0,39051-2020
11733,25567.0,39053-2020
11734,41874.0,39055-2020
11735,36386.0,39057-2020
11736,25878.0,39059-2020
11737,37028.0,39061-2020
11738,32829.0,39063-2020
11739,23498.0,39065-2020
11740,25751.0,39067-2020
11741,30188.0,39069-2020
11742,24058.0,39071-2020
11743,26733.0,39073-2020
11744,24751.0,39075-2020
11745,26766.0,39077-2020
11746,25004.0,39079-2020
11747,26602.0,39081-2020
11748,27599.0,39083-2020
11749,35007.0,39085-2020
11750,24733.0,39087-2020
11751,33514.0,39089-2020
11752,30266.0,39091-2020
11753,31627.0,39093-2020
11754,29496.0,39095-2020
11755,29885.0,39097-2020
11756,28693.0,39099-2020
11757,25899.0,39101-2020
11758,38446.0,39103-2020
11759,24342.0,39105-2020
11760,30975.0,39107-2020
11761,31170.0,39109-2020
11762,28521.0,39111-2020
11763,31146.0,39113-2020
11764,23053.0,39115-2020
11765,30098.0,39117-2020
11766,26376.0,39119-2020
11767,25776.0,39121-2020
11768,38553.0,39123-2020
11769,28867.0,39125-2020
11770,24668.0,39127-2020
11771,28017.0,39129-2020
11772,26006.0,39131-2020
11773,31658.0,39133-2020
11774,29769.0,39135-2020
11775,32507.0,39137-2020
11776,25570.0,39139-2020
11777,25576.0,39141-2020
11778,28624.0,39143-2020
11779,23512.0,39145-2020
11780,26810.0,39147-2020
11781,30211.0,39149-2020
11782,30168.0,39151-2020
11783,34684.0,39153-2020
11784,27255.0,39155-2020
11785,27208.0,39157-2020
11786,40278.0,39159-2020
11787,28092.0,39161-2020
11788,22984.0,39163-2020
11789,43005.0,39165-2020
11790,30184.0,39167-2020
11791,28907.0,39169-2020
11792,27395.0,39171-2020
11793,33461.0,39173-2020
11794,29297.0,39175-2020
11795,17729.0,40001-2020
11796,24829.0,40003-2020
11797,22575.0,40005-2020
11798,25313.0,40007-2020
11799,23299.0,40009-2020
11800,30700.0,40011-2020
11801,25089.0,40013-2020
11802,22868.0,40015-2020
11803,30970.0,40017-2020
11804,27211.0,40019-2020
11805,22617.0,40021-2020
11806,23194.0,40023-2020
11807,30283.0,40025-2020
11808,32489.0,40027-2020
11809,22611.0,40029-2020
11810,27800.0,40031-2020
11811,25784.0,40033-2020
11812,22239.0,40035-2020
11813,26876.0,40037-2020
11814,28102.0,40039-2020
11815,34798.0,40041-2020
11816,28634.0,40043-2020
11817,28277.0,40045-2020
11818,28755.0,40047-2020
11819,24886.0,40049-2020
11820,31075.0,40051-2020
11821,29485.0,40053-2020
11822,20956.0,40055-2020
11823,28137.0,40057-2020
11824,22148.0,40059-2020
11825,23316.0,40061-2020
11826,20839.0,40063-2020
11827,26511.0,40065-2020
11828,25202.0,40067-2020
11829,21918.0,40069-2020
11830,26705.0,40071-2020
11831,33651.0,40073-2020
11832,21855.0,40075-2020
11833,25534.0,40077-2020
11834,21324.0,40079-2020
11835,26293.0,40081-2020
11836,35139.0,40083-2020
11837,23266.0,40085-2020
11838,33810.0,40087-2020
11839,20641.0,40089-2020
11840,23467.0,40091-2020
11841,28079.0,40093-2020
11842,25375.0,40095-2020
11843,25937.0,40097-2020
11844,27843.0,40099-2020
11845,23314.0,40101-2020
11846,29185.0,40103-2020
11847,24532.0,40105-2020
11848,19724.0,40107-2020
11849,32165.0,40109-2020
11850,24305.0,40111-2020
11851,26852.0,40113-2020
11852,21394.0,40115-2020
11853,25174.0,40117-2020
11854,24675.0,40119-2020
11855,25685.0,40121-2020
11856,27038.0,40123-2020
11857,25019.0,40125-2020
11858,22812.0,40127-2020
11859,35144.0,40129-2020
11860,33030.0,40131-2020
11861,20735.0,40133-2020
11862,21102.0,40135-2020
11863,26670.0,40137-2020
11864,21844.0,40139-2020
11865,20984.0,40141-2020
11866,36303.0,40143-2020
11867,30727.0,40145-2020
11868,31113.0,40147-2020
11869,28518.0,40149-2020
11870,25937.0,40151-2020
11871,28080.0,40153-2020
11872,29615.0,41001-2020
11873,35305.0,41003-2020
11874,42638.0,41005-2020
11875,31631.0,41007-2020
11876,32438.0,41009-2020
11877,30720.0,41011-2020
11878,29923.0,41013-2020
11879,32125.0,41015-2020
11880,37615.0,41017-2020
11881,27484.0,41019-2020
11882,26911.0,41021-2020
11883,29449.0,41023-2020
11884,26279.0,41025-2020
11885,35904.0,41027-2020
11886,32044.0,41029-2020
11887,26177.0,41031-2020
11888,27026.0,41033-2020
11889,26508.0,41035-2020
11890,26299.0,41037-2020
11891,30911.0,41039-2020
11892,30336.0,41041-2020
11893,27820.0,41043-2020
11894,19893.0,41045-2020
11895,28856.0,41047-2020
11896,24655.0,41049-2020
11897,41612.0,41051-2020
11898,31957.0,41053-2020
11899,34548.0,41055-2020
11900,30044.0,41057-2020
11901,25452.0,41059-2020
11902,27748.0,41061-2020
11903,34564.0,41063-2020
11904,31088.0,41065-2020
11905,41015.0,41067-2020
11906,23628.0,41069-2020
11907,32768.0,41071-2020
11908,32312.0,42001-2020
11909,39541.0,42003-2020
11910,28824.0,42005-2020
11911,33025.0,42007-2020
11912,26950.0,42009-2020
11913,32781.0,42011-2020
11914,29336.0,42013-2020
11915,28154.0,42015-2020
11916,47266.0,42017-2020
11917,39906.0,42019-2020
11918,27173.0,42021-2020
11919,24379.0,42023-2020
11920,30552.0,42025-2020
11921,32238.0,42027-2020
11922,52711.0,42029-2020
11923,26595.0,42031-2020
11924,25043.0,42033-2020
11925,26656.0,42035-2020
11926,28051.0,42037-2020
11927,27290.0,42039-2020
11928,38153.0,42041-2020
11929,35061.0,42043-2020
11930,40740.0,42045-2020
11931,31333.0,42047-2020
11932,29001.0,42049-2020
11933,27778.0,42051-2020
11934,17256.0,42053-2020
11935,31887.0,42055-2020
11936,28578.0,42057-2020
11937,28030.0,42059-2020
11938,26454.0,42061-2020
11939,26608.0,42063-2020
11940,26890.0,42065-2020
11941,27221.0,42067-2020
11942,30452.0,42069-2020
11943,33568.0,42071-2020
11944,28898.0,42073-2020
11945,30088.0,42075-2020
11946,34629.0,42077-2020
11947,29732.0,42079-2020
11948,28465.0,42081-2020
11949,26635.0,42083-2020
11950,27875.0,42085-2020
11951,26432.0,42087-2020
11952,31954.0,42089-2020
11953,49905.0,42091-2020
11954,35407.0,42093-2020
11955,37339.0,42095-2020
11956,27365.0,42097-2020
11957,33473.0,42099-2020
11958,29644.0,42101-2020
11959,35746.0,42103-2020
11960,26439.0,42105-2020
11961,27749.0,42107-2020
11962,28151.0,42109-2020
11963,27323.0,42111-2020
11964,31494.0,42113-2020
11965,32608.0,42115-2020
11966,26932.0,42117-2020
11967,28884.0,42119-2020
11968,28002.0,42121-2020
11969,29272.0,42123-2020
11970,36554.0,42125-2020
11971,28275.0,42127-2020
11972,34992.0,42129-2020
11973,31899.0,42131-2020
11974,33587.0,42133-2020
11975,48321.0,44001-2020
11976,40969.0,44003-2020
11977,50514.0,44005-2020
11978,32739.0,44007-2020
11979,44325.0,44009-2020
11980,25598.0,45001-2020
11981,29470.0,45003-2020
11982,16985.0,45005-2020
11983,28931.0,45007-2020
11984,19814.0,45009-2020
11985,22339.0,45011-2020
11986,41070.0,45013-2020
11987,30655.0,45015-2020
11988,26492.0,45017-2020
11989,43141.0,45019-2020
11990,21636.0,45021-2020
11991,22955.0,45023-2020
11992,22955.0,45025-2020
11993,23443.0,45027-2020
11994,22218.0,45029-2020
11995,23008.0,45031-2020
11996,19131.0,45033-2020
11997,29856.0,45035-2020
11998,27213.0,45037-2020
11999,25698.0,45039-2020
12000,26636.0,45041-2020
12001,34629.0,45043-2020
12002,34430.0,45045-2020
12003,26266.0,45047-2020
12004,19460.0,45049-2020
12005,29055.0,45051-2020
12006,24886.0,45053-2020
12007,26197.0,45055-2020
12008,33212.0,45057-2020
12009,23482.0,45059-2020
12010,19510.0,45061-2020
12011,32355.0,45063-2020
12012,26857.0,45065-2020
12013,18785.0,45067-2020
12014,16092.0,45069-2020
12015,26501.0,45071-2020
12016,31297.0,45073-2020
12017,21337.0,45075-2020
12018,28382.0,45077-2020
12019,30990.0,45079-2020
12020,23097.0,45081-2020
12021,27788.0,45083-2020
12022,24541.0,45085-2020
12023,24142.0,45087-2020
12024,19438.0,45089-2020
12025,35285.0,45091-2020
12026,35590.0,46003-2020
12027,27898.0,46005-2020
12028,18632.0,46007-2020
12029,23877.0,46009-2020
12030,28867.0,46011-2020
12031,33535.0,46013-2020
12032,34517.0,46015-2020
12033,12003.0,46017-2020
12034,28974.0,46019-2020
12035,32029.0,46021-2020
12036,23626.0,46023-2020
12037,31096.0,46025-2020
12038,30300.0,46027-2020
12039,30157.0,46029-2020
12040,16521.0,46031-2020
12041,35677.0,46033-2020
12042,30006.0,46035-2020
12043,29356.0,46037-2020
12044,30734.0,46039-2020
12045,17387.0,46041-2020
12046,30708.0,46043-2020
12047,34152.0,46045-2020
12048,29139.0,46047-2020
12049,26235.0,46049-2020
12050,32916.0,46051-2020
12051,27378.0,46053-2020
12052,23725.0,46055-2020
12053,27863.0,46057-2020
12054,34936.0,46059-2020
12055,26710.0,46061-2020
12056,34028.0,46063-2020
12057,34271.0,46065-2020
12058,30941.0,46067-2020
12059,33833.0,46069-2020
12060,12847.0,46071-2020
12061,41875.0,46073-2020
12062,25885.0,46075-2020
12063,34711.0,46077-2020
12064,31971.0,46079-2020
12065,34442.0,46081-2020
12066,38307.0,46083-2020
12067,22937.0,46085-2020
12068,30374.0,46087-2020
12069,31765.0,46089-2020
12070,37179.0,46091-2020
12071,29573.0,46093-2020
12072,15298.0,46095-2020
12073,28294.0,46097-2020
12074,32968.0,46099-2020
12075,30928.0,46101-2020
12076,11057.0,46102-2020
12077,32540.0,46103-2020
12078,32369.0,46105-2020
12079,30845.0,46107-2020
12080,25523.0,46109-2020
12081,30277.0,46111-2020
12082,36453.0,46115-2020
12083,44345.0,46117-2020
12084,40919.0,46119-2020
12085,10280.0,46121-2020
12086,25877.0,46123-2020
12087,32123.0,46125-2020
12088,44279.0,46127-2020
12089,34827.0,46129-2020
12090,32804.0,46135-2020
12091,18997.0,46137-2020
12092,28633.0,47001-2020
12093,26134.0,47003-2020
12094,23375.0,47005-2020
12095,23120.0,47007-2020
12096,31231.0,47009-2020
12097,26743.0,47011-2020
12098,24670.0,47013-2020
12099,26971.0,47015-2020
12100,23384.0,47017-2020
12101,24631.0,47019-2020
12102,29302.0,47021-2020
12103,22150.0,47023-2020
12104,22562.0,47025-2020
12105,20395.0,47027-2020
12106,22282.0,47029-2020
12107,26572.0,47031-2020
12108,24769.0,47033-2020
12109,26910.0,47035-2020
12110,37958.0,47037-2020
12111,24771.0,47039-2020
12112,25135.0,47041-2020
12113,29125.0,47043-2020
12114,29166.0,47045-2020
12115,34721.0,47047-2020
12116,20295.0,47049-2020
12117,28008.0,47051-2020
12118,23758.0,47053-2020
12119,26567.0,47055-2020
12120,23937.0,47057-2020
12121,25319.0,47059-2020
12122,20702.0,47061-2020
12123,23722.0,47063-2020
12124,34707.0,47065-2020
12125,24237.0,47067-2020
12126,18936.0,47069-2020
12127,24664.0,47071-2020
12128,25438.0,47073-2020
12129,22830.0,47075-2020
12130,23097.0,47077-2020
12131,24731.0,47079-2020
12132,26431.0,47081-2020
12133,23836.0,47083-2020
12134,25307.0,47085-2020
12135,21148.0,47087-2020
12136,25857.0,47089-2020
12137,22955.0,47091-2020
12138,34338.0,47093-2020
12139,16152.0,47095-2020
12140,19954.0,47097-2020
12141,22826.0,47099-2020
12142,21800.0,47101-2020
12143,28519.0,47103-2020
12144,34158.0,47105-2020
12145,25637.0,47107-2020
12146,21903.0,47109-2020
12147,22881.0,47111-2020
12148,26619.0,47113-2020
12149,25717.0,47115-2020
12150,26095.0,47117-2020
12151,29196.0,47119-2020
12152,24299.0,47121-2020
12153,25179.0,47123-2020
12154,28032.0,47125-2020
12155,30430.0,47127-2020
12156,20258.0,47129-2020
12157,23336.0,47131-2020
12158,22864.0,47133-2020
12159,26222.0,47135-2020
12160,26925.0,47137-2020
12161,28059.0,47139-2020
12162,25208.0,47141-2020
12163,23634.0,47143-2020
12164,32067.0,47145-2020
12165,30620.0,47147-2020
12166,31195.0,47149-2020
12167,19970.0,47151-2020
12168,22931.0,47153-2020
12169,26919.0,47155-2020
12170,31272.0,47157-2020
12171,28134.0,47159-2020
12172,25166.0,47161-2020
12173,28790.0,47163-2020
12174,34353.0,47165-2020
12175,28027.0,47167-2020
12176,24036.0,47169-2020
12177,23817.0,47171-2020
12178,24268.0,47173-2020
12179,22051.0,47175-2020
12180,23143.0,47177-2020
12181,29850.0,47179-2020
12182,22231.0,47181-2020
12183,22841.0,47183-2020
12184,23820.0,47185-2020
12185,53320.0,47187-2020
12186,36576.0,47189-2020
12187,19168.0,48001-2020
12188,32217.0,48003-2020
12189,23878.0,48005-2020
12190,32050.0,48007-2020
12191,34557.0,48009-2020
12192,32740.0,48011-2020
12193,25385.0,48013-2020
12194,31592.0,48015-2020
12195,23594.0,48017-2020
12196,32993.0,48019-2020
12197,28473.0,48021-2020
12198,26220.0,48023-2020
12199,18568.0,48025-2020
12200,27171.0,48027-2020
12201,28313.0,48029-2020
12202,40737.0,48031-2020
12203,33412.0,48033-2020
12204,28417.0,48035-2020
12205,27572.0,48037-2020
12206,35437.0,48039-2020
12207,28679.0,48041-2020
12208,29696.0,48043-2020
12209,24991.0,48045-2020
12210,15817.0,48047-2020
12211,26989.0,48049-2020
12212,32382.0,48051-2020
12213,31664.0,48053-2020
12214,25760.0,48055-2020
12215,28653.0,48057-2020
12216,26546.0,48059-2020
12217,18247.0,48061-2020
12218,24038.0,48063-2020
12219,35045.0,48065-2020
12220,27161.0,48067-2020
12221,23784.0,48069-2020
12222,37276.0,48071-2020
12223,23888.0,48073-2020
12224,23373.0,48075-2020
12225,31217.0,48077-2020
12226,21123.0,48079-2020
12227,27033.0,48081-2020
12228,29003.0,48083-2020
12229,46240.0,48085-2020
12230,26472.0,48087-2020
12231,28868.0,48089-2020
12232,39942.0,48091-2020
12233,27419.0,48093-2020
12234,22167.0,48095-2020
12235,32078.0,48097-2020
12236,22477.0,48099-2020
12237,23798.0,48101-2020
12238,26401.0,48103-2020
12239,23655.0,48105-2020
12240,24165.0,48107-2020
12241,16353.0,48109-2020
12242,29031.0,48111-2020
12243,33604.0,48113-2020
12244,21109.0,48115-2020
12245,21588.0,48117-2020
12246,28197.0,48119-2020
12247,42498.0,48121-2020
12248,27359.0,48123-2020
12249,25750.0,48125-2020
12250,16248.0,48127-2020
12251,26425.0,48129-2020
12252,19501.0,48131-2020
12253,26018.0,48133-2020
12254,29510.0,48135-2020
12255,20655.0,48137-2020
12256,33629.0,48139-2020
12257,22490.0,48141-2020
12258,28166.0,48143-2020
12259,23131.0,48145-2020
12260,28882.0,48147-2020
12261,30236.0,48149-2020
12262,30304.0,48151-2020
12263,24509.0,48153-2020
12264,27668.0,48155-2020
12265,40607.0,48157-2020
12266,31988.0,48159-2020
12267,25500.0,48161-2020
12268,20036.0,48163-2020
12269,22978.0,48165-2020
12270,37530.0,48167-2020
12271,17723.0,48169-2020
12272,34689.0,48171-2020
12273,30062.0,48173-2020
12274,30038.0,48175-2020
12275,28313.0,48177-2020
12276,27760.0,48179-2020
12277,29157.0,48181-2020
12278,27809.0,48183-2020
12279,26734.0,48185-2020
12280,32406.0,48187-2020
12281,21303.0,48189-2020
12282,24009.0,48191-2020
12283,27147.0,48193-2020
12284,22331.0,48195-2020
12285,26659.0,48197-2020
12286,29451.0,48199-2020
12287,33459.0,48201-2020
12288,26621.0,48203-2020
12289,21862.0,48205-2020
12290,27937.0,48207-2020
12291,32988.0,48209-2020
12292,34702.0,48211-2020
12293,27069.0,48213-2020
12294,17816.0,48215-2020
12295,26938.0,48217-2020
12296,24816.0,48219-2020
12297,36091.0,48221-2020
12298,26915.0,48223-2020
12299,21669.0,48225-2020
12300,25531.0,48227-2020
12301,13267.0,48229-2020
12302,27338.0,48231-2020
12303,26387.0,48233-2020
12304,29460.0,48235-2020
12305,25619.0,48237-2020
12306,25701.0,48239-2020
12307,25690.0,48241-2020
12308,23118.0,48243-2020
12309,27409.0,48245-2020
12310,16407.0,48247-2020
12311,21749.0,48249-2020
12312,28290.0,48251-2020
12313,17642.0,48253-2020
12314,25978.0,48255-2020
12315,29147.0,48257-2020
12316,47724.0,48259-2020
12317,15058.0,48261-2020
12318,30835.0,48263-2020
12319,32361.0,48265-2020
12320,36406.0,48267-2020
12321,17971.0,48269-2020
12322,26715.0,48271-2020
12323,23021.0,48273-2020
12324,24273.0,48275-2020
12325,24826.0,48277-2020
12326,21502.0,48279-2020
12327,29695.0,48281-2020
12328,17177.0,48283-2020
12329,31241.0,48285-2020
12330,27216.0,48287-2020
12331,28976.0,48289-2020
12332,23433.0,48291-2020
12333,22808.0,48293-2020
12334,28736.0,48295-2020
12335,23632.0,48297-2020
12336,41499.0,48299-2020
12337,37693.0,48301-2020
12338,28880.0,48303-2020
12339,25871.0,48305-2020
12340,25567.0,48307-2020
12341,26754.0,48309-2020
12342,31191.0,48311-2020
12343,22183.0,48313-2020
12344,25798.0,48315-2020
12345,32242.0,48317-2020
12346,34196.0,48319-2020
12347,25206.0,48321-2020
12348,17545.0,48323-2020
12349,27200.0,48325-2020
12350,29080.0,48327-2020
12351,40478.0,48329-2020
12352,27585.0,48331-2020
12353,27619.0,48333-2020
12354,22950.0,48335-2020
12355,28986.0,48337-2020
12356,41892.0,48339-2020
12357,22646.0,48341-2020
12358,22868.0,48343-2020
12359,27075.0,48345-2020
12360,24031.0,48347-2020
12361,24133.0,48349-2020
12362,21836.0,48351-2020
12363,25703.0,48353-2020
12364,28078.0,48355-2020
12365,23215.0,48357-2020
12366,27166.0,48359-2020
12367,31260.0,48361-2020
12368,27473.0,48363-2020
12369,27267.0,48365-2020
12370,36420.0,48367-2020
12371,26269.0,48369-2020
12372,23201.0,48371-2020
12373,24479.0,48373-2020
12374,23245.0,48375-2020
12375,15687.0,48377-2020
12376,28919.0,48379-2020
12377,34527.0,48381-2020
12378,25126.0,48383-2020
12379,22588.0,48385-2020
12380,23895.0,48387-2020
12381,22670.0,48389-2020
12382,24893.0,48391-2020
12383,29673.0,48393-2020
12384,27245.0,48395-2020
12385,45461.0,48397-2020
12386,24191.0,48399-2020
12387,27267.0,48401-2020
12388,27345.0,48403-2020
12389,23385.0,48405-2020
12390,24618.0,48407-2020
12391,26714.0,48409-2020
12392,25201.0,48411-2020
12393,24030.0,48413-2020
12394,24238.0,48415-2020
12395,27822.0,48417-2020
12396,22404.0,48419-2020
12397,36988.0,48421-2020
12398,28858.0,48423-2020
12399,32998.0,48425-2020
12400,14545.0,48427-2020
12401,25592.0,48429-2020
12402,27551.0,48431-2020
12403,23300.0,48433-2020
12404,25650.0,48435-2020
12405,18310.0,48437-2020
12406,34045.0,48439-2020
12407,28071.0,48441-2020
12408,26056.0,48443-2020
12409,21048.0,48445-2020
12410,31628.0,48447-2020
12411,22077.0,48449-2020
12412,29547.0,48451-2020
12413,45453.0,48453-2020
12414,26347.0,48455-2020
12415,21632.0,48457-2020
12416,26648.0,48459-2020
12417,25994.0,48461-2020
12418,21036.0,48463-2020
12419,21082.0,48465-2020
12420,30111.0,48467-2020
12421,29424.0,48469-2020
12422,18598.0,48471-2020
12423,27033.0,48473-2020
12424,26209.0,48475-2020
12425,32649.0,48477-2020
12426,19048.0,48479-2020
12427,26724.0,48481-2020
12428,27737.0,48483-2020
12429,25568.0,48485-2020
12430,23340.0,48487-2020
12431,18244.0,48489-2020
12432,38494.0,48491-2020
12433,33972.0,48493-2020
12434,25141.0,48495-2020
12435,30693.0,48497-2020
12436,30587.0,48499-2020
12437,25417.0,48501-2020
12438,30020.0,48503-2020
12439,18587.0,48505-2020
12440,16738.0,48507-2020
12441,24540.0,49001-2020
12442,25835.0,49003-2020
12443,24221.0,49005-2020
12444,23613.0,49007-2020
12445,27568.0,49009-2020
12446,32819.0,49011-2020
12447,25086.0,49013-2020
12448,24372.0,49015-2020
12449,23926.0,49017-2020
12450,30948.0,49019-2020
12451,22409.0,49021-2020
12452,23467.0,49023-2020
12453,28142.0,49025-2020
12454,25479.0,49027-2020
12455,34280.0,49029-2020
12456,18148.0,49031-2020
12457,23943.0,49033-2020
12458,34640.0,49035-2020
12459,20088.0,49037-2020
12460,21254.0,49039-2020
12461,24041.0,49041-2020
12462,57308.0,49043-2020
12463,27702.0,49045-2020
12464,24578.0,49047-2020
12465,27365.0,49049-2020
12466,38622.0,49051-2020
12467,29886.0,49053-2020
12468,23184.0,49055-2020
12469,29186.0,49057-2020
12470,36390.0,50001-2020
12471,34435.0,50003-2020
12472,30902.0,50005-2020
12473,40809.0,50007-2020
12474,27583.0,50009-2020
12475,31305.0,50011-2020
12476,41530.0,50013-2020
12477,38794.0,50015-2020
12478,33384.0,50017-2020
12479,29116.0,50019-2020
12480,31831.0,50021-2020
12481,36071.0,50023-2020
12482,34313.0,50025-2020
12483,37145.0,50027-2020
12484,27012.0,51001-2020
12485,46241.0,51003-2020
12486,28048.0,51005-2020
12487,32799.0,51007-2020
12488,28866.0,51009-2020
12489,27889.0,51011-2020
12490,73078.0,51013-2020
12491,30493.0,51015-2020
12492,34463.0,51017-2020
12493,34565.0,51019-2020
12494,23664.0,51021-2020
12495,37357.0,51023-2020
12496,24493.0,51025-2020
12497,22092.0,51027-2020
12498,23045.0,51029-2020
12499,28173.0,51031-2020
12500,35588.0,51033-2020
12501,24476.0,51035-2020
12502,36325.0,51036-2020
12503,24337.0,51037-2020
12504,42734.0,51041-2020
12505,42327.0,51043-2020
12506,30433.0,51045-2020
12507,37507.0,51047-2020
12508,29160.0,51049-2020
12509,25485.0,51051-2020
12510,30351.0,51053-2020
12511,26114.0,51057-2020
12512,58338.0,51059-2020
12513,47642.0,51061-2020
12514,27306.0,51063-2020
12515,44149.0,51065-2020
12516,32084.0,51067-2020
12517,38442.0,51069-2020
12518,27679.0,51071-2020
12519,34565.0,51073-2020
12520,52605.0,51075-2020
12521,24770.0,51077-2020
12522,33913.0,51079-2020
12523,20011.0,51081-2020
12524,24368.0,51083-2020
12525,43003.0,51085-2020
12526,41437.0,51087-2020
12527,23051.0,51089-2020
12528,30911.0,51091-2020
12529,39024.0,51093-2020
12530,45862.0,51095-2020
12531,34873.0,51097-2020
12532,38926.0,51099-2020
12533,33261.0,51101-2020
12534,48280.0,51103-2020
12535,19126.0,51105-2020
12536,57513.0,51107-2020
12537,35894.0,51109-2020
12538,21602.0,51111-2020
12539,34434.0,51113-2020
12540,43918.0,51115-2020
12541,28048.0,51117-2020
12542,33992.0,51119-2020
12543,30581.0,51121-2020
12544,38364.0,51125-2020
12545,40293.0,51127-2020
12546,31959.0,51131-2020
12547,38679.0,51133-2020
12548,24394.0,51135-2020
12549,33313.0,51137-2020
12550,26321.0,51139-2020
12551,27939.0,51141-2020
12552,26587.0,51143-2020
12553,39850.0,51145-2020
12554,21051.0,51147-2020
12555,31193.0,51149-2020
12556,42298.0,51153-2020
12557,28067.0,51155-2020
12558,46731.0,51157-2020
12559,24400.0,51159-2020
12560,37859.0,51161-2020
12561,33177.0,51163-2020
12562,33276.0,51165-2020
12563,22030.0,51167-2020
12564,23702.0,51169-2020
12565,40163.0,51171-2020
12566,23016.0,51173-2020
12567,27232.0,51175-2020
12568,38731.0,51177-2020
12569,43401.0,51179-2020
12570,31136.0,51181-2020
12571,24391.0,51183-2020
12572,25648.0,51185-2020
12573,32660.0,51187-2020
12574,28987.0,51191-2020
12575,33754.0,51193-2020
12576,21508.0,51195-2020
12577,31645.0,51197-2020
12578,41994.0,51199-2020
12579,64835.0,51510-2020
12580,25979.0,51520-2020
12581,30647.0,51530-2020
12582,39712.0,51540-2020
12583,37420.0,51550-2020
12584,32629.0,51570-2020
12585,25287.0,51580-2020
12586,22876.0,51590-2020
12587,19612.0,51595-2020
12588,53488.0,51600-2020
12589,73288.0,51610-2020
12590,25900.0,51620-2020
12591,36785.0,51630-2020
12592,24521.0,51640-2020
12593,30596.0,51650-2020
12594,23580.0,51660-2020
12595,23173.0,51670-2020
12596,20638.0,51678-2020
12597,23683.0,51680-2020
12598,34198.0,51683-2020
12599,35618.0,51685-2020
12600,22855.0,51690-2020
12601,33670.0,51700-2020
12602,30706.0,51710-2020
12603,24808.0,51720-2020
12604,24789.0,51730-2020
12605,42260.0,51735-2020
12606,27276.0,51740-2020
12607,22637.0,51750-2020
12608,35682.0,51760-2020
12609,29585.0,51770-2020
12610,34039.0,51775-2020
12611,30746.0,51790-2020
12612,38613.0,51800-2020
12613,39788.0,51810-2020
12614,28287.0,51820-2020
12615,32878.0,51830-2020
12616,31719.0,51840-2020
12617,20592.0,53001-2020
12618,30397.0,53003-2020
12619,34287.0,53005-2020
12620,32249.0,53007-2020
12621,31601.0,53009-2020
12622,37009.0,53011-2020
12623,38606.0,53013-2020
12624,30170.0,53015-2020
12625,32709.0,53017-2020
12626,26983.0,53019-2020
12627,25875.0,53021-2020
12628,28933.0,53023-2020
12629,25333.0,53025-2020
12630,27277.0,53027-2020
12631,38769.0,53029-2020
12632,38176.0,53031-2020
12633,55374.0,53033-2020
12634,39993.0,53035-2020
12635,32120.0,53037-2020
12636,31021.0,53039-2020
12637,27941.0,53041-2020
12638,31711.0,53043-2020
12639,30112.0,53045-2020
12640,25216.0,53047-2020
12641,28339.0,53049-2020
12642,30326.0,53051-2020
12643,36548.0,53053-2020
12644,49148.0,53055-2020
12645,35172.0,53057-2020
12646,34759.0,53059-2020
12647,41126.0,53061-2020
12648,32766.0,53063-2020
12649,28030.0,53065-2020
12650,36256.0,53067-2020
12651,28821.0,53069-2020
12652,30306.0,53071-2020
12653,33241.0,53073-2020
12654,24396.0,53075-2020
12655,24305.0,53077-2020
12656,22440.0,54001-2020
12657,31415.0,54003-2020
12658,23078.0,54005-2020
12659,22409.0,54007-2020
12660,26694.0,54009-2020
12661,26118.0,54011-2020
12662,23009.0,54013-2020
12663,18545.0,54015-2020
12664,27040.0,54017-2020
12665,23170.0,54019-2020
12666,18359.0,54021-2020
12667,23908.0,54023-2020
12668,26330.0,54025-2020
12669,25409.0,54027-2020
12670,27261.0,54029-2020
12671,27819.0,54031-2020
12672,29086.0,54033-2020
12673,27591.0,54035-2020
12674,36722.0,54037-2020
12675,29981.0,54039-2020
12676,25225.0,54041-2020
12677,22995.0,54043-2020
12678,22991.0,54045-2020
12679,15150.0,54047-2020
12680,27763.0,54049-2020
12681,27328.0,54051-2020
12682,27819.0,54053-2020
12683,23341.0,54055-2020
12684,26363.0,54057-2020
12685,19400.0,54059-2020
12686,33527.0,54061-2020
12687,23398.0,54063-2020
12688,29803.0,54065-2020
12689,22061.0,54067-2020
12690,31208.0,54069-2020
12691,26301.0,54071-2020
12692,34191.0,54073-2020
12693,25811.0,54075-2020
12694,25331.0,54077-2020
12695,32235.0,54079-2020
12696,24608.0,54081-2020
12697,25414.0,54083-2020
12698,25773.0,54085-2020
12699,21401.0,54087-2020
12700,22196.0,54089-2020
12701,26862.0,54091-2020
12702,26416.0,54093-2020
12703,27150.0,54095-2020
12704,26401.0,54097-2020
12705,23973.0,54099-2020
12706,19943.0,54101-2020
12707,23050.0,54103-2020
12708,23776.0,54105-2020
12709,27983.0,54107-2020
12710,23210.0,54109-2020
12711,28386.0,55001-2020
12712,25464.0,55003-2020
12713,30135.0,55005-2020
12714,33151.0,55007-2020
12715,34157.0,55009-2020
12716,30957.0,55011-2020
