,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
8359,18148,49031-2020,49031,1437,1.052857143,737,700,45.6,60,156,464,319,409,9,1379,5,14,7,3,29,1314,123
8360,18595,49031-2021,49031,1487,1.05670816,764,723,45.7,69,156,481,339,417,9,1426,6,15,7,4,29,1370,117
8361,23464,49033-2019,49033,2468,1.072208228,1277,1191,36.5,172,392,877,535,461,8,2399,9,18,7,2,33,2313,155
8362,23943,49033-2020,49033,2504,1.123833757,1325,1179,37.7,168,383,872,547,488,8,2437,10,17,7,3,30,2334,170
8363,24390,49033-2021,49033,2597,1.132183908,1379,1218,38.2,156,401,926,562,506,8,2522,11,22,7,2,33,2427,170
8364,33238,49035-2019,49035,1158585,1.008082002,581624,576961,33.2,82813,156756,525362,246365,129769,1,1008939,25758,16178,52184,21433,34093,941954,216631
8365,34640,49035-2020,49035,1186236,1.019847094,598946,587290,33.5,81350,160274,537775,254891,133510,1,1031374,26753,17083,53602,21991,35433,960476,225760
8366,37098,49035-2021,49035,1186421,1.019787232,599022,587399,33.8,77850,156082,539672,256107,138009,1,1029007,27197,17380,54071,22253,36513,957875,228546
8367,18987,49037-2019,49037,15228,0.995021617,7595,7633,33.6,1084,2277,5870,3463,2239,7,7308,62,7440,85,16,317,14306,922
8368,20088,49037-2020,49037,14525,1.004001104,7277,7248,34.1,972,2220,5566,3393,2112,7,6888,63,7128,93,12,341,13641,884
8369,21318,49037-2021,49037,14489,1.001796076,7251,7238,34.8,880,2183,5575,3407,2164,7,6949,61,7028,90,11,350,13606,883
8370,20056,49039-2019,49039,30986,1.116674636,16347,14639,33.2,1896,3796,13955,6365,4471,6,29095,358,507,271,210,545,28031,2955
8371,21254,49039-2020,49039,28508,1.127621464,15109,13399,33.7,1716,3443,12762,5994,4129,6,26707,329,480,239,192,561,25836,2672
8372,23476,49039-2021,49039,29106,1.133401744,15463,13643,34.2,1802,3352,13043,6175,4296,6,27240,359,494,255,184,574,26376,2730
8373,23514,49041-2019,49041,21636,1.041324653,11037,10599,36.3,1563,3128,8327,4635,3615,7,20783,99,338,84,47,285,20450,1186
8374,24041,49041-2020,49041,21546,1.054347826,11058,10488,36.5,1497,3135,8279,4638,3605,7,20689,103,336,81,47,290,20398,1148
8375,25204,49041-2021,49041,21906,1.040424739,11170,10736,36.8,1487,3112,8423,4743,3737,7,20998,99,345,78,52,334,20737,1169
8376,56575,49043-2019,49043,42081,1.050830937,21562,20519,40.1,2161,5210,15770,12624,5647,4,39808,469,244,784,62,714,37439,4642
8377,57308,49043-2020,49043,42452,1.062578952,21870,20582,40.7,2082,5176,15805,12755,5951,4,40081,484,243,842,68,734,37749,4703
8378,60768,49043-2021,49043,43093,1.056650599,22140,20953,41,2081,5111,16070,12788,6332,4,40610,450,261,918,70,784,38399,4694
8379,25949,49045-2019,49045,72110,1.030809958,36602,35508,31.7,5623,12195,31427,14862,6664,1,67869,652,929,587,472,1601,62751,9359
8380,27702,49045-2020,49045,73281,1.040230525,37363,35918,32,5498,12404,31873,15342,6725,1,68586,697,1011,613,604,1770,63446,9835
8381,29948,49045-2021,49045,76640,1.041229425,39094,37546,32,5616,12633,33674,16082,7086,1,71428,794,1095,670,730,1923,65751,10889
8382,25759,49047-2019,49047,35806,1.030969938,18176,17630,31.9,2948,6198,14972,7022,4047,7,31625,230,2798,228,125,800,32744,3062
8383,24578,49047-2020,49047,35618,1.03380346,18105,17513,32.2,2783,6049,14897,7053,4110,7,31352,229,2821,237,156,823,32557,3061
8384,25922,49047-2021,49047,36204,1.032334119,18390,17814,32.7,2746,5986,15134,7256,4345,7,31821,240,2847,241,160,895,33037,3167
8385,26215,49049-2019,49049,635675,1.021333427,321192,314483,25.2,57979,105378,313838,97180,49633,2,589367,5202,5356,11635,6046,18069,558724,76951
8386,27365,49049-2020,49049,663143,1.029369012,336370,326773,25.4,58739,109925,326581,103762,51674,2,613626,5520,5825,12250,6549,19373,581130,82013
8387,29891,49049-2021,49049,684986,1.030592916,347653,337333,25.6,58876,111311,339142,108736,53903,2,632333,5964,6076,12928,6948,20737,598175,86811
8388,35641,49051-2019,49051,34210,1.034372027,17394,16816,34.7,2500,5527,13584,7822,4111,6,32619,270,249,406,82,584,29478,4732
8389,38622,49051-2020,49051,35032,1.047457627,17922,17110,35.3,2391,5575,13822,8223,4327,6,33385,294,276,391,93,593,30103,4929
8390,43762,49051-2021,49051,36173,1.055517672,18575,17598,35.8,2276,5641,14312,8572,4663,6,34416,319,285,444,94,615,31144,5029
8391,29010,49053-2019,49053,177938,0.984719031,88284,89654,38.4,11404,23195,65333,35998,39349,3,165929,1558,3015,1853,1704,3879,158626,19312
8392,29886,49053-2020,49053,181924,0.993010594,90643,91281,38.8,11230,23578,66766,37230,40238,3,169339,1638,3110,1970,1707,4160,161746,20178
8393,32104,49053-2021,49053,191226,0.994929895,95370,95856,39,11417,24224,71086,39232,42202,3,177629,1724,3326,2092,1830,4625,169542,21684
8394,22038,49055-2019,49055,2703,1.0430839,1380,1323,43.3,157,312,894,689,611,9,2591,13,29,25,5,40,2527,176
8395,23184,49055-2020,49055,2497,1.04003268,1273,1224,43.2,148,287,833,637,563,9,2377,15,29,23,5,48,2336,161
8396,28326,49055-2021,49055,2558,1.05958132,1316,1242,43.3,153,289,858,641,587,9,2426,15,29,27,5,56,2395,163
8397,27828,49057-2019,49057,259680,1.013116889,130686,128994,33.1,19259,36862,113272,55356,30941,2,239675,4374,3463,4259,936,6973,211500,48180
8398,29186,49057-2020,49057,262828,1.02568055,133080,129748,33.3,18807,37279,114572,56607,31316,2,242057,4538,3554,4302,1027,7350,213529,49299
8399,31369,49057-2021,49057,267066,1.027943778,135373,131693,33.5,18313,37296,117105,57621,32373,2,245757,4703,3618,4407,1037,7544,216740,50326
8400,34741,50001-2019,50001,36994,0.99837943,18482,18512,43.9,1554,3012,14009,10298,7754,6,34949,509,111,667,14,744,36083,911
8401,36390,50001-2020,50001,37292,1.008401551,18724,18568,43.9,1519,3068,14145,10295,7900,6,35196,529,119,671,13,764,36357,935
8402,38501,50001-2021,50001,37260,1.002579813,18654,18606,44.2,1498,2983,14120,10128,8163,6,35154,512,118,682,14,780,36262,998
8403,33789,50003-2019,50003,35532,0.943232158,17247,18285,47.1,1618,3329,11657,10226,8282,6,33874,487,126,458,21,566,34739,793
8404,34435,50003-2020,50003,37271,0.96525178,18306,18965,47,1640,3565,12285,10681,8649,6,35502,533,136,490,21,589,36388,883
8405,35475,50003-2021,50003,37312,0.96668775,18340,18972,47,1624,3511,12384,10510,8842,6,35526,530,140,479,22,615,36359,953
8406,29769,50005-2019,50005,29860,0.994389527,14888,14972,45.3,1399,2794,10278,8530,6486,7,28698,261,152,268,6,475,29332,528
8407,30902,50005-2020,50005,30184,1.008517434,15156,15028,45.1,1386,2848,10453,8570,6563,7,28971,281,147,277,7,501,29615,569
8408,32220,50005-2021,50005,30403,1.007196144,15256,15147,44.9,1353,2864,10663,8451,6711,7,29119,295,152,293,4,540,29781,622
8409,39062,50007-2019,50007,163918,0.962126381,80377,83541,36.7,7387,14482,74221,40589,25508,3,147688,4144,404,7749,66,3867,159863,4055
8410,40809,50007-2020,50007,168289,0.971636108,82934,85355,36.8,7468,14953,76478,41254,26298,3,151286,4326,434,8137,63,4043,163977,4312
8411,43674,50007-2021,50007,168865,0.968490628,83081,85784,37,7237,14807,77156,40541,27292,3,151672,4349,427,8124,67,4226,164473,4392
8412,25376,50009-2019,50009,6145,1.002933507,3077,3068,51.8,269,531,1655,2003,1628,9,5928,36,36,42,0,103,6062,83
8413,27583,50009-2020,50009,5910,1.010888057,2971,2939,51.8,244,520,1614,1875,1597,9,5686,35,35,42,0,112,5821,89
8414,29854,50009-2021,50009,5925,1.023565574,2997,2928,51.6,230,525,1661,1847,1604,9,5682,47,35,47,0,114,5826,99
8415,31195,50011-2019,50011,49384,0.983293173,24484,24900,41,2867,5490,18078,14124,8198,3,46907,367,496,434,14,1166,48506,878
8416,31305,50011-2020,50011,49996,1.001521278,25017,24979,41,2879,5640,18311,14195,8325,3,47409,388,505,457,15,1222,49090,906
8417,32647,50011-2021,50011,50325,1.00498008,25225,25100,41,2795,5634,18651,13991,8619,3,47667,429,498,485,15,1231,49369,956
8418,39770,50013-2019,50013,7208,1.039615167,3674,3534,48.2,328,643,2316,2307,1534,3,6777,65,101,46,5,214,7057,151
8419,41530,50013-2020,50013,7278,1.051296505,3730,3548,48.9,311,648,2307,2357,1581,3,6849,66,93,53,5,212,7135,143
8420,43840,50013-2021,50013,7421,1.04378959,3790,3631,48.6,310,653,2381,2348,1662,3,6981,66,99,53,7,215,7269,152
8421,36747,50015-2019,50015,25420,1.004889976,12741,12679,41.4,1288,2713,9617,7003,4511,8,24388,296,96,174,18,448,24933,487
8422,38794,50015-2020,50015,25914,1.013206961,13042,12872,41.6,1248,2767,9823,7135,4623,8,24897,283,95,170,22,447,25391,523
8423,41265,50015-2021,50015,26126,1.008765185,13120,13006,41.6,1235,2728,9979,7093,4767,8,25066,304,98,174,21,463,25592,534
8424,31697,50017-2019,50017,28809,1.005918396,14447,14362,46.5,1344,2649,9628,8624,6284,9,27922,188,110,163,5,421,28398,411
8425,33384,50017-2020,50017,29259,1.01425031,14733,14526,46.4,1324,2768,9786,8616,6459,9,28359,193,115,169,5,418,28849,410
8426,34987,50017-2021,50017,29541,1.008225697,14831,14710,46.2,1277,2758,9995,8516,6653,9,28595,205,130,175,5,431,29108,433
8427,27023,50019-2019,50019,26934,0.998664292,13458,13476,45.7,1304,2688,8952,7522,6172,7,25896,218,154,128,9,529,26496,438
8428,29116,50019-2020,50019,27355,1.013025241,13766,13589,45.5,1332,2747,9111,7551,6281,7,26314,214,159,134,9,525,26931,424
8429,30845,50019-2021,50019,27546,1.011097321,13849,13697,45.5,1318,2719,9260,7421,6497,7,26469,213,172,144,9,539,27056,490
8430,31391,50021-2019,50021,58125,0.98216478,28801,29324,47.1,2536,5173,19459,17139,13215,4,56119,414,168,511,15,898,57186,939
8431,31831,50021-2020,50021,60455,0.994819508,30149,30306,47,2572,5428,20333,17575,13884,4,58352,481,163,530,15,914,59434,1021
8432,33493,50021-2021,50021,60591,0.992797237,30186,30405,46.9,2474,5393,20599,17164,14307,4,58445,475,166,525,17,963,59522,1069
8433,35236,50023-2019,50023,58458,0.98958546,29076,29382,43.6,2700,5405,21442,16468,11796,4,55985,552,179,571,22,1149,57305,1153
8434,36071,50023-2020,50023,59748,1.000535726,29882,29866,43.5,2674,5560,22061,16673,12127,4,57201,584,189,555,22,1197,58485,1263
8435,38041,50023-2021,50023,59969,1.001234733,30003,29966,43.5,2608,5425,22362,16440,12460,4,57365,620,194,572,21,1197,58689,1280
8436,32535,50025-2019,50025,42227,0.957945009,20660,21567,47.8,1843,3871,13758,12336,10025,7,39940,660,127,549,24,927,41194,1033
8437,34313,50025-2020,50025,45844,0.975608705,22639,23205,47.7,1953,4243,14928,13236,10983,7,43428,712,121,575,20,988,44690,1154
8438,35856,50025-2021,50025,46090,0.978026694,22789,23301,47.7,1890,4205,15140,12978,11344,7,43641,748,124,568,20,989,44899,1191
8439,36252,50027-2019,50027,55032,0.955928348,26896,28136,48,2381,5035,17702,16089,13232,7,52808,530,165,555,24,950,53974,1058
8440,37145,50027-2020,50027,57700,0.974945235,28484,29216,47.8,2447,5362,18635,16718,13887,7,55363,550,165,586,19,1017,56551,1149
8441,39377,50027-2021,50027,58196,0.974955034,28729,29467,47.7,2400,5296,19008,16473,14337,7,55700,600,176,641,23,1056,56981,1215
8442,26018,51001-2019,51001,32325,0.954944058,15790,16535,47,1773,3405,9909,8963,7894,8,21802,9430,232,260,52,549,29452,2873
8443,27012,51001-2020,51001,33348,0.970339734,16423,16925,47.1,1799,3531,10222,9191,8193,8,22505,9714,236,269,57,567,30302,3046
8444,29202,51001-2021,51001,33246,0.963617034,16315,16931,47.3,1743,3484,10213,9012,8382,8,22563,9497,234,284,59,609,30076,3170
8445,44799,51003-2019,51003,109843,0.917148093,52548,57295,39.4,5886,10945,43807,26934,21029,3,89612,10588,388,6219,103,2933,103513,6330
8446,46241,51003-2020,51003,112496,0.92871226,54169,58327,39.5,5809,11499,44930,27348,21646,3,91588,10843,410,6418,108,3129,105857,6639
8447,49942,51003-2021,51003,113535,0.929062951,54680,58855,39.7,5683,11430,45550,27120,22416,3,92254,10987,412,6572,100,3210,106785,6750
8448,27338,51005-2019,51005,14898,0.955631399,7280,7618,48.7,658,1366,4574,4320,3803,6,13839,692,47,46,13,261,14662,236
8449,28048,51005-2020,51005,15161,0.966662343,7452,7709,48.8,663,1407,4660,4404,3834,6,14071,702,47,57,13,271,14910,251
8450,28423,51005-2021,51005,14986,0.955630954,7323,7663,49.1,634,1381,4659,4275,3869,6,13871,707,53,59,13,283,14721,265
8451,31688,51007-2019,51007,13058,0.974595494,6445,6613,45,705,1369,4300,3914,2608,1,9978,2673,76,76,6,249,12634,424
8452,32799,51007-2020,51007,13246,0.996382818,6611,6635,45.3,679,1397,4345,4016,2647,1,10150,2678,82,79,7,250,12787,459
8453,32131,51007-2021,51007,13268,0.995488043,6619,6649,45.2,692,1352,4395,3936,2726,1,10209,2616,83,93,8,259,12761,507
8454,26712,51009-2019,51009,31678,0.942005885,15366,16312,45.5,1670,3099,10539,9183,6823,2,24338,6079,281,176,15,789,30886,792
8455,28866,51009-2020,51009,31262,0.953630796,15260,16002,45,1602,3150,10508,8991,6645,2,24059,5930,281,172,15,805,30448,814
8456,31583,51009-2021,51009,31273,0.953829814,15267,16006,44.7,1589,3136,10619,8762,6781,2,24055,5929,279,167,15,828,30424,849
8457,28586,51011-2019,51011,15902,0.942347624,7715,8187,43,952,1649,5456,4323,3323,2,12523,2942,46,62,8,321,15600,302
8458,27889,51011-2020,51011,16133,0.960982132,7906,8227,42.5,983,1722,5593,4312,3334,2,12733,2916,54,70,9,351,15784,349
8459,29202,51011-2021,51011,16353,0.95539878,7990,8363,42.3,1023,1773,5671,4299,3397,2,12929,2905,64,69,12,374,15993,360
8460,71841,51013-2019,51013,238392,1.005046427,119496,118896,35,13736,21202,121531,53233,26467,1,178101,23291,1552,26443,309,8696,201519,36873
8461,73078,51013-2020,51013,238766,1.013594542,120189,118577,35.2,13166,21738,120983,54196,26440,1,177759,23643,1580,26609,330,8845,201641,37125
8462,77535,51013-2021,51013,232965,1.01582618,117397,115568,35.6,12025,21435,116433,53778,27006,1,172355,23945,1586,25875,322,8882,196681,36284
8463,30272,51015-2019,51015,76120,1.028622445,38597,37523,45.4,3636,7216,25995,21841,16535,3,70606,3532,196,490,32,1264,73698,2422
8464,30493,51015-2020,51015,77512,1.040165294,39519,37993,45,3637,7448,26770,22088,16657,3,71748,3612,210,541,33,1368,74852,2660
8465,32461,51015-2021,51015,77563,1.037539076,39496,38067,45,3359,7453,27052,21740,17032,3,71546,3763,225,551,35,1443,74714,2849
8466,27527,51017-2019,51017,4169,1.024769305,2110,2059,51.6,178,313,1204,1288,1150,8,3892,189,9,18,0,61,4081,88
8467,34463,51017-2020,51017,4196,1.039863879,2139,2057,51.9,186,321,1196,1301,1162,8,3936,172,9,18,0,61,4097,99
8468,31431,51017-2021,51017,4114,1.057,2114,2000,52.6,195,317,1136,1250,1183,8,3854,163,10,20,0,67,4013,101
8469,33678,51019-2019,51019,79431,0.968550186,39081,40350,47,3720,7978,25188,24102,17480,2,71110,5706,280,993,23,1319,77463,1968
8470,34565,51019-2020,51019,79504,0.985019475,39452,40052,47,3632,8032,25287,24005,17559,2,71153,5631,308,1046,25,1341,77412,2092
8471,36891,51019-2021,51019,80131,0.982066884,39703,40428,47,3586,8014,25705,23784,18040,2,71591,5676,328,1071,26,1439,77952,2179
8472,22522,51021-2019,51021,6292,1.217835742,3455,2837,47.2,243,454,2151,1874,1496,8,5933,251,10,33,1,64,6231,61
8473,23664,51021-2020,51021,6247,1.235862563,3453,2794,47.5,225,462,2153,1853,1491,8,5883,252,12,33,1,66,6183,64
8474,24486,51021-2021,51021,6173,1.24636099,3425,2748,48,218,446,2114,1837,1509,8,5808,253,12,33,1,66,6108,65
8475,35893,51023-2019,51023,33500,0.987422876,16644,16856,48,1496,3207,10329,10332,7722,2,31557,1074,106,266,9,488,32912,588
8476,37357,51023-2020,51023,33614,0.99964307,16804,16810,48,1452,3244,10467,10303,7731,2,31604,1087,115,281,10,517,32932,682
8477,37525,51023-2021,51023,33866,0.997876231,16915,16951,47.9,1416,3257,10741,10173,7878,2,31813,1080,115,303,13,542,33169,697
8478,21732,51025-2019,51025,16176,1.162855997,8697,7479,44,701,1286,6124,4415,3487,6,6834,8881,58,149,10,244,15765,411
8479,24493,51025-2020,51025,15806,1.176235715,8543,7263,44.2,655,1240,6013,4322,3424,6,6700,8636,56,164,10,240,15404,402
8480,24200,51025-2021,51025,15940,1.191065292,8665,7275,44,652,1246,6107,4300,3479,6,6776,8670,61,172,7,254,15507,433
8481,19496,51027-2019,51027,21031,1.021628376,10628,10403,47.6,869,1874,6839,6376,4844,9,20038,713,33,96,3,148,20851,180
8482,22092,51027-2020,51027,20216,1.034007445,10277,9939,47.6,830,1797,6571,6108,4677,9,19261,663,37,93,3,159,20023,193
8483,21975,51027-2021,51027,19816,1.037006579,10088,9728,47.8,810,1734,6470,5890,4691,9,18820,703,36,97,3,157,19620,196
8484,20605,51029-2019,51029,17134,1.22721955,9441,7693,43.5,761,1649,6332,4847,3385,3,10821,5790,69,73,5,376,16715,419
8485,23045,51029-2020,51029,16820,1.237594785,9303,7517,43.4,749,1631,6206,4734,3328,3,10683,5609,75,79,5,369,16409,411
8486,23717,51029-2021,51029,16947,1.249402708,9413,7534,43.6,746,1602,6260,4749,3395,3,10776,5625,75,79,5,387,16520,427
8487,27739,51031-2019,51031,55371,0.946461841,26924,28447,43.1,3055,5479,19729,15285,11212,2,45125,8167,208,603,28,1240,53750,1621
8488,28173,51031-2020,51031,55638,0.957568081,27216,28422,43.1,3045,5581,19765,15330,11273,2,45191,8359,215,627,35,1211,53950,1688
8489,29143,51031-2021,51031,55492,0.957389771,27142,28350,43.2,2903,5565,19762,15114,11489,2,44927,8432,220,636,40,1237,53751,1741
8490,31568,51033-2019,51033,30745,0.979716677,15215,15530,40,1970,3628,11341,8260,5192,1,20629,8384,255,331,36,1110,29125,1620
8491,35588,51033-2020,51033,30905,0.990147466,15376,15529,39.9,1897,3662,11456,8289,5195,1,20824,8383,261,300,34,1103,29158,1747
8492,36953,51033-2021,51033,31332,0.990597205,15592,15740,39.9,1808,3711,11739,8348,5322,1,21244,8321,287,315,35,1130,29375,1957
8493,25449,51035-2019,51035,30022,0.982173511,14876,15146,48.8,1325,2726,9138,8862,7639,7,29171,272,98,64,14,403,28845,1177
8494,24476,51035-2020,51035,29130,1.000412031,14568,14562,49,1263,2685,8809,8663,7386,7,28242,270,104,76,11,427,27913,1217
8495,26254,51035-2021,51035,29048,1.003863135,14552,14496,49.4,1226,2617,8770,8628,7471,7,28117,297,104,81,13,436,27798,1250
8496,35304,51036-2019,51036,6969,0.953742641,3402,3567,51.8,272,510,2045,2294,1786,1,3128,3110,454,37,5,235,6840,129
8497,36325,51036-2020,51036,6733,0.953292718,3286,3447,52.1,252,487,1970,2224,1739,1,3015,2978,454,42,6,238,6586,147
8498,37059,51036-2021,51036,6594,0.959001783,3228,3366,52.7,235,464,1906,2192,1740,1,2988,2870,444,46,8,238,6438,156
8499,22018,51037-2019,51037,11849,0.983096234,5874,5975,46.2,684,1216,3728,3419,2646,8,8275,3267,50,34,2,221,11567,282
8500,24337,51037-2020,51037,11506,0.995144789,5739,5767,45.9,638,1236,3632,3330,2532,8,8019,3158,57,34,4,234,11189,317
8501,25577,51037-2021,51037,11448,0.987845112,5689,5759,45.7,610,1249,3651,3247,2563,8,7992,3121,57,36,4,238,11152,296
8502,37658,51041-2019,51041,353376,0.927572043,170049,183327,39.1,21401,42114,136146,94530,54282,1,240550,86880,2153,13019,492,10282,320081,33295
8503,42734,51041-2020,51041,365566,0.937995345,176935,188631,39.1,21833,44240,140920,96948,56402,1,247354,90806,2265,13682,541,10918,329551,36015
8504,41320,51041-2021,51041,370688,0.935374061,179155,191533,39.2,21601,44752,143806,96596,58505,1,248928,93665,2321,14026,566,11182,332923,37765
8505,41332,51043-2019,51043,14576,0.982320141,7223,7353,47.8,616,1439,4584,4604,3140,1,13232,661,106,207,11,359,13666,910
8506,42327,51043-2020,51043,14788,0.991113505,7361,7427,47.8,609,1458,4661,4652,3197,1,13446,644,106,205,11,376,13847,941
8507,44129,51043-2021,51043,14881,0.99210174,7411,7470,47.3,606,1479,4778,4534,3286,1,13483,649,112,230,11,396,13839,1042
8508,30103,51045-2019,51045,5127,0.996495327,2559,2568,48.9,215,434,1575,1613,1225,2,5025,24,21,8,0,49,5045,82
8509,30433,51045-2020,51045,4880,1.008230453,2450,2430,49.2,194,422,1492,1550,1164,2,4760,27,23,14,0,56,4801,79
8510,28973,51045-2021,51045,4865,1.014492754,2450,2415,49.3,187,431,1503,1521,1168,2,4729,30,23,25,0,58,4789,76
8511,32028,51047-2019,51047,52722,0.992517007,26262,26460,39.3,3415,6676,19311,14049,8517,1,41760,7734,442,921,86,1779,46559,6163
8512,37507,51047-2020,51047,52717,1.003077741,26399,26318,39.3,3403,6683,19409,13991,8439,1,41797,7553,479,983,86,1819,46243,6474
8513,35826,51047-2021,51047,53596,1.005688197,26874,26722,39.4,3383,6819,19857,14016,8711,1,42582,7579,487,1000,89,1859,46617,6979
8514,25138,51049-2019,51049,9967,0.931589147,4807,5160,46.2,523,984,3234,2855,2257,8,6561,3029,76,46,2,253,9651,316
8515,29160,51049-2020,51049,9656,0.940124573,4679,4977,46.2,496,952,3145,2774,2173,8,6346,2931,75,46,2,256,9342,314
8516,32735,51049-2021,51049,9681,0.934652278,4677,5004,46.4,494,947,3165,2726,2241,8,6380,2923,75,48,2,253,9356,325
8517,24978,51051-2019,51051,14295,1.039229672,7285,7010,45.4,684,1463,4792,3947,3266,9,14041,79,36,30,0,109,14138,157
8518,25485,51051-2020,51051,14045,1.066656857,7249,6796,45.5,630,1435,4714,3867,3232,9,13790,82,36,28,0,109,13896,149
8519,22719,51051-2021,51051,13787,1.062069997,7101,6686,45.7,597,1379,4635,3774,3239,9,13525,89,36,29,0,108,13643,144
8520,28922,51053-2019,51053,28804,0.963596701,14135,14669,42.9,1569,2982,10193,8587,5130,1,18684,9236,124,245,18,497,27722,1082
8521,30351,51053-2020,51053,27900,0.978021978,13795,14105,43,1446,2963,9851,8288,5026,1,18178,8785,128,266,22,521,26814,1086
8522,32485,51053-2021,51053,27912,0.979995744,13815,14097,43.1,1275,2994,9960,8249,5085,1,18206,8725,130,270,22,559,26763,1149
8523,26847,51057-2019,51057,10936,0.877424893,5111,5825,47.7,525,947,3533,3171,2619,6,6244,4122,104,130,22,314,10490,446
8524,26114,51057-2020,51057,10591,0.893617021,4998,5593,48,495,928,3431,3115,2504,6,6012,3953,107,126,24,369,10153,438
8525,28248,51057-2021,51057,10573,0.898886494,5005,5568,48.3,499,908,3421,3085,2553,6,6028,3913,111,129,24,368,10104,469
8526,56231,51059-2019,51059,1152359,0.985477107,571965,580394,38.4,73052,134975,460617,307412,160934,1,741293,123502,6339,234227,1108,45890,963913,188446
8527,58338,51059-2020,51059,1148472,0.99845827,573793,574679,38.6,70349,136183,458637,306984,160555,1,734940,123616,6273,236073,963,46607,958625,189847
8528,61957,51059-2021,51059,1139720,0.998166145,569337,570383,38.8,67544,133433,455486,302040,165344,1,726276,123187,6139,235895,901,47322,950153,189567
8529,45408,51061-2019,51061,71297,0.977286594,35239,36058,41.6,4121,8321,25038,20788,12045,1,61939,5600,370,1249,66,2073,64835,6462
8530,47642,51061-2020,51061,72938,0.992242769,36327,36611,41.6,4120,8589,25683,21259,12245,1,63285,5744,386,1288,73,2162,65993,6945
8531,49440,51061-2021,51061,73815,0.995971013,36833,36982,41.4,4067,8776,26315,21037,12621,1,64028,5748,414,1328,84,2213,66145,7670
8532,26882,51063-2019,51063,15796,1.008646999,7932,7864,47.5,753,1552,4937,4660,3702,3,15108,317,35,77,4,255,15332,464
8533,27306,51063-2020,51063,15474,1.013794898,7790,7684,47.8,737,1489,4797,4596,3666,3,14785,301,34,79,4,271,15043,431
8534,28832,51063-2021,51063,15566,1.00929392,7819,7747,48,731,1478,4805,4591,3782,3,14844,311,37,81,5,288,15135,431
8535,39633,51065-2019,51065,27266,0.848667706,12517,14749,43.5,1390,2649,9746,7530,5600,3,21989,4164,114,243,23,733,26242,1024
8536,44149,51065-2020,51065,27280,0.857930941,12597,14683,43.4,1362,2688,9779,7546,5559,3,21971,4162,128,251,27,741,26222,1058
8537,44913,51065-2021,51065,27723,0.859356137,12813,14910,43.5,1336,2662,10042,7603,5742,3,22285,4235,131,255,30,787,26585,1138
8538,30487,51067-2019,51067,56185,0.967193025,27624,28561,48.3,2610,5417,17294,16614,13614,2,50306,4468,260,268,32,851,54592,1593
8539,32084,51067-2020,51067,54469,0.987484492,27063,27406,48.4,2471,5262,16790,16155,13140,2,48628,4343,277,298,33,890,52868,1601
8540,33739,51067-2021,51067,54938,0.985830472,27273,27665,48.6,2500,5160,17073,16062,13469,2,49096,4349,283,295,34,881,53251,1687
8541,35123,51069-2019,51069,89483,0.99445014,44617,44866,40.8,5230,10316,32432,24423,15912,3,80944,4256,440,1645,71,2127,81161,8322
8542,38442,51069-2020,51069,91766,1.001832421,45925,45841,40.8,5173,10765,33353,24819,16366,3,82803,4444,460,1755,79,2225,82700,9066
8543,39429,51069-2021,51069,93717,1.004084426,46954,46763,40.9,5150,10903,34331,24930,17066,3,84119,4721,467,1968,83,2359,83772,9945
8544,27137,51071-2019,51071,16693,0.974334713,8238,8455,45.3,857,1669,5546,4701,3717,3,16075,262,48,94,4,210,16384,309
8545,27679,51071-2020,51071,16754,0.98483592,8313,8441,45.2,831,1720,5592,4801,3617,3,16082,284,48,99,4,237,16436,318
8546,28945,51071-2021,51071,16562,0.984899329,8218,8344,45.6,760,1687,5520,4730,3665,3,15901,274,50,97,4,236,16243,319
8547,33692,51073-2019,51073,37499,0.963606849,18402,19097,44.8,1895,3767,12756,11237,7429,1,32903,2996,206,335,28,1031,36083,1416
8548,34565,51073-2020,51073,38688,0.979938588,19148,19540,44.6,1927,4011,13138,11477,7714,1,34038,3031,211,342,23,1043,37146,1542
8549,36361,51073-2021,51073,39069,0.975776272,19295,19774,44.4,1922,4085,13328,11302,7971,1,34348,3089,205,355,23,1049,37458,1611
8550,51720,51075-2019,51075,23949,0.965610637,11765,12184,48.8,939,2111,7471,7702,5463,1,19266,3765,84,416,12,406,23222,727
8551,52605,51075-2020,51075,24828,0.985128328,12321,12507,48.8,928,2185,7841,7959,5634,1,19953,3817,79,488,14,477,24023,805
8552,57064,51075-2021,51075,25488,0.975354569,12585,12903,48.9,1006,2131,8124,7983,5953,1,20610,3791,90,497,13,487,24599,889
8553,21663,51077-2019,51077,15574,1.063054709,8025,7549,48.7,630,1347,4880,4639,3944,9,14404,889,53,32,5,191,14974,600
8554,24770,51077-2020,51077,15300,1.079369394,7942,7358,49,597,1311,4782,4598,3863,9,14124,883,49,32,5,207,14733,567
8555,24822,51077-2021,51077,15359,1.090797713,8013,7346,49.2,589,1279,4831,4553,3945,9,14064,958,50,38,7,242,14756,603
8556,32508,51079-2019,51079,19901,0.955103645,9722,10179,41.2,1200,2365,6989,5439,3622,3,17393,1466,93,396,13,540,18722,1179
