,fips,RUCC_2013
2893,51155,3.0
2894,51157,1.0
2895,51159,9.0
2896,51161,2.0
2897,51163,6.0
2898,51165,3.0
2899,51167,7.0
2900,51169,2.0
2901,51171,6.0
2902,51173,7.0
2903,51175,6.0
2904,51177,1.0
2905,51179,1.0
2906,51181,8.0
2907,51183,1.0
2908,51185,5.0
2909,51187,1.0
2910,51191,2.0
2911,51193,6.0
2912,51195,7.0
2913,51197,6.0
2914,51199,1.0
2915,51510,1.0
2916,51515,2.0
2917,51520,2.0
2918,51530,6.0
2919,51540,3.0
2920,51550,1.0
2921,51570,1.0
2922,51580,6.0
2923,51590,4.0
2924,51595,6.0
2925,51600,1.0
2926,51610,1.0
2927,51620,6.0
2928,51630,1.0
2929,51640,7.0
2930,51650,1.0
2931,51660,3.0
2932,51670,1.0
2933,51678,6.0
2934,51680,2.0
2935,51683,1.0
2936,51685,1.0
2937,51690,4.0
2938,51700,1.0
2939,51710,1.0
2940,51720,7.0
2941,51730,1.0
2942,51735,1.0
2943,51740,1.0
2944,51750,3.0
2945,51760,1.0
2946,51770,2.0
2947,51775,2.0
2948,51790,3.0
2949,51800,1.0
2950,51810,1.0
2951,51820,3.0
2952,51830,1.0
2953,51840,3.0
2954,53001,6.0
2955,53003,3.0
2956,53005,2.0
2957,53007,3.0
2958,53009,5.0
2959,53011,1.0
2960,53013,3.0
2961,53015,3.0
2962,53017,3.0
2963,53019,9.0
2964,53021,2.0
2965,53023,8.0
2966,53025,5.0
2967,53027,4.0
2968,53029,4.0
2969,53031,6.0
2970,53033,1.0
2971,53035,2.0
2972,53037,4.0
2973,53039,6.0
2974,53041,4.0
2975,53043,8.0
2976,53045,4.0
2977,53047,6.0
2978,53049,7.0
2979,53051,2.0
2980,53053,1.0
2981,53055,9.0
2982,53057,3.0
2983,53059,1.0
2984,53061,1.0
2985,53063,2.0
2986,53065,2.0
2987,53067,2.0
2988,53069,8.0
2989,53071,3.0
2990,53073,3.0
2991,53075,4.0
2992,53077,3.0
2993,54001,6.0
2994,54003,2.0
2995,54005,3.0
2996,54007,8.0
2997,54009,3.0
2998,54011,2.0
2999,54013,8.0
3000,54015,3.0
3001,54017,9.0
3002,54019,3.0
3003,54021,7.0
3004,54023,7.0
3005,54025,6.0
3006,54027,3.0
3007,54029,3.0
3008,54031,6.0
3009,54033,5.0
3010,54035,6.0
3011,54037,1.0
3012,54039,3.0
3013,54041,7.0
3014,54043,2.0
3015,54045,6.0
3016,54047,7.0
3017,54049,4.0
3018,54051,3.0
3019,54053,6.0
3020,54055,4.0
3021,54057,3.0
3022,54059,7.0
3023,54061,3.0
3024,54063,8.0
3025,54065,8.0
3026,54067,6.0
3027,54069,3.0
3028,54071,8.0
3029,54073,6.0
3030,54075,9.0
3031,54077,3.0
3032,54079,2.0
3033,54081,3.0
3034,54083,7.0
3035,54085,8.0
3036,54087,6.0
3037,54089,6.0
3038,54091,6.0
3039,54093,8.0
3040,54095,9.0
3041,54097,7.0
3042,54099,2.0
3043,54101,9.0
3044,54103,6.0
3045,54105,3.0
3046,54107,3.0
3047,54109,6.0
3048,55001,8.0
3049,55003,7.0
3050,55005,6.0
3051,55007,8.0
3052,55009,2.0
3053,55011,8.0
3054,55013,8.0
3055,55015,3.0
3056,55017,3.0
3057,55019,6.0
3058,55021,2.0
3059,55023,7.0
3060,55025,2.0
3061,55027,4.0
3062,55029,6.0
3063,55031,2.0
3064,55033,6.0
3065,55035,3.0
3066,55037,9.0
3067,55039,3.0
3068,55041,9.0
3069,55043,6.0
3070,55045,2.0
3071,55047,6.0
3072,55049,2.0
3073,55051,9.0
3074,55053,6.0
3075,55055,4.0
3076,55057,7.0
3077,55059,1.0
3078,55061,2.0
3079,55063,3.0
3080,55065,8.0
3081,55067,6.0
3082,55069,6.0
3083,55071,4.0
3084,55073,3.0
3085,55075,6.0
3086,55077,8.0
3087,55078,8.0
3088,55079,1.0
3089,55081,6.0
3090,55083,2.0
3091,55085,7.0
3092,55087,3.0
3093,55089,1.0
3094,55091,8.0
3095,55093,1.0
3096,55095,6.0
3097,55097,4.0
3098,55099,9.0
3099,55101,3.0
3100,55103,6.0
3101,55105,3.0
3102,55107,6.0
3103,55109,1.0
3104,55111,4.0
3105,55113,7.0
3106,55115,6.0
3107,55117,3.0
3108,55119,6.0
3109,55121,6.0
3110,55123,6.0
3111,55125,9.0
3112,55127,4.0
3113,55129,7.0
3114,55131,1.0
3115,55133,1.0
3116,55135,6.0
3117,55137,6.0
3118,55139,3.0
3119,55141,4.0
3120,56001,4.0
3121,56003,9.0
3122,56005,5.0
3123,56007,7.0
3124,56009,6.0
3125,56011,9.0
3126,56013,7.0
3127,56015,7.0
3128,56017,7.0
3129,56019,7.0
3130,56021,3.0
3131,56023,7.0
3132,56025,3.0
3133,56027,9.0
3134,56029,7.0
3135,56031,7.0
3136,56033,7.0
3137,56035,9.0
3138,56037,5.0
3139,56039,7.0
3140,56041,7.0
3141,56043,7.0
3142,56045,7.0
3143,60010,5.0
3144,60020,9.0
3146,60040,9.0
3147,60050,5.0
3148,66010,5.0
3150,69100,9.0
3151,69110,5.0
3152,69120,7.0
3153,72001,6.0
3154,72003,2.0
3155,72005,2.0
3156,72007,1.0
3157,72009,1.0
3158,72011,2.0
3159,72013,3.0
3160,72015,3.0
3161,72017,1.0
3162,72019,1.0
3163,72021,1.0
3164,72023,3.0
3165,72025,1.0
3166,72027,3.0
3167,72029,1.0
3168,72031,1.0
3169,72033,1.0
3170,72035,1.0
3171,72037,1.0
3172,72039,1.0
3173,72041,1.0
3174,72043,4.0
3175,72045,1.0
3176,72047,1.0
3177,72049,9.0
3178,72051,1.0
3179,72053,1.0
3180,72054,1.0
3181,72055,2.0
3182,72057,3.0
3183,72059,2.0
3184,72061,1.0
3185,72063,1.0
3186,72065,3.0
3187,72067,3.0
3188,72069,1.0
3189,72071,2.0
3190,72073,6.0
3191,72075,2.0
3192,72077,1.0
3193,72079,3.0
3194,72081,2.0
3195,72083,6.0
3196,72085,1.0
3197,72087,1.0
3198,72089,1.0
3199,72091,1.0
3200,72093,6.0
3201,72095,1.0
3202,72097,3.0
3203,72099,2.0
3204,72101,1.0
3205,72103,1.0
3206,72105,1.0
3207,72107,1.0
3208,72109,3.0
3209,72111,2.0
3210,72113,2.0
3211,72115,3.0
3212,72117,2.0
3213,72119,1.0
3214,72121,3.0
3215,72123,4.0
3216,72125,3.0
3217,72127,1.0
3218,72129,1.0
3219,72131,2.0
3220,72133,4.0
3221,72135,1.0
3222,72137,1.0
3223,72139,1.0
3224,72141,2.0
3225,72143,1.0
3226,72145,1.0
3227,72147,7.0
3228,72149,2.0
3229,72151,1.0
3230,72153,2.0
3231,78010,5.0
3232,78020,7.0
3233,78030,5.0
