,cost-house,fip-year-month,fip-year
39576,151649,36121-2021-5,36121-2021
39577,152600,36121-2021-6,36121-2021
39578,153541,36121-2021-7,36121-2021
39579,154840,36121-2021-8,36121-2021
39580,156019,36121-2021-9,36121-2021
39581,157123,36121-2021-10,36121-2021
39582,158011,36121-2021-11,36121-2021
39583,161351,36121-2021-12,36121-2021
39584,89234,54099-2019-1,54099-2019
39585,89764,54099-2019-2,54099-2019
39586,90348,54099-2019-3,54099-2019
39587,90766,54099-2019-4,54099-2019
39588,91091,54099-2019-5,54099-2019
39589,91447,54099-2019-6,54099-2019
39590,91864,54099-2019-7,54099-2019
39591,92229,54099-2019-8,54099-2019
39592,92731,54099-2019-9,54099-2019
39593,93224,54099-2019-10,54099-2019
39594,92553,54099-2019-11,54099-2019
39595,91523,54099-2019-12,54099-2019
39596,90542,54099-2020-1,54099-2020
39597,90733,54099-2020-2,54099-2020
39598,90843,54099-2020-3,54099-2020
39599,90915,54099-2020-4,54099-2020
39600,91157,54099-2020-5,54099-2020
39601,91505,54099-2020-6,54099-2020
39602,91768,54099-2020-7,54099-2020
39603,91470,54099-2020-8,54099-2020
39604,91356,54099-2020-9,54099-2020
39605,91538,54099-2020-10,54099-2020
39606,92301,54099-2020-11,54099-2020
39607,92896,54099-2020-12,54099-2020
39608,93484,54099-2021-1,54099-2021
39609,94120,54099-2021-2,54099-2021
39610,94944,54099-2021-3,54099-2021
39611,95519,54099-2021-4,54099-2021
39612,95431,54099-2021-5,54099-2021
39613,95242,54099-2021-6,54099-2021
39614,95052,54099-2021-7,54099-2021
39615,95359,54099-2021-8,54099-2021
39616,95611,54099-2021-9,54099-2021
39617,95970,54099-2021-10,54099-2021
39618,96487,54099-2021-11,54099-2021
39619,98665,54099-2021-12,54099-2021
39620,280743,16069-2019-1,16069-2019
39621,282808,16069-2019-2,16069-2019
39622,284890,16069-2019-3,16069-2019
39623,286772,16069-2019-4,16069-2019
39624,288134,16069-2019-5,16069-2019
39625,289140,16069-2019-6,16069-2019
39626,289995,16069-2019-7,16069-2019
39627,290815,16069-2019-8,16069-2019
39628,291821,16069-2019-9,16069-2019
39629,292626,16069-2019-10,16069-2019
39630,294104,16069-2019-11,16069-2019
39631,295448,16069-2019-12,16069-2019
39632,297054,16069-2020-1,16069-2020
39633,298300,16069-2020-2,16069-2020
39634,299375,16069-2020-3,16069-2020
39635,299170,16069-2020-4,16069-2020
39636,299089,16069-2020-5,16069-2020
39637,299017,16069-2020-6,16069-2020
39638,300253,16069-2020-7,16069-2020
39639,300844,16069-2020-8,16069-2020
39640,301652,16069-2020-9,16069-2020
39641,302601,16069-2020-10,16069-2020
39642,306009,16069-2020-11,16069-2020
39643,309387,16069-2020-12,16069-2020
39644,313516,16069-2021-1,16069-2021
39645,317217,16069-2021-2,16069-2021
39646,322904,16069-2021-3,16069-2021
39647,329128,16069-2021-4,16069-2021
39648,334531,16069-2021-5,16069-2021
39649,338723,16069-2021-6,16069-2021
39650,342663,16069-2021-7,16069-2021
39651,347846,16069-2021-8,16069-2021
39652,351384,16069-2021-9,16069-2021
39653,354270,16069-2021-10,16069-2021
39654,355081,16069-2021-11,16069-2021
39655,218252,47021-2019-1,47021-2019
39656,221187,47021-2019-2,47021-2019
39657,224494,47021-2019-3,47021-2019
39658,226830,47021-2019-4,47021-2019
39659,228278,47021-2019-5,47021-2019
39660,229107,47021-2019-6,47021-2019
39661,230053,47021-2019-7,47021-2019
39662,230046,47021-2019-8,47021-2019
39663,230852,47021-2019-9,47021-2019
39664,231838,47021-2019-10,47021-2019
39665,232528,47021-2019-11,47021-2019
39666,231717,47021-2019-12,47021-2019
39667,232742,47021-2020-1,47021-2020
39668,232742,47021-2020-2,47021-2020
39669,234243,47021-2020-3,47021-2020
39670,233667,47021-2020-4,47021-2020
39671,234295,47021-2020-5,47021-2020
39672,236629,47021-2020-6,47021-2020
39673,239394,47021-2020-7,47021-2020
39674,242055,47021-2020-8,47021-2020
39675,243659,47021-2020-9,47021-2020
39676,244528,47021-2020-10,47021-2020
39677,247332,47021-2020-11,47021-2020
39678,249735,47021-2020-12,47021-2020
39679,254835,47021-2021-1,47021-2021
39680,259129,47021-2021-2,47021-2021
39681,263340,47021-2021-3,47021-2021
39682,267990,47021-2021-4,47021-2021
39683,272281,47021-2021-5,47021-2021
39684,276231,47021-2021-6,47021-2021
39685,281590,47021-2021-7,47021-2021
39686,289578,47021-2021-8,47021-2021
39687,296885,47021-2021-9,47021-2021
39688,301872,47021-2021-10,47021-2021
39689,305409,47021-2021-11,47021-2021
39690,311433,47021-2021-12,47021-2021
39691,243093,47047-2019-1,47047-2019
39692,243936,47047-2019-2,47047-2019
39693,244845,47047-2019-3,47047-2019
39694,245696,47047-2019-4,47047-2019
39695,244770,47047-2019-6,47047-2019
39696,243656,47047-2019-9,47047-2019
39697,244508,47047-2019-10,47047-2019
39698,244709,47047-2019-11,47047-2019
39699,243608,47047-2019-12,47047-2019
39700,243005,47047-2020-1,47047-2020
39701,243151,47047-2020-2,47047-2020
39702,244478,47047-2020-3,47047-2020
39703,245383,47047-2020-4,47047-2020
39704,246065,47047-2020-5,47047-2020
39705,247041,47047-2020-6,47047-2020
39706,248086,47047-2020-7,47047-2020
39707,249920,47047-2020-8,47047-2020
39708,252595,47047-2020-9,47047-2020
39709,255089,47047-2020-10,47047-2020
39710,257648,47047-2020-11,47047-2020
39711,259583,47047-2020-12,47047-2020
39712,261808,47047-2021-1,47047-2021
39713,263106,47047-2021-2,47047-2021
39714,264916,47047-2021-3,47047-2021
39715,267276,47047-2021-4,47047-2021
39716,270361,47047-2021-5,47047-2021
39717,273180,47047-2021-6,47047-2021
39718,275743,47047-2021-7,47047-2021
39719,278290,47047-2021-8,47047-2021
39720,281822,47047-2021-9,47047-2021
39721,286171,47047-2021-10,47047-2021
39722,290804,47047-2021-11,47047-2021
39723,295761,47047-2021-12,47047-2021
39724,200532,27009-2019-1,27009-2019
39725,201429,27009-2019-2,27009-2019
39726,203151,27009-2019-3,27009-2019
39727,204994,27009-2019-4,27009-2019
39728,206806,27009-2019-5,27009-2019
39729,207938,27009-2019-6,27009-2019
39730,209093,27009-2019-7,27009-2019
39731,210290,27009-2019-8,27009-2019
39732,211462,27009-2019-9,27009-2019
39733,212481,27009-2019-10,27009-2019
39734,212755,27009-2019-11,27009-2019
39735,212893,27009-2019-12,27009-2019
39736,213019,27009-2020-1,27009-2020
39737,212869,27009-2020-2,27009-2020
39738,212602,27009-2020-3,27009-2020
39739,212373,27009-2020-4,27009-2020
39740,213026,27009-2020-5,27009-2020
39741,213873,27009-2020-6,27009-2020
39742,214808,27009-2020-7,27009-2020
39743,215265,27009-2020-8,27009-2020
39744,215761,27009-2020-9,27009-2020
39745,216226,27009-2020-10,27009-2020
39746,218312,27009-2020-11,27009-2020
39747,220473,27009-2020-12,27009-2020
39748,224008,27009-2021-1,27009-2021
39749,226876,27009-2021-2,27009-2021
39750,229974,27009-2021-3,27009-2021
39751,232095,27009-2021-4,27009-2021
39752,233815,27009-2021-5,27009-2021
39753,234572,27009-2021-6,27009-2021
39754,234891,27009-2021-7,27009-2021
39755,236072,27009-2021-8,27009-2021
39756,238815,27009-2021-9,27009-2021
39757,243408,27009-2021-10,27009-2021
39758,247088,27009-2021-11,27009-2021
39759,252402,27009-2021-12,27009-2021
39760,127892,29091-2019-1,29091-2019
39761,128037,29091-2019-2,29091-2019
39762,128230,29091-2019-3,29091-2019
39763,128743,29091-2019-4,29091-2019
39764,129351,29091-2019-5,29091-2019
39765,129633,29091-2019-6,29091-2019
39766,129909,29091-2019-7,29091-2019
39767,129972,29091-2019-8,29091-2019
39768,130420,29091-2019-9,29091-2019
39769,131218,29091-2019-10,29091-2019
39770,131958,29091-2019-11,29091-2019
39771,132504,29091-2019-12,29091-2019
39772,132073,29091-2020-1,29091-2020
39773,131900,29091-2020-2,29091-2020
39774,131706,29091-2020-3,29091-2020
39775,132250,29091-2020-4,29091-2020
39776,132522,29091-2020-5,29091-2020
39777,132787,29091-2020-6,29091-2020
39778,132980,29091-2020-7,29091-2020
39779,133103,29091-2020-8,29091-2020
39780,133455,29091-2020-9,29091-2020
39781,134195,29091-2020-10,29091-2020
39782,135747,29091-2020-11,29091-2020
39783,137162,29091-2020-12,29091-2020
39784,143188,29091-2021-2,29091-2021
39785,146698,29091-2021-3,29091-2021
39786,148235,29091-2021-4,29091-2021
39787,150096,29091-2021-5,29091-2021
39788,151429,29091-2021-6,29091-2021
39789,153099,29091-2021-7,29091-2021
39790,154426,29091-2021-8,29091-2021
39791,156045,29091-2021-9,29091-2021
39792,157767,29091-2021-10,29091-2021
39793,159433,29091-2021-11,29091-2021
39794,162012,29091-2021-12,29091-2021
39795,189059,48097-2019-1,48097-2019
39796,189710,48097-2019-2,48097-2019
39797,190438,48097-2019-3,48097-2019
39798,191146,48097-2019-4,48097-2019
39799,192081,48097-2019-5,48097-2019
39800,193071,48097-2019-6,48097-2019
39801,193997,48097-2019-7,48097-2019
39802,194758,48097-2019-8,48097-2019
39803,195660,48097-2019-9,48097-2019
39804,197082,48097-2019-10,48097-2019
39805,198289,48097-2019-11,48097-2019
39806,199259,48097-2019-12,48097-2019
39807,199761,48097-2020-1,48097-2020
39808,199884,48097-2020-2,48097-2020
39809,200023,48097-2020-3,48097-2020
39810,200088,48097-2020-4,48097-2020
39811,200660,48097-2020-5,48097-2020
39812,201222,48097-2020-6,48097-2020
39813,201778,48097-2020-7,48097-2020
39814,202218,48097-2020-8,48097-2020
39815,202920,48097-2020-9,48097-2020
39816,204260,48097-2020-10,48097-2020
39817,206681,48097-2020-11,48097-2020
39818,208707,48097-2020-12,48097-2020
39819,216830,48097-2021-2,48097-2021
39820,221636,48097-2021-3,48097-2021
39821,224449,48097-2021-4,48097-2021
39822,227333,48097-2021-5,48097-2021
39823,230192,48097-2021-6,48097-2021
39824,233420,48097-2021-7,48097-2021
39825,236479,48097-2021-8,48097-2021
39826,239641,48097-2021-9,48097-2021
39827,241808,48097-2021-10,48097-2021
39828,243529,48097-2021-11,48097-2021
39829,249034,48097-2021-12,48097-2021
39830,117782,19127-2019-1,19127-2019
39831,118122,19127-2019-2,19127-2019
39832,118348,19127-2019-3,19127-2019
39833,118542,19127-2019-4,19127-2019
39834,118812,19127-2019-5,19127-2019
39835,119175,19127-2019-6,19127-2019
39836,119635,19127-2019-7,19127-2019
39837,120032,19127-2019-8,19127-2019
39838,120479,19127-2019-9,19127-2019
39839,120966,19127-2019-10,19127-2019
39840,121371,19127-2019-11,19127-2019
39841,121763,19127-2019-12,19127-2019
39842,121658,19127-2020-1,19127-2020
39843,121379,19127-2020-2,19127-2020
39844,121050,19127-2020-3,19127-2020
39845,121018,19127-2020-4,19127-2020
39846,120973,19127-2020-5,19127-2020
39847,120992,19127-2020-6,19127-2020
39848,121128,19127-2020-7,19127-2020
39849,121212,19127-2020-8,19127-2020
39850,121309,19127-2020-9,19127-2020
39851,121370,19127-2020-10,19127-2020
39852,121913,19127-2020-11,19127-2020
39853,122391,19127-2020-12,19127-2020
39854,123816,19127-2021-1,19127-2021
39855,125290,19127-2021-2,19127-2021
39856,126935,19127-2021-3,19127-2021
39857,127951,19127-2021-4,19127-2021
39858,128682,19127-2021-5,19127-2021
39859,129559,19127-2021-6,19127-2021
39860,130251,19127-2021-7,19127-2021
39861,131200,19127-2021-8,19127-2021
39862,132280,19127-2021-9,19127-2021
39863,133228,19127-2021-10,19127-2021
39864,133990,19127-2021-11,19127-2021
39865,135644,19127-2021-12,19127-2021
39866,163980,18061-2019-1,18061-2019
39867,165057,18061-2019-2,18061-2019
39868,166082,18061-2019-3,18061-2019
39869,167022,18061-2019-4,18061-2019
39870,167903,18061-2019-5,18061-2019
39871,168748,18061-2019-6,18061-2019
39872,169594,18061-2019-7,18061-2019
39873,170298,18061-2019-8,18061-2019
39874,171092,18061-2019-9,18061-2019
39875,171943,18061-2019-10,18061-2019
39876,172818,18061-2019-11,18061-2019
39877,173471,18061-2019-12,18061-2019
39878,173913,18061-2020-1,18061-2020
39879,174151,18061-2020-2,18061-2020
39880,174475,18061-2020-3,18061-2020
39881,174790,18061-2020-4,18061-2020
39882,175104,18061-2020-5,18061-2020
39883,175423,18061-2020-6,18061-2020
39884,175883,18061-2020-7,18061-2020
39885,176507,18061-2020-8,18061-2020
39886,177143,18061-2020-9,18061-2020
39887,177783,18061-2020-10,18061-2020
39888,181455,18061-2020-12,18061-2020
39889,192837,18061-2021-3,18061-2021
39890,194705,18061-2021-4,18061-2021
39891,196675,18061-2021-5,18061-2021
39892,198699,18061-2021-6,18061-2021
39893,200712,18061-2021-7,18061-2021
39894,202457,18061-2021-8,18061-2021
39895,204068,18061-2021-9,18061-2021
39896,205695,18061-2021-10,18061-2021
39897,207213,18061-2021-11,18061-2021
39898,210854,18061-2021-12,18061-2021
39899,227425,56013-2019-1,56013-2019
39900,228294,56013-2019-2,56013-2019
39901,229501,56013-2019-3,56013-2019
39902,230898,56013-2019-4,56013-2019
39903,232235,56013-2019-5,56013-2019
39904,233430,56013-2019-6,56013-2019
39905,234727,56013-2019-7,56013-2019
39906,235945,56013-2019-8,56013-2019
39907,237250,56013-2019-9,56013-2019
39908,238490,56013-2019-10,56013-2019
39909,239476,56013-2019-11,56013-2019
39910,240183,56013-2019-12,56013-2019
39911,240563,56013-2020-1,56013-2020
39912,240753,56013-2020-2,56013-2020
39913,240938,56013-2020-3,56013-2020
39914,241480,56013-2020-4,56013-2020
39915,241715,56013-2020-5,56013-2020
39916,241977,56013-2020-6,56013-2020
39917,242167,56013-2020-7,56013-2020
39918,242702,56013-2020-8,56013-2020
39919,243370,56013-2020-9,56013-2020
39920,244034,56013-2020-10,56013-2020
39921,245719,56013-2020-11,56013-2020
39922,247250,56013-2020-12,56013-2020
39923,250245,56013-2021-1,56013-2021
39924,252884,56013-2021-2,56013-2021
39925,255821,56013-2021-3,56013-2021
39926,258080,56013-2021-4,56013-2021
39927,260492,56013-2021-5,56013-2021
39928,263274,56013-2021-6,56013-2021
39929,265643,56013-2021-7,56013-2021
39930,267768,56013-2021-8,56013-2021
39931,269578,56013-2021-9,56013-2021
39932,271117,56013-2021-10,56013-2021
39933,272471,56013-2021-11,56013-2021
39934,278453,56013-2021-12,56013-2021
39935,120867,27099-2019-1,27099-2019
39936,121482,27099-2019-2,27099-2019
39937,122136,27099-2019-3,27099-2019
39938,122764,27099-2019-4,27099-2019
39939,123344,27099-2019-5,27099-2019
39940,124011,27099-2019-6,27099-2019
39941,124722,27099-2019-7,27099-2019
39942,125348,27099-2019-8,27099-2019
39943,134152,27099-2020-1,27099-2020
39944,134789,27099-2020-2,27099-2020
39945,135808,27099-2020-3,27099-2020
39946,135733,27099-2020-4,27099-2020
39947,135444,27099-2020-5,27099-2020
39948,135370,27099-2020-6,27099-2020
39949,136484,27099-2020-7,27099-2020
39950,138469,27099-2020-8,27099-2020
39951,140131,27099-2020-9,27099-2020
39952,141223,27099-2020-10,27099-2020
39953,142107,27099-2020-11,27099-2020
39954,144204,27099-2020-12,27099-2020
39955,146032,27099-2021-1,27099-2021
39956,147641,27099-2021-2,27099-2021
39957,148221,27099-2021-3,27099-2021
39958,150268,27099-2021-4,27099-2021
39959,152055,27099-2021-5,27099-2021
39960,154304,27099-2021-6,27099-2021
39961,155872,27099-2021-7,27099-2021
39962,158133,27099-2021-8,27099-2021
39963,159821,27099-2021-9,27099-2021
39964,161414,27099-2021-10,27099-2021
39965,163292,27099-2021-11,27099-2021
39966,165776,27099-2021-12,27099-2021
39967,127031,47013-2019-1,47013-2019
39968,127473,47013-2019-2,47013-2019
39969,127982,47013-2019-3,47013-2019
39970,128462,47013-2019-4,47013-2019
39971,128923,47013-2019-5,47013-2019
39972,129432,47013-2019-6,47013-2019
39973,129876,47013-2019-7,47013-2019
39974,130313,47013-2019-8,47013-2019
39975,130771,47013-2019-9,47013-2019
39976,131177,47013-2019-10,47013-2019
39977,131607,47013-2019-11,47013-2019
39978,132136,47013-2019-12,47013-2019
39979,132571,47013-2020-1,47013-2020
39980,133175,47013-2020-2,47013-2020
39981,133780,47013-2020-3,47013-2020
39982,134723,47013-2020-4,47013-2020
39983,135475,47013-2020-5,47013-2020
39984,133819,47013-2020-9,47013-2020
39985,134142,47013-2020-10,47013-2020
39986,135635,47013-2020-11,47013-2020
39987,137255,47013-2020-12,47013-2020
39988,143440,47013-2021-2,47013-2021
39989,146046,47013-2021-3,47013-2021
39990,146867,47013-2021-4,47013-2021
39991,148276,47013-2021-5,47013-2021
39992,149686,47013-2021-6,47013-2021
39993,151522,47013-2021-7,47013-2021
39994,152693,47013-2021-8,47013-2021
39995,154267,47013-2021-9,47013-2021
39996,155099,47013-2021-10,47013-2021
39997,156190,47013-2021-11,47013-2021
39998,160153,47013-2021-12,47013-2021
39999,248521,23013-2019-1,23013-2019
40000,248973,23013-2019-2,23013-2019
40001,249353,23013-2019-3,23013-2019
40002,250091,23013-2019-4,23013-2019
40003,251361,23013-2019-5,23013-2019
40004,252775,23013-2019-6,23013-2019
40005,253913,23013-2019-7,23013-2019
40006,254885,23013-2019-8,23013-2019
40007,256139,23013-2019-9,23013-2019
40008,257617,23013-2019-10,23013-2019
40009,259736,23013-2019-11,23013-2019
40010,261761,23013-2019-12,23013-2019
40011,263564,23013-2020-1,23013-2020
40012,264139,23013-2020-2,23013-2020
40013,264592,23013-2020-3,23013-2020
40014,265194,23013-2020-4,23013-2020
40015,265757,23013-2020-5,23013-2020
40016,266226,23013-2020-6,23013-2020
40017,266609,23013-2020-7,23013-2020
40018,267673,23013-2020-8,23013-2020
40019,269120,23013-2020-9,23013-2020
40020,271151,23013-2020-10,23013-2020
40021,273944,23013-2020-11,23013-2020
40022,276424,23013-2020-12,23013-2020
40023,288267,23013-2021-2,23013-2021
40024,295174,23013-2021-3,23013-2021
40025,299434,23013-2021-4,23013-2021
40026,303965,23013-2021-5,23013-2021
40027,308360,23013-2021-6,23013-2021
40028,312169,23013-2021-7,23013-2021
40029,316287,23013-2021-8,23013-2021
40030,319687,23013-2021-9,23013-2021
40031,323106,23013-2021-10,23013-2021
40032,325291,23013-2021-11,23013-2021
40033,333556,23013-2021-12,23013-2021
40034,97699,42123-2019-1,42123-2019
40035,98028,42123-2019-2,42123-2019
40036,98411,42123-2019-3,42123-2019
40037,98764,42123-2019-4,42123-2019
40038,99178,42123-2019-5,42123-2019
40039,99467,42123-2019-6,42123-2019
40040,99986,42123-2019-7,42123-2019
40041,100645,42123-2019-8,42123-2019
40042,101402,42123-2019-9,42123-2019
40043,101851,42123-2019-10,42123-2019
40044,102011,42123-2019-11,42123-2019
40045,102041,42123-2019-12,42123-2019
40046,102046,42123-2020-1,42123-2020
40047,102346,42123-2020-2,42123-2020
40048,102809,42123-2020-3,42123-2020
40049,103393,42123-2020-4,42123-2020
40050,103946,42123-2020-5,42123-2020
40051,103714,42123-2020-6,42123-2020
40052,103420,42123-2020-7,42123-2020
40053,102857,42123-2020-8,42123-2020
40054,102914,42123-2020-9,42123-2020
40055,103097,42123-2020-10,42123-2020
40056,104146,42123-2020-11,42123-2020
