,cost-house,fip-year-month,fip-year
38877,147353,39135-2019-2,39135-2019
38878,147997,39135-2019-3,39135-2019
38879,148652,39135-2019-4,39135-2019
38880,149248,39135-2019-5,39135-2019
38881,150002,39135-2019-6,39135-2019
38882,150823,39135-2019-7,39135-2019
38883,151704,39135-2019-8,39135-2019
38884,152389,39135-2019-9,39135-2019
38885,153101,39135-2019-10,39135-2019
38886,153325,39135-2019-11,39135-2019
38887,153549,39135-2019-12,39135-2019
38888,153625,39135-2020-1,39135-2020
38889,153607,39135-2020-2,39135-2020
38890,153443,39135-2020-3,39135-2020
38891,153304,39135-2020-4,39135-2020
38892,153884,39135-2020-5,39135-2020
38893,154584,39135-2020-6,39135-2020
38894,155277,39135-2020-7,39135-2020
38895,155431,39135-2020-8,39135-2020
38896,155859,39135-2020-9,39135-2020
38897,156489,39135-2020-10,39135-2020
38898,158523,39135-2020-11,39135-2020
38899,160519,39135-2020-12,39135-2020
38900,166197,39135-2021-2,39135-2021
38901,168749,39135-2021-3,39135-2021
38902,170347,39135-2021-4,39135-2021
38903,172012,39135-2021-5,39135-2021
38904,173603,39135-2021-6,39135-2021
38905,174916,39135-2021-7,39135-2021
38906,176475,39135-2021-8,39135-2021
38907,177974,39135-2021-9,39135-2021
38908,179175,39135-2021-10,39135-2021
38909,180001,39135-2021-11,39135-2021
38910,182710,39135-2021-12,39135-2021
38911,124014,40097-2019-1,40097-2019
38912,124406,40097-2019-2,40097-2019
38913,124869,40097-2019-3,40097-2019
38914,125138,40097-2019-4,40097-2019
38915,125364,40097-2019-5,40097-2019
38916,125630,40097-2019-6,40097-2019
38917,126063,40097-2019-7,40097-2019
38918,126400,40097-2019-8,40097-2019
38919,126770,40097-2019-9,40097-2019
38920,127189,40097-2019-10,40097-2019
38921,128635,40097-2019-11,40097-2019
38922,130054,40097-2019-12,40097-2019
38923,131416,40097-2020-1,40097-2020
38924,131399,40097-2020-2,40097-2020
38925,131371,40097-2020-3,40097-2020
38926,131253,40097-2020-4,40097-2020
38927,131120,40097-2020-5,40097-2020
38928,130962,40097-2020-6,40097-2020
38929,131094,40097-2020-7,40097-2020
38930,131600,40097-2020-8,40097-2020
38931,132169,40097-2020-9,40097-2020
38932,132672,40097-2020-10,40097-2020
38933,133887,40097-2020-11,40097-2020
38934,134455,40097-2020-12,40097-2020
38935,135916,40097-2021-1,40097-2021
38936,137093,40097-2021-2,40097-2021
38937,139192,40097-2021-3,40097-2021
38938,140729,40097-2021-4,40097-2021
38939,142480,40097-2021-5,40097-2021
38940,144150,40097-2021-6,40097-2021
38941,145536,40097-2021-7,40097-2021
38942,146721,40097-2021-8,40097-2021
38943,147857,40097-2021-9,40097-2021
38944,149006,40097-2021-10,40097-2021
38945,149964,40097-2021-11,40097-2021
38946,153602,40097-2021-12,40097-2021
38947,165668,48459-2019-1,48459-2019
38948,165735,48459-2019-2,48459-2019
38949,166093,48459-2019-3,48459-2019
38950,166870,48459-2019-4,48459-2019
38951,167798,48459-2019-5,48459-2019
38952,168523,48459-2019-6,48459-2019
38953,168903,48459-2019-7,48459-2019
38954,169270,48459-2019-8,48459-2019
38955,170297,48459-2019-9,48459-2019
38956,171343,48459-2019-10,48459-2019
38957,171580,48459-2019-11,48459-2019
38958,171295,48459-2019-12,48459-2019
38959,170757,48459-2020-1,48459-2020
38960,170419,48459-2020-2,48459-2020
38961,170044,48459-2020-3,48459-2020
38962,169527,48459-2020-4,48459-2020
38963,169493,48459-2020-5,48459-2020
38964,169548,48459-2020-6,48459-2020
38965,169924,48459-2020-7,48459-2020
38966,170010,48459-2020-8,48459-2020
38967,170422,48459-2020-9,48459-2020
38968,171372,48459-2020-10,48459-2020
38969,173038,48459-2020-11,48459-2020
38970,174321,48459-2020-12,48459-2020
38971,176918,48459-2021-1,48459-2021
38972,179170,48459-2021-2,48459-2021
38973,181360,48459-2021-3,48459-2021
38974,182048,48459-2021-4,48459-2021
38975,183275,48459-2021-5,48459-2021
38976,185192,48459-2021-6,48459-2021
38977,187288,48459-2021-7,48459-2021
38978,189399,48459-2021-8,48459-2021
38979,191657,48459-2021-9,48459-2021
38980,193230,48459-2021-10,48459-2021
38981,193835,48459-2021-11,48459-2021
38982,197233,48459-2021-12,48459-2021
38983,103965,48249-2019-1,48249-2019
38984,103564,48249-2019-2,48249-2019
38985,103217,48249-2019-3,48249-2019
38986,103360,48249-2019-4,48249-2019
38987,103759,48249-2019-5,48249-2019
38988,104268,48249-2019-6,48249-2019
38989,104626,48249-2019-7,48249-2019
38990,105094,48249-2019-8,48249-2019
38991,105445,48249-2019-9,48249-2019
38992,106018,48249-2019-10,48249-2019
38993,106621,48249-2019-11,48249-2019
38994,107185,48249-2019-12,48249-2019
38995,107307,48249-2020-1,48249-2020
38996,106983,48249-2020-2,48249-2020
38997,106752,48249-2020-3,48249-2020
38998,106687,48249-2020-4,48249-2020
38999,106859,48249-2020-5,48249-2020
39000,106723,48249-2020-6,48249-2020
39001,106776,48249-2020-7,48249-2020
39002,106695,48249-2020-8,48249-2020
39003,107307,48249-2020-9,48249-2020
39004,108108,48249-2020-10,48249-2020
39005,109353,48249-2020-11,48249-2020
39006,110019,48249-2020-12,48249-2020
39007,111258,48249-2021-1,48249-2021
39008,112643,48249-2021-2,48249-2021
39009,115097,48249-2021-3,48249-2021
39010,117004,48249-2021-4,48249-2021
39011,117113,48249-2021-5,48249-2021
39012,116339,48249-2021-6,48249-2021
39013,115443,48249-2021-7,48249-2021
39014,116188,48249-2021-8,48249-2021
39015,116992,48249-2021-9,48249-2021
39016,117564,48249-2021-10,48249-2021
39017,118351,48249-2021-11,48249-2021
39018,120991,48249-2021-12,48249-2021
39019,143656,42115-2019-1,42115-2019
39020,144497,42115-2019-2,42115-2019
39021,145363,42115-2019-3,42115-2019
39022,142888,42115-2019-4,42115-2019
39023,142420,42115-2019-5,42115-2019
39024,141225,42115-2019-6,42115-2019
39025,140892,42115-2019-7,42115-2019
39026,142068,42115-2019-8,42115-2019
39027,143771,42115-2019-9,42115-2019
39028,141912,42115-2019-10,42115-2019
39029,139291,42115-2019-11,42115-2019
39030,136163,42115-2019-12,42115-2019
39031,134640,42115-2020-1,42115-2020
39032,134023,42115-2020-2,42115-2020
39033,132621,42115-2020-3,42115-2020
39034,131898,42115-2020-4,42115-2020
39035,132055,42115-2020-5,42115-2020
39036,134692,42115-2020-6,42115-2020
39037,138023,42115-2020-7,42115-2020
39038,138837,42115-2020-8,42115-2020
39039,137301,42115-2020-9,42115-2020
39040,135819,42115-2020-10,42115-2020
39041,136189,42115-2020-11,42115-2020
39042,137592,42115-2020-12,42115-2020
39043,139363,42115-2021-1,42115-2021
39044,141272,42115-2021-2,42115-2021
39045,143977,42115-2021-3,42115-2021
39046,149939,42115-2021-4,42115-2021
39047,155288,42115-2021-5,42115-2021
39048,160084,42115-2021-6,42115-2021
39049,161278,42115-2021-7,42115-2021
39050,162596,42115-2021-8,42115-2021
39051,164000,42115-2021-9,42115-2021
39052,165188,42115-2021-10,42115-2021
39053,167859,42115-2021-11,42115-2021
39054,171842,42115-2021-12,42115-2021
39055,154134,42117-2019-1,42117-2019
39056,154877,42117-2019-2,42117-2019
39057,155609,42117-2019-3,42117-2019
39058,156502,42117-2019-4,42117-2019
39059,157172,42117-2019-5,42117-2019
39060,158119,42117-2019-6,42117-2019
39061,158794,42117-2019-7,42117-2019
39062,159609,42117-2019-8,42117-2019
39063,160271,42117-2019-9,42117-2019
39064,160957,42117-2019-10,42117-2019
39065,161263,42117-2019-11,42117-2019
39066,161629,42117-2019-12,42117-2019
39067,161851,42117-2020-1,42117-2020
39068,162204,42117-2020-2,42117-2020
39069,162389,42117-2020-3,42117-2020
39070,162824,42117-2020-4,42117-2020
39071,163605,42117-2020-5,42117-2020
39072,163871,42117-2020-6,42117-2020
39073,164159,42117-2020-7,42117-2020
39074,163893,42117-2020-8,42117-2020
39075,164085,42117-2020-9,42117-2020
39076,164244,42117-2020-10,42117-2020
39077,165702,42117-2020-11,42117-2020
39078,167238,42117-2020-12,42117-2020
39079,172021,42117-2021-2,42117-2021
39080,174497,42117-2021-3,42117-2021
39081,176126,42117-2021-4,42117-2021
39082,177857,42117-2021-5,42117-2021
39083,179544,42117-2021-6,42117-2021
39084,181171,42117-2021-7,42117-2021
39085,182229,42117-2021-8,42117-2021
39086,183244,42117-2021-9,42117-2021
39087,184054,42117-2021-10,42117-2021
39088,185025,42117-2021-11,42117-2021
39089,187969,42117-2021-12,42117-2021
39090,98213,26057-2019-1,26057-2019
39091,98345,26057-2019-2,26057-2019
39092,98697,26057-2019-3,26057-2019
39093,99047,26057-2019-4,26057-2019
39094,99422,26057-2019-5,26057-2019
39095,99570,26057-2019-6,26057-2019
39096,99911,26057-2019-7,26057-2019
39097,100351,26057-2019-8,26057-2019
39098,100871,26057-2019-9,26057-2019
39099,101524,26057-2019-10,26057-2019
39100,101864,26057-2019-11,26057-2019
39101,102202,26057-2019-12,26057-2019
39102,102444,26057-2020-1,26057-2020
39103,102648,26057-2020-2,26057-2020
39104,102765,26057-2020-3,26057-2020
39105,102636,26057-2020-4,26057-2020
39106,102556,26057-2020-5,26057-2020
39107,102632,26057-2020-6,26057-2020
39108,102959,26057-2020-7,26057-2020
39109,103583,26057-2020-8,26057-2020
39110,104247,26057-2020-9,26057-2020
39111,104921,26057-2020-10,26057-2020
39112,106129,26057-2020-11,26057-2020
39113,107334,26057-2020-12,26057-2020
39114,109222,26057-2021-1,26057-2021
39115,111243,26057-2021-2,26057-2021
39116,113550,26057-2021-3,26057-2021
39117,115357,26057-2021-4,26057-2021
39118,116973,26057-2021-5,26057-2021
39119,118615,26057-2021-6,26057-2021
39120,120282,26057-2021-7,26057-2021
39121,121830,26057-2021-8,26057-2021
39122,123217,26057-2021-9,26057-2021
39123,124490,26057-2021-10,26057-2021
39124,125442,26057-2021-11,26057-2021
39125,127541,26057-2021-12,26057-2021
39126,115816,36073-2019-1,36073-2019
39127,116275,36073-2019-2,36073-2019
39128,116726,36073-2019-3,36073-2019
39129,117100,36073-2019-4,36073-2019
39130,117535,36073-2019-5,36073-2019
39131,117911,36073-2019-6,36073-2019
39132,118424,36073-2019-7,36073-2019
39133,118919,36073-2019-8,36073-2019
39134,119443,36073-2019-9,36073-2019
39135,119876,36073-2019-10,36073-2019
39136,120556,36073-2019-11,36073-2019
39137,121257,36073-2019-12,36073-2019
39138,122078,36073-2020-1,36073-2020
39139,122284,36073-2020-2,36073-2020
39140,122495,36073-2020-3,36073-2020
39141,122643,36073-2020-4,36073-2020
39142,122658,36073-2020-5,36073-2020
39143,122636,36073-2020-6,36073-2020
39144,122627,36073-2020-7,36073-2020
39145,122647,36073-2020-8,36073-2020
39146,122635,36073-2020-9,36073-2020
39147,122672,36073-2020-10,36073-2020
39148,123595,36073-2020-11,36073-2020
39149,124611,36073-2020-12,36073-2020
39150,126398,36073-2021-1,36073-2021
39151,128012,36073-2021-2,36073-2021
39152,129792,36073-2021-3,36073-2021
39153,131047,36073-2021-4,36073-2021
39154,132255,36073-2021-5,36073-2021
39155,133432,36073-2021-6,36073-2021
39156,134554,36073-2021-7,36073-2021
39157,135639,36073-2021-8,36073-2021
39158,136588,36073-2021-9,36073-2021
39159,137438,36073-2021-10,36073-2021
39160,138147,36073-2021-11,36073-2021
39161,141018,36073-2021-12,36073-2021
39162,140992,55115-2019-1,55115-2019
39163,141581,55115-2019-2,55115-2019
39164,142149,55115-2019-3,55115-2019
39165,142929,55115-2019-4,55115-2019
39166,143529,55115-2019-5,55115-2019
39167,144167,55115-2019-6,55115-2019
39168,144858,55115-2019-7,55115-2019
39169,145544,55115-2019-8,55115-2019
39170,146312,55115-2019-9,55115-2019
39171,147064,55115-2019-10,55115-2019
39172,147595,55115-2019-11,55115-2019
39173,147984,55115-2019-12,55115-2019
39174,148226,55115-2020-1,55115-2020
39175,148427,55115-2020-2,55115-2020
39176,148633,55115-2020-3,55115-2020
39177,148833,55115-2020-4,55115-2020
39178,148801,55115-2020-5,55115-2020
39179,148506,55115-2020-6,55115-2020
39180,148371,55115-2020-7,55115-2020
39181,148634,55115-2020-8,55115-2020
39182,149403,55115-2020-9,55115-2020
39183,150239,55115-2020-10,55115-2020
39184,152075,55115-2020-11,55115-2020
39185,153805,55115-2020-12,55115-2020
39186,156537,55115-2021-1,55115-2021
39187,158662,55115-2021-2,55115-2021
39188,160941,55115-2021-3,55115-2021
39189,162449,55115-2021-4,55115-2021
39190,164300,55115-2021-5,55115-2021
39191,166373,55115-2021-6,55115-2021
39192,168344,55115-2021-7,55115-2021
39193,170038,55115-2021-8,55115-2021
39194,171630,55115-2021-9,55115-2021
39195,173125,55115-2021-10,55115-2021
39196,174245,55115-2021-11,55115-2021
39197,177184,55115-2021-12,55115-2021
39198,169685,39107-2019-1,39107-2019
39199,170488,39107-2019-2,39107-2019
39200,171375,39107-2019-3,39107-2019
39201,172323,39107-2019-4,39107-2019
39202,173285,39107-2019-5,39107-2019
39203,174188,39107-2019-6,39107-2019
39204,175234,39107-2019-7,39107-2019
39205,176290,39107-2019-8,39107-2019
39206,177178,39107-2019-9,39107-2019
39207,178004,39107-2019-10,39107-2019
39208,178476,39107-2019-11,39107-2019
39209,179039,39107-2019-12,39107-2019
39210,179506,39107-2020-1,39107-2020
39211,179871,39107-2020-2,39107-2020
39212,180065,39107-2020-3,39107-2020
39213,180206,39107-2020-4,39107-2020
39214,181033,39107-2020-5,39107-2020
39215,182054,39107-2020-6,39107-2020
39216,183190,39107-2020-7,39107-2020
39217,183606,39107-2020-8,39107-2020
39218,184032,39107-2020-9,39107-2020
39219,184480,39107-2020-10,39107-2020
39220,188972,39107-2020-12,39107-2020
39221,196506,39107-2021-2,39107-2021
39222,200099,39107-2021-3,39107-2021
39223,202434,39107-2021-4,39107-2021
39224,204435,39107-2021-5,39107-2021
39225,206554,39107-2021-6,39107-2021
39226,208045,39107-2021-7,39107-2021
39227,209752,39107-2021-8,39107-2021
39228,211322,39107-2021-9,39107-2021
39229,212876,39107-2021-10,39107-2021
39230,213969,39107-2021-11,39107-2021
39231,217129,39107-2021-12,39107-2021
39232,141109,12051-2019-1,12051-2019
39233,141999,12051-2019-2,12051-2019
39234,142898,12051-2019-3,12051-2019
39235,143572,12051-2019-4,12051-2019
39236,144370,12051-2019-5,12051-2019
39237,145140,12051-2019-6,12051-2019
39238,145846,12051-2019-7,12051-2019
39239,146579,12051-2019-8,12051-2019
39240,147355,12051-2019-9,12051-2019
39241,148155,12051-2019-10,12051-2019
39242,148906,12051-2019-11,12051-2019
39243,149662,12051-2019-12,12051-2019
39244,150351,12051-2020-1,12051-2020
39245,150701,12051-2020-2,12051-2020
39246,150539,12051-2020-3,12051-2020
39247,150501,12051-2020-4,12051-2020
39248,151073,12051-2020-5,12051-2020
39249,152055,12051-2020-6,12051-2020
39250,153062,12051-2020-7,12051-2020
39251,153391,12051-2020-8,12051-2020
39252,153857,12051-2020-9,12051-2020
39253,154321,12051-2020-10,12051-2020
39254,155295,12051-2020-11,12051-2020
39255,156565,12051-2020-12,12051-2020
39256,168249,12051-2021-3,12051-2021
39257,170707,12051-2021-4,12051-2021
39258,172982,12051-2021-5,12051-2021
39259,175005,12051-2021-6,12051-2021
39260,177197,12051-2021-7,12051-2021
39261,179764,12051-2021-8,12051-2021
39262,182250,12051-2021-9,12051-2021
39263,184353,12051-2021-10,12051-2021
39264,185689,12051-2021-11,12051-2021
39265,190923,12051-2021-12,12051-2021
39266,115803,47177-2019-1,47177-2019
39267,116111,47177-2019-2,47177-2019
39268,115881,47177-2019-3,47177-2019
39269,116017,47177-2019-4,47177-2019
39270,116935,47177-2019-5,47177-2019
39271,118114,47177-2019-6,47177-2019
39272,118835,47177-2019-7,47177-2019
39273,119109,47177-2019-8,47177-2019
39274,119803,47177-2019-9,47177-2019
39275,120471,47177-2019-10,47177-2019
39276,121168,47177-2019-11,47177-2019
39277,122269,47177-2019-12,47177-2019
39278,123654,47177-2020-1,47177-2020
39279,125828,47177-2020-2,47177-2020
39280,127979,47177-2020-3,47177-2020
39281,131155,47177-2020-4,47177-2020
39282,133355,47177-2020-5,47177-2020
39283,135306,47177-2020-6,47177-2020
39284,135921,47177-2020-7,47177-2020
39285,137392,47177-2020-8,47177-2020
39286,139109,47177-2020-9,47177-2020
39287,140047,47177-2020-10,47177-2020
39288,140442,47177-2020-11,47177-2020
39289,141371,47177-2020-12,47177-2020
39290,143680,47177-2021-1,47177-2021
39291,145597,47177-2021-2,47177-2021
39292,146089,47177-2021-3,47177-2021
39293,145586,47177-2021-4,47177-2021
39294,145943,47177-2021-5,47177-2021
39295,146092,47177-2021-6,47177-2021
39296,148210,47177-2021-7,47177-2021
39297,149234,47177-2021-8,47177-2021
39298,150506,47177-2021-9,47177-2021
39299,152025,47177-2021-10,47177-2021
39300,153568,47177-2021-11,47177-2021
39301,156156,47177-2021-12,47177-2021
39302,115256,22009-2019-1,22009-2019
39303,115288,22009-2019-2,22009-2019
39304,114956,22009-2019-3,22009-2019
39305,115052,22009-2019-4,22009-2019
39306,115328,22009-2019-5,22009-2019
39307,115728,22009-2019-6,22009-2019
39308,115944,22009-2019-7,22009-2019
39309,115743,22009-2019-8,22009-2019
39310,115454,22009-2019-9,22009-2019
39311,115606,22009-2019-10,22009-2019
39312,115624,22009-2019-11,22009-2019
39313,116127,22009-2019-12,22009-2019
39314,116378,22009-2020-1,22009-2020
39315,117024,22009-2020-2,22009-2020
39316,112773,22009-2020-4,22009-2020
39317,110956,22009-2020-5,22009-2020
39318,111673,22009-2020-6,22009-2020
39319,112396,22009-2020-7,22009-2020
39320,112588,22009-2020-8,22009-2020
39321,112850,22009-2020-9,22009-2020
39322,113353,22009-2020-10,22009-2020
39323,113908,22009-2020-11,22009-2020
39324,114394,22009-2020-12,22009-2020
39325,115360,22009-2021-1,22009-2021
39326,116932,22009-2021-2,22009-2021
39327,118538,22009-2021-3,22009-2021
39328,119551,22009-2021-4,22009-2021
39329,119970,22009-2021-5,22009-2021
39330,120625,22009-2021-6,22009-2021
39331,121153,22009-2021-7,22009-2021
39332,122189,22009-2021-8,22009-2021
39333,123126,22009-2021-9,22009-2021
39334,123986,22009-2021-10,22009-2021
39335,124790,22009-2021-11,22009-2021
39336,126313,22009-2021-12,22009-2021
39337,183030,39123-2019-1,39123-2019
39338,183749,39123-2019-2,39123-2019
39339,184683,39123-2019-3,39123-2019
39340,185587,39123-2019-4,39123-2019
39341,186242,39123-2019-5,39123-2019
39342,186650,39123-2019-6,39123-2019
39343,187235,39123-2019-7,39123-2019
39344,188228,39123-2019-8,39123-2019
39345,189244,39123-2019-9,39123-2019
39346,190194,39123-2019-10,39123-2019
39347,190522,39123-2019-11,39123-2019
39348,190757,39123-2019-12,39123-2019
39349,190916,39123-2020-1,39123-2020
39350,191085,39123-2020-2,39123-2020
39351,191243,39123-2020-3,39123-2020
39352,191229,39123-2020-4,39123-2020
39353,192158,39123-2020-5,39123-2020
39354,192865,39123-2020-6,39123-2020
39355,193726,39123-2020-7,39123-2020
39356,193801,39123-2020-8,39123-2020
39357,194266,39123-2020-9,39123-2020
39358,194826,39123-2020-10,39123-2020
39359,196995,39123-2020-11,39123-2020
39360,199128,39123-2020-12,39123-2020
39361,206382,39123-2021-2,39123-2021
39362,210019,39123-2021-3,39123-2021
39363,212284,39123-2021-4,39123-2021
39364,213778,39123-2021-5,39123-2021
39365,215328,39123-2021-6,39123-2021
39366,216640,39123-2021-7,39123-2021
39367,218872,39123-2021-8,39123-2021
39368,221025,39123-2021-9,39123-2021
39369,222711,39123-2021-10,39123-2021
39370,223763,39123-2021-11,39123-2021
39371,226950,39123-2021-12,39123-2021
39372,142665,13277-2019-1,13277-2019
39373,143412,13277-2019-2,13277-2019
39374,144057,13277-2019-3,13277-2019
39375,144798,13277-2019-4,13277-2019
39376,145440,13277-2019-5,13277-2019
39377,146111,13277-2019-6,13277-2019
39378,146783,13277-2019-7,13277-2019
39379,147447,13277-2019-8,13277-2019
39380,147990,13277-2019-9,13277-2019
39381,148513,13277-2019-10,13277-2019
39382,148220,13277-2019-11,13277-2019
39383,147800,13277-2019-12,13277-2019
39384,147250,13277-2020-1,13277-2020
39385,147637,13277-2020-2,13277-2020
39386,148032,13277-2020-3,13277-2020
39387,148541,13277-2020-4,13277-2020
39388,148860,13277-2020-5,13277-2020
39389,149118,13277-2020-6,13277-2020
39390,149456,13277-2020-7,13277-2020
39391,149421,13277-2020-8,13277-2020
39392,149542,13277-2020-9,13277-2020
39393,149434,13277-2020-10,13277-2020
39394,150429,13277-2020-11,13277-2020
39395,151471,13277-2020-12,13277-2020
39396,154205,13277-2021-1,13277-2021
39397,156658,13277-2021-2,13277-2021
39398,159370,13277-2021-3,13277-2021
39399,161061,13277-2021-4,13277-2021
39400,162721,13277-2021-5,13277-2021
39401,164451,13277-2021-6,13277-2021
39402,166189,13277-2021-7,13277-2021
39403,167748,13277-2021-8,13277-2021
39404,169061,13277-2021-9,13277-2021
39405,169808,13277-2021-10,13277-2021
39406,170431,13277-2021-11,13277-2021
39407,173970,13277-2021-12,13277-2021
39408,144439,1123-2019-1,1123-2019
39409,145139,1123-2019-2,1123-2019
39410,145825,1123-2019-3,1123-2019
39411,146418,1123-2019-4,1123-2019
39412,147057,1123-2019-5,1123-2019
39413,147701,1123-2019-6,1123-2019
39414,148432,1123-2019-7,1123-2019
39415,148815,1123-2019-8,1123-2019
39416,149168,1123-2019-9,1123-2019
39417,149467,1123-2019-10,1123-2019
39418,150051,1123-2019-11,1123-2019
39419,150688,1123-2019-12,1123-2019
39420,151457,1123-2020-1,1123-2020
39421,152146,1123-2020-2,1123-2020
39422,152698,1123-2020-3,1123-2020
39423,152869,1123-2020-4,1123-2020
39424,153138,1123-2020-5,1123-2020
39425,153562,1123-2020-6,1123-2020
39426,154406,1123-2020-7,1123-2020
39427,154988,1123-2020-8,1123-2020
39428,155756,1123-2020-9,1123-2020
39429,156431,1123-2020-10,1123-2020
39430,157587,1123-2020-11,1123-2020
39431,158498,1123-2020-12,1123-2020
39432,160614,1123-2021-1,1123-2021
39433,162703,1123-2021-2,1123-2021
39434,165207,1123-2021-3,1123-2021
39435,166973,1123-2021-4,1123-2021
39436,168876,1123-2021-5,1123-2021
39437,170733,1123-2021-6,1123-2021
39438,172198,1123-2021-7,1123-2021
39439,173300,1123-2021-8,1123-2021
39440,174093,1123-2021-9,1123-2021
39441,174997,1123-2021-10,1123-2021
39442,175769,1123-2021-11,1123-2021
39443,179459,1123-2021-12,1123-2021
39444,174301,42109-2019-1,42109-2019
39445,175212,42109-2019-2,42109-2019
39446,176319,42109-2019-3,42109-2019
39447,177569,42109-2019-4,42109-2019
39448,178422,42109-2019-5,42109-2019
39449,179364,42109-2019-6,42109-2019
39450,180222,42109-2019-7,42109-2019
39451,180819,42109-2019-8,42109-2019
39452,181398,42109-2019-9,42109-2019
39453,182208,42109-2019-10,42109-2019
39454,182756,42109-2019-11,42109-2019
39455,183056,42109-2019-12,42109-2019
39456,182749,42109-2020-1,42109-2020
39457,182823,42109-2020-2,42109-2020
39458,182891,42109-2020-3,42109-2020
39459,183112,42109-2020-4,42109-2020
39460,183752,42109-2020-5,42109-2020
39461,184679,42109-2020-6,42109-2020
39462,185609,42109-2020-7,42109-2020
39463,185628,42109-2020-8,42109-2020
39464,185651,42109-2020-9,42109-2020
39465,186363,42109-2020-10,42109-2020
39466,188659,42109-2020-11,42109-2020
39467,190886,42109-2020-12,42109-2020
39468,193701,42109-2021-1,42109-2021
39469,196119,42109-2021-2,42109-2021
39470,198797,42109-2021-3,42109-2021
39471,200836,42109-2021-4,42109-2021
39472,202752,42109-2021-5,42109-2021
39473,204751,42109-2021-6,42109-2021
39474,206670,42109-2021-7,42109-2021
39475,208216,42109-2021-8,42109-2021
39476,209876,42109-2021-9,42109-2021
39477,211293,42109-2021-10,42109-2021
39478,212444,42109-2021-11,42109-2021
39479,216068,42109-2021-12,42109-2021
39480,225477,12075-2019-1,12075-2019
39481,226469,12075-2019-2,12075-2019
39482,227299,12075-2019-3,12075-2019
39483,227982,12075-2019-4,12075-2019
39484,228376,12075-2019-5,12075-2019
39485,228966,12075-2019-6,12075-2019
39486,229822,12075-2019-7,12075-2019
39487,230751,12075-2019-8,12075-2019
39488,231375,12075-2019-9,12075-2019
39489,232279,12075-2019-10,12075-2019
39490,233495,12075-2019-11,12075-2019
39491,234860,12075-2019-12,12075-2019
39492,236048,12075-2020-1,12075-2020
39493,236761,12075-2020-2,12075-2020
39494,237469,12075-2020-3,12075-2020
39495,238136,12075-2020-4,12075-2020
39496,239273,12075-2020-5,12075-2020
39497,239176,12075-2020-6,12075-2020
39498,239018,12075-2020-7,12075-2020
39499,238123,12075-2020-8,12075-2020
39500,238624,12075-2020-9,12075-2020
39501,239219,12075-2020-10,12075-2020
39502,240808,12075-2020-11,12075-2020
39503,242248,12075-2020-12,12075-2020
39504,254423,12075-2021-2,12075-2021
39505,265746,12075-2021-4,12075-2021
39506,269282,12075-2021-5,12075-2021
39507,272714,12075-2021-6,12075-2021
39508,275500,12075-2021-7,12075-2021
39509,277704,12075-2021-8,12075-2021
39510,278860,12075-2021-9,12075-2021
39511,282943,12075-2021-10,12075-2021
39512,287329,12075-2021-11,12075-2021
39513,282980,12075-2021-12,12075-2021
39514,120512,55075-2019-1,55075-2019
39515,121083,55075-2019-2,55075-2019
39516,121757,55075-2019-3,55075-2019
39517,122351,55075-2019-4,55075-2019
39518,122895,55075-2019-5,55075-2019
39519,123323,55075-2019-6,55075-2019
39520,123871,55075-2019-7,55075-2019
39521,124341,55075-2019-8,55075-2019
39522,124793,55075-2019-9,55075-2019
39523,125297,55075-2019-10,55075-2019
39524,125617,55075-2019-11,55075-2019
39525,126106,55075-2019-12,55075-2019
39526,126321,55075-2020-1,55075-2020
39527,126490,55075-2020-2,55075-2020
39528,126492,55075-2020-3,55075-2020
39529,126643,55075-2020-4,55075-2020
39530,126775,55075-2020-5,55075-2020
39531,126924,55075-2020-6,55075-2020
39532,127151,55075-2020-7,55075-2020
39533,127510,55075-2020-8,55075-2020
39534,127977,55075-2020-9,55075-2020
39535,128580,55075-2020-10,55075-2020
39536,131946,55075-2020-12,55075-2020
39537,136423,55075-2021-2,55075-2021
39538,138504,55075-2021-3,55075-2021
39539,139834,55075-2021-4,55075-2021
39540,141370,55075-2021-5,55075-2021
39541,143068,55075-2021-6,55075-2021
39542,144619,55075-2021-7,55075-2021
39543,145627,55075-2021-8,55075-2021
39544,146530,55075-2021-9,55075-2021
39545,147501,55075-2021-10,55075-2021
39546,148222,55075-2021-11,55075-2021
39547,150676,55075-2021-12,55075-2021
39548,131759,36121-2019-1,36121-2019
39549,132312,36121-2019-2,36121-2019
39550,132855,36121-2019-3,36121-2019
39551,133081,36121-2019-4,36121-2019
39552,133407,36121-2019-5,36121-2019
39553,133762,36121-2019-6,36121-2019
39554,134443,36121-2019-7,36121-2019
39555,135103,36121-2019-8,36121-2019
39556,135772,36121-2019-9,36121-2019
39557,136329,36121-2019-10,36121-2019
39558,137140,36121-2019-11,36121-2019
39559,137890,36121-2019-12,36121-2019
39560,138801,36121-2020-1,36121-2020
39561,138957,36121-2020-2,36121-2020
39562,139128,36121-2020-3,36121-2020
39563,139203,36121-2020-4,36121-2020
39564,139469,36121-2020-5,36121-2020
39565,139728,36121-2020-6,36121-2020
39566,140026,36121-2020-7,36121-2020
39567,140155,36121-2020-8,36121-2020
39568,140312,36121-2020-9,36121-2020
39569,140626,36121-2020-10,36121-2020
39570,141757,36121-2020-11,36121-2020
39571,142891,36121-2020-12,36121-2020
39572,144902,36121-2021-1,36121-2021
39573,146889,36121-2021-2,36121-2021
39574,149116,36121-2021-3,36121-2021
39575,150588,36121-2021-4,36121-2021
