,cases,fip-year-month,fip-year,fips
640,25748,1129-2020-11,1129-2020,01129
641,32652,1129-2020-12,1129-2020,01129
642,14,1131-2020-3,1131-2020,01131
643,1046,1131-2020-4,1131-2020,01131
644,3057,1131-2020-5,1131-2020,01131
645,6548,1131-2020-6,1131-2020,01131
646,10531,1131-2020-7,1131-2020,01131
647,14516,1131-2020-8,1131-2020,01131
648,15808,1131-2020-9,1131-2020,01131
649,17203,1131-2020-10,1131-2020,01131
650,18228,1131-2020-11,1131-2020,01131
651,23845,1131-2020-12,1131-2020,01131
652,10,1133-2020-3,1133-2020,01133
653,210,1133-2020-4,1133-2020,01133
654,1296,1133-2020-5,1133-2020,01133
655,4371,1133-2020-6,1133-2020,01133
656,10244,1133-2020-7,1133-2020,01133
657,15411,1133-2020-8,1133-2020,01133
658,20244,1133-2020-9,1133-2020,01133
659,26727,1133-2020-10,1133-2020,01133
660,34425,1133-2020-11,1133-2020,01133
661,52232,1133-2020-12,1133-2020,01133
662,38,2013-2020-6,2013-2020,02013
663,73,2013-2020-7,2013-2020,02013
664,121,2013-2020-8,2013-2020,02013
665,303,2013-2020-9,2013-2020,02013
666,452,2013-2020-10,2013-2020,02013
667,668,2013-2020-11,2013-2020,02013
668,1220,2013-2020-12,2013-2020,02013
669,101,2016-2020-6,2016-2020,02016
670,1190,2016-2020-7,2016-2020,02016
671,2765,2016-2020-8,2016-2020,02016
672,2803,2016-2020-9,2016-2020,02016
673,2997,2016-2020-10,2016-2020,02016
674,3141,2016-2020-11,2016-2020,02016
675,4886,2016-2020-12,2016-2020,02016
676,407,2020-2020-3,2020-2020,02020
677,3987,2020-2020-4,2020-2020,02020
678,6244,2020-2020-5,2020-2020,02020
679,10558,2020-2020-6,2020-2020,02020
680,30652,2020-2020-7,2020-2020,02020
681,79157,2020-2020-8,2020-2020,02020
682,114225,2020-2020-9,2020-2020,02020
683,192243,2020-2020-10,2020-2020,02020
684,376373,2020-2020-11,2020-2020,02020
685,634509,2020-2020-12,2020-2020,02020
686,24,2050-2020-4,2050-2020,02050
687,52,2050-2020-5,2050-2020,02050
688,177,2050-2020-6,2050-2020,02050
689,521,2050-2020-7,2050-2020,02050
690,1161,2050-2020-8,2050-2020,02050
691,2694,2050-2020-9,2050-2020,02050
692,7863,2050-2020-10,2050-2020,02050
693,28812,2050-2020-11,2050-2020,02050
694,60985,2050-2020-12,2050-2020,02050
695,6,2068-2020-6,2068-2020,02068
696,63,2068-2020-7,2068-2020,02068
697,124,2068-2020-8,2068-2020,02068
698,185,2068-2020-9,2068-2020,02068
699,639,2068-2020-10,2068-2020,02068
700,1127,2068-2020-11,2068-2020,02068
701,1684,2068-2020-12,2068-2020,02068
702,1,2070-2020-5,2070-2020,02070
703,146,2070-2020-6,2070-2020,02070
704,649,2070-2020-7,2070-2020,02070
705,765,2070-2020-8,2070-2020,02070
706,827,2070-2020-9,2070-2020,02070
707,1234,2070-2020-10,2070-2020,02070
708,2422,2070-2020-11,2070-2020,02070
709,3394,2070-2020-12,2070-2020,02070
710,211,2090-2020-3,2090-2020,02090
711,2147,2090-2020-4,2090-2020,02090
712,2615,2090-2020-5,2090-2020,02090
713,3250,2090-2020-6,2090-2020,02090
714,9212,2090-2020-7,2090-2020,02090
715,16721,2090-2020-8,2090-2020,02090
716,28337,2090-2020-9,2090-2020,02090
717,53850,2090-2020-10,2090-2020,02090
718,86016,2090-2020-11,2090-2020,02090
719,133261,2090-2020-12,2090-2020,02090
720,61,2100-2020-6,2100-2020,02100
721,208,2100-2020-7,2100-2020,02100
722,286,2100-2020-8,2100-2020,02100
723,285,2100-2020-9,2100-2020,02100
724,347,2100-2020-10,2100-2020,02100
725,462,2100-2020-11,2100-2020,02100
726,575,2100-2020-12,2100-2020,02100
727,35,2110-2020-3,2110-2020,02110
728,603,2110-2020-4,2110-2020,02110
729,909,2110-2020-5,2110-2020,02110
730,1186,2110-2020-6,2110-2020,02110
731,2462,2110-2020-7,2110-2020,02110
732,6459,2110-2020-8,2110-2020,02110
733,9708,2110-2020-9,2110-2020,02110
734,13751,2110-2020-10,2110-2020,02110
735,21618,2110-2020-11,2110-2020,02110
736,29403,2110-2020-12,2110-2020,02110
737,60,2122-2020-3,2122-2020,02122
738,446,2122-2020-4,2122-2020,02122
739,798,2122-2020-5,2122-2020,02122
740,3303,2122-2020-6,2122-2020,02122
741,8125,2122-2020-7,2122-2020,02122
742,15982,2122-2020-8,2122-2020,02122
743,18056,2122-2020-9,2122-2020,02122
744,23719,2122-2020-10,2122-2020,02122
745,53404,2122-2020-11,2122-2020,02122
746,101204,2122-2020-12,2122-2020,02122
747,118,2130-2020-3,2130-2020,02130
748,449,2130-2020-4,2130-2020,02130
749,496,2130-2020-5,2130-2020,02130
750,655,2130-2020-6,2130-2020,02130
751,1124,2130-2020-7,2130-2020,02130
752,1702,2130-2020-8,2130-2020,02130
753,1989,2130-2020-9,2130-2020,02130
754,2330,2130-2020-10,2130-2020,02130
755,4657,2130-2020-11,2130-2020,02130
756,6803,2130-2020-12,2130-2020,02130
757,15,2150-2020-4,2150-2020,02150
758,31,2150-2020-5,2150-2020,02150
759,124,2150-2020-6,2150-2020,02150
760,369,2150-2020-7,2150-2020,02150
761,1377,2150-2020-8,2150-2020,02150
762,1902,2150-2020-9,2150-2020,02150
763,2762,2150-2020-10,2150-2020,02150
764,5518,2150-2020-11,2150-2020,02150
765,21430,2150-2020-12,2150-2020,02150
766,75,2158-2020-7,2158-2020,02158
767,220,2158-2020-8,2158-2020,02158
768,311,2158-2020-9,2158-2020,02158
769,2274,2158-2020-10,2158-2020,02158
770,10572,2158-2020-11,2158-2020,02158
771,18812,2158-2020-12,2158-2020,02158
772,20,2170-2020-3,2170-2020,02170
773,403,2170-2020-4,2170-2020,02170
774,689,2170-2020-5,2170-2020,02170
775,1504,2170-2020-6,2170-2020,02170
776,5425,2170-2020-7,2170-2020,02170
777,12288,2170-2020-8,2170-2020,02170
778,16811,2170-2020-9,2170-2020,02170
779,27743,2170-2020-10,2170-2020,02170
780,69856,2170-2020-11,2170-2020,02170
781,169212,2170-2020-12,2170-2020,02170
782,16,2180-2020-4,2180-2020,02180
783,50,2180-2020-5,2180-2020,02180
784,159,2180-2020-6,2180-2020,02180
785,508,2180-2020-7,2180-2020,02180
786,892,2180-2020-8,2180-2020,02180
787,1719,2180-2020-9,2180-2020,02180
788,3447,2180-2020-10,2180-2020,02180
789,5209,2180-2020-11,2180-2020,02180
790,7998,2180-2020-12,2180-2020,02180
791,4,2185-2020-5,2185-2020,02185
792,65,2185-2020-6,2185-2020,02185
793,222,2185-2020-7,2185-2020,02185
794,882,2185-2020-8,2185-2020,02185
795,2476,2185-2020-9,2185-2020,02185
796,6214,2185-2020-10,2185-2020,02185
797,11014,2185-2020-11,2185-2020,02185
798,20930,2185-2020-12,2185-2020,02185
799,21,2188-2020-5,2188-2020,02188
800,102,2188-2020-6,2188-2020,02188
801,305,2188-2020-7,2188-2020,02188
802,1517,2188-2020-8,2188-2020,02188
803,2550,2188-2020-9,2188-2020,02188
804,6107,2188-2020-10,2188-2020,02188
805,9363,2188-2020-11,2188-2020,02188
806,11938,2188-2020-12,2188-2020,02188
807,40,2195-2020-4,2195-2020,02195
808,93,2195-2020-5,2195-2020,02195
809,98,2195-2020-6,2195-2020,02195
810,250,2195-2020-7,2195-2020,02195
811,312,2195-2020-8,2195-2020,02195
812,321,2195-2020-9,2195-2020,02195
813,398,2195-2020-10,2195-2020,02195
814,587,2195-2020-11,2195-2020,02195
815,770,2195-2020-12,2195-2020,02195
816,37,2198-2020-4,2198-2020,02198
817,62,2198-2020-5,2198-2020,02198
818,72,2198-2020-6,2198-2020,02198
819,110,2198-2020-7,2198-2020,02198
820,463,2198-2020-8,2198-2020,02198
821,876,2198-2020-9,2198-2020,02198
822,1003,2198-2020-10,2198-2020,02198
823,1251,2198-2020-11,2198-2020,02198
824,1951,2198-2020-12,2198-2020,02198
825,5,2220-2020-4,2220-2020,02220
826,37,2220-2020-5,2220-2020,02220
827,281,2220-2020-6,2220-2020,02220
828,697,2220-2020-7,2220-2020,02220
829,1301,2220-2020-8,2220-2020,02220
830,1660,2220-2020-9,2220-2020,02220
831,2200,2220-2020-10,2220-2020,02220
832,3892,2220-2020-11,2220-2020,02220
833,7497,2220-2020-12,2220-2020,02220
834,83,2230-2020-10,2230-2020,02230
835,235,2230-2020-11,2230-2020,02230
836,420,2230-2020-12,2230-2020,02230
837,28,2240-2020-4,2240-2020,02240
838,75,2240-2020-5,2240-2020,02240
839,170,2240-2020-6,2240-2020,02240
840,658,2240-2020-7,2240-2020,02240
841,924,2240-2020-8,2240-2020,02240
842,1056,2240-2020-9,2240-2020,02240
843,1777,2240-2020-10,2240-2020,02240
844,5132,2240-2020-11,2240-2020,02240
845,11268,2240-2020-12,2240-2020,02240
846,34,2261-2020-5,2261-2020,02261
847,407,2261-2020-6,2261-2020,02261
848,1567,2261-2020-7,2261-2020,02261
849,3347,2261-2020-8,2261-2020,02261
850,3700,2261-2020-9,2261-2020,02261
851,4508,2261-2020-10,2261-2020,02261
852,6501,2261-2020-11,2261-2020,02261
853,9317,2261-2020-12,2261-2020,02261
854,89,2275-2020-6,2275-2020,02275
855,248,2275-2020-7,2275-2020,02275
856,441,2275-2020-8,2275-2020,02275
857,552,2275-2020-9,2275-2020,02275
858,589,2275-2020-10,2275-2020,02275
859,572,2275-2020-11,2275-2020,02275
860,690,2275-2020-12,2275-2020,02275
861,29,2290-2020-4,2290-2020,02290
862,31,2290-2020-5,2290-2020,02290
863,45,2290-2020-6,2290-2020,02290
864,650,2290-2020-7,2290-2020,02290
865,1837,2290-2020-8,2290-2020,02290
866,2338,2290-2020-9,2290-2020,02290
867,3074,2290-2020-10,2290-2020,02290
868,4273,2290-2020-11,2290-2020,02290
869,6031,2290-2020-12,2290-2020,02290
870,12,2997-2020-5,2997-2020,02997
871,330,2997-2020-6,2997-2020,02997
872,1832,2997-2020-7,2997-2020,02997
873,2324,2997-2020-8,2997-2020,02997
874,2581,2997-2020-9,2997-2020,02997
875,3088,2997-2020-10,2997-2020,02997
876,3912,2997-2020-11,2997-2020,02997
877,4753,2997-2020-12,2997-2020,02997
878,32,2998-2020-7,2998-2020,02998
879,358,2998-2020-8,2998-2020,02998
880,796,2998-2020-9,2998-2020,02998
881,1024,2998-2020-10,2998-2020,02998
882,1243,2998-2020-11,2998-2020,02998
883,1556,2998-2020-12,2998-2020,02998
884,100,4001-2020-3,4001-2020,04001
885,4790,4001-2020-4,4001-2020,04001
886,29052,4001-2020-5,4001-2020,04001
887,58966,4001-2020-6,4001-2020,04001
888,82964,4001-2020-7,4001-2020,04001
889,100075,4001-2020-8,4001-2020,04001
890,102807,4001-2020-9,4001-2020,04001
891,116509,4001-2020-10,4001-2020,04001
892,136779,4001-2020-11,4001-2020,04001
893,202900,4001-2020-12,4001-2020,04001
894,23,4003-2020-3,4003-2020,04003
895,610,4003-2020-4,4003-2020,04003
896,1535,4003-2020-5,4003-2020,04003
897,8607,4003-2020-6,4003-2020,04003
898,34825,4003-2020-7,4003-2020,04003
899,53377,4003-2020-8,4003-2020,04003
900,56096,4003-2020-9,4003-2020,04003
901,63186,4003-2020-10,4003-2020,04003
902,85179,4003-2020-11,4003-2020,04003
903,174811,4003-2020-12,4003-2020,04003
904,445,4005-2020-3,4005-2020,04005
905,8525,4005-2020-4,4005-2020,04005
906,25775,4005-2020-5,4005-2020,04005
907,43358,4005-2020-6,4005-2020,04005
908,78599,4005-2020-7,4005-2020,04005
909,98057,4005-2020-8,4005-2020,04005
910,109667,4005-2020-9,4005-2020,04005
911,145427,4005-2020-10,4005-2020,04005
912,192304,4005-2020-11,4005-2020,04005
913,292470,4005-2020-12,4005-2020,04005
914,4,4007-2020-3,4007-2020,04007
915,184,4007-2020-4,4007-2020,04007
916,649,4007-2020-5,4007-2020,04007
917,3567,4007-2020-6,4007-2020,04007
918,16100,4007-2020-7,4007-2020,04007
919,30634,4007-2020-8,4007-2020,04007
920,36067,4007-2020-9,4007-2020,04007
921,51779,4007-2020-10,4007-2020,04007
922,72649,4007-2020-11,4007-2020,04007
923,117228,4007-2020-12,4007-2020,04007
924,30,4009-2020-3,4009-2020,04009
925,113,4009-2020-4,4009-2020,04009
926,655,4009-2020-5,4009-2020,04009
927,1693,4009-2020-6,4009-2020,04009
928,8068,4009-2020-7,4009-2020,04009
929,18676,4009-2020-8,4009-2020,04009
930,23505,4009-2020-9,4009-2020,04009
931,31532,4009-2020-10,4009-2020,04009
932,51012,4009-2020-11,4009-2020,04009
933,83755,4009-2020-12,4009-2020,04009
934,2,4011-2020-3,4011-2020,04011
935,50,4011-2020-4,4011-2020,04011
936,81,4011-2020-5,4011-2020,04011
937,372,4011-2020-6,4011-2020,04011
938,1106,4011-2020-7,4011-2020,04011
939,1773,4011-2020-8,4011-2020,04011
940,1751,4011-2020-9,4011-2020,04011
941,2368,4011-2020-10,4011-2020,04011
942,4418,4011-2020-11,4011-2020,04011
943,10307,4011-2020-12,4011-2020,04011
944,12,4012-2020-3,4012-2020,04012
945,150,4012-2020-4,4012-2020,04012
946,1105,4012-2020-5,4012-2020,04012
947,6828,4012-2020-6,4012-2020,04012
948,12921,4012-2020-7,4012-2020,04012
949,15108,4012-2020-8,4012-2020,04012
950,15832,4012-2020-9,4012-2020,04012
951,18115,4012-2020-10,4012-2020,04012
952,21241,4012-2020-11,4012-2020,04012
953,35106,4012-2020-12,4012-2020,04012
954,6,4013-2020-1,4013-2020,04013
955,29,4013-2020-2,4013-2020,04013
956,4017,4013-2020-3,4013-2020,04013
957,68745,4013-2020-4,4013-2020,04013
958,214115,4013-2020-5,4013-2020,04013
959,723691,4013-2020-6,4013-2020,04013
960,2705670,4013-2020-7,4013-2020,04013
961,3979145,4013-2020-8,4013-2020,04013
962,4148676,4013-2020-9,4013-2020,04013
963,4626339,4013-2020-10,4013-2020,04013
964,5395879,4013-2020-11,4013-2020,04013
965,8277933,4013-2020-12,4013-2020,04013
966,31,4015-2020-3,4015-2020,04015
967,1477,4015-2020-4,4015-2020,04015
968,7539,4015-2020-5,4015-2020,04015
969,19921,4015-2020-6,4015-2020,04015
970,65119,4015-2020-7,4015-2020,04015
971,103610,4015-2020-8,4015-2020,04015
972,115074,4015-2020-9,4015-2020,04015
973,129401,4015-2020-10,4015-2020,04015
974,156703,4015-2020-11,4015-2020,04015
975,286360,4015-2020-12,4015-2020,04015
976,516,4017-2020-3,4017-2020,04017
977,12054,4017-2020-4,4017-2020,04017
978,38371,4017-2020-5,4017-2020,04017
979,81603,4017-2020-6,4017-2020,04017
980,140664,4017-2020-7,4017-2020,04017
981,168605,4017-2020-8,4017-2020,04017
982,171325,4017-2020-9,4017-2020,04017
983,188286,4017-2020-10,4017-2020,04017
984,217204,4017-2020-11,4017-2020,04017
985,305950,4017-2020-12,4017-2020,04017
986,1021,4019-2020-3,4019-2020,04019
987,22392,4019-2020-4,4019-2020,04019
988,54956,4019-2020-5,4019-2020,04019
989,138281,4019-2020-6,4019-2020,04019
990,387350,4019-2020-7,4019-2020,04019
991,594966,4019-2020-8,4019-2020,04019
992,701862,4019-2020-9,4019-2020,04019
993,832235,4019-2020-10,4019-2020,04019
994,1004897,4019-2020-11,4019-2020,04019
995,1706150,4019-2020-12,4019-2020,04019
996,457,4021-2020-3,4021-2020,04021
997,6363,4021-2020-4,4021-2020,04021
998,20364,4021-2020-5,4021-2020,04021
999,56985,4021-2020-6,4021-2020,04021
1000,188231,4021-2020-7,4021-2020,04021
1001,273193,4021-2020-8,4021-2020,04021
1002,306499,4021-2020-9,4021-2020,04021
1003,350055,4021-2020-10,4021-2020,04021
1004,422092,4021-2020-11,4021-2020,04021
1005,693364,4021-2020-12,4021-2020,04021
1006,20,4023-2020-3,4023-2020,04023
1007,473,4023-2020-4,4023-2020,04023
1008,3309,4023-2020-5,4023-2020,04023
1009,33481,4023-2020-6,4023-2020,04023
1010,69804,4023-2020-7,4023-2020,04023
1011,83564,4023-2020-8,4023-2020,04023
1012,84030,4023-2020-9,4023-2020,04023
1013,91142,4023-2020-10,4023-2020,04023
1014,101662,4023-2020-11,4023-2020,04023
1015,157129,4023-2020-12,4023-2020,04023
1016,98,4025-2020-3,4025-2020,04025
1017,1908,4025-2020-4,4025-2020,04025
1018,6911,4025-2020-5,4025-2020,04025
1019,13066,4025-2020-6,4025-2020,04025
1020,39512,4025-2020-7,4025-2020,04025
1021,65496,4025-2020-8,4025-2020,04025
1022,73163,4025-2020-9,4025-2020,04025
1023,86006,4025-2020-10,4025-2020,04025
1024,118431,4025-2020-11,4025-2020,04025
1025,267601,4025-2020-12,4025-2020,04025
1026,54,4027-2020-3,4027-2020,04027
1027,834,4027-2020-4,4027-2020,04027
1028,12693,4027-2020-5,4027-2020,04027
1029,106812,4027-2020-6,4027-2020,04027
1030,274209,4027-2020-7,4027-2020,04027
1031,365201,4027-2020-8,4027-2020,04027
1032,374203,4027-2020-9,4027-2020,04027
1033,409647,4027-2020-10,4027-2020,04027
1034,469048,4027-2020-11,4027-2020,04027
1035,717423,4027-2020-12,4027-2020,04027
1036,5,5001-2020-3,5001-2020,05001
1037,53,5001-2020-4,5001-2020,05001
1038,78,5001-2020-5,5001-2020,05001
1039,419,5001-2020-6,5001-2020,05001
1040,3114,5001-2020-7,5001-2020,05001
1041,7502,5001-2020-8,5001-2020,05001
1042,10133,5001-2020-9,5001-2020,05001
1043,18036,5001-2020-10,5001-2020,05001
1044,25407,5001-2020-11,5001-2020,05001
1045,35240,5001-2020-12,5001-2020,05001
1046,3,5003-2020-3,5003-2020,05003
1047,294,5003-2020-4,5003-2020,05003
1048,555,5003-2020-5,5003-2020,05003
1049,1351,5003-2020-6,5003-2020,05003
1050,3954,5003-2020-7,5003-2020,05003
1051,10593,5003-2020-8,5003-2020,05003
1052,12286,5003-2020-9,5003-2020,05003
1053,15369,5003-2020-10,5003-2020,05003
1054,20905,5003-2020-11,5003-2020,05003
1055,33765,5003-2020-12,5003-2020,05003
1056,8,5005-2020-3,5005-2020,05005
1057,128,5005-2020-4,5005-2020,05005
1058,195,5005-2020-5,5005-2020,05005
1059,437,5005-2020-6,5005-2020,05005
1060,1193,5005-2020-7,5005-2020,05005
1061,2851,5005-2020-8,5005-2020,05005
1062,7081,5005-2020-9,5005-2020,05005
1063,16528,5005-2020-10,5005-2020,05005
1064,33048,5005-2020-11,5005-2020,05005
1065,54034,5005-2020-12,5005-2020,05005
1066,211,5007-2020-3,5007-2020,05007
1067,1862,5007-2020-4,5007-2020,05007
1068,6388,5007-2020-5,5007-2020,05007
1069,47719,5007-2020-6,5007-2020,05007
1070,113078,5007-2020-7,5007-2020,05007
1071,152572,5007-2020-8,5007-2020,05007
1072,180551,5007-2020-9,5007-2020,05007
1073,233518,5007-2020-10,5007-2020,05007
1074,310951,5007-2020-11,5007-2020,05007
1075,463420,5007-2020-12,5007-2020,05007
1076,14,5009-2020-3,5009-2020,05009
1077,106,5009-2020-4,5009-2020,05009
1078,146,5009-2020-5,5009-2020,05009
1079,350,5009-2020-6,5009-2020,05009
1080,2216,5009-2020-7,5009-2020,05009
1081,7431,5009-2020-8,5009-2020,05009
1082,16559,5009-2020-9,5009-2020,05009
1083,28741,5009-2020-10,5009-2020,05009
1084,42285,5009-2020-11,5009-2020,05009
1085,69024,5009-2020-12,5009-2020,05009
1086,38,5011-2020-3,5011-2020,05011
1087,191,5011-2020-4,5011-2020,05011
1088,435,5011-2020-5,5011-2020,05011
1089,1038,5011-2020-6,5011-2020,05011
1090,2719,5011-2020-7,5011-2020,05011
1091,6875,5011-2020-8,5011-2020,05011
1092,9728,5011-2020-9,5011-2020,05011
1093,11051,5011-2020-10,5011-2020,05011
1094,12427,5011-2020-11,5011-2020,05011
1095,22763,5011-2020-12,5011-2020,05011
1096,162,5013-2020-7,5013-2020,05013
1097,577,5013-2020-8,5013-2020,05013
1098,897,5013-2020-9,5013-2020,05013
1099,1332,5013-2020-10,5013-2020,05013
1100,3162,5013-2020-11,5013-2020,05013
1101,5817,5013-2020-12,5013-2020,05013
1102,69,5015-2020-4,5015-2020,05015
1103,304,5015-2020-5,5015-2020,05015
1104,2727,5015-2020-6,5015-2020,05015
1105,7888,5015-2020-7,5015-2020,05015
1106,12270,5015-2020-8,5015-2020,05015
1107,17239,5015-2020-9,5015-2020,05015
1108,27774,5015-2020-10,5015-2020,05015
1109,36267,5015-2020-11,5015-2020,05015
1110,55937,5015-2020-12,5015-2020,05015
1111,9,5017-2020-3,5017-2020,05017
1112,178,5017-2020-4,5017-2020,05017
1113,348,5017-2020-5,5017-2020,05017
1114,1835,5017-2020-6,5017-2020,05017
1115,7942,5017-2020-7,5017-2020,05017
1116,25538,5017-2020-8,5017-2020,05017
1117,29539,5017-2020-9,5017-2020,05017
1118,31925,5017-2020-10,5017-2020,05017
1119,33179,5017-2020-11,5017-2020,05017
1120,40929,5017-2020-12,5017-2020,05017
1121,140,5019-2020-3,5019-2020,05019
1122,813,5019-2020-4,5019-2020,05019
1123,1072,5019-2020-5,5019-2020,05019
1124,1416,5019-2020-6,5019-2020,05019
1125,2897,5019-2020-7,5019-2020,05019
1126,5955,5019-2020-8,5019-2020,05019
1127,8801,5019-2020-9,5019-2020,05019
1128,13844,5019-2020-10,5019-2020,05019
1129,20403,5019-2020-11,5019-2020,05019
1130,34563,5019-2020-12,5019-2020,05019
1131,34,5021-2020-4,5021-2020,05021
1132,108,5021-2020-5,5021-2020,05021
1133,764,5021-2020-6,5021-2020,05021
1134,2645,5021-2020-7,5021-2020,05021
1135,4504,5021-2020-8,5021-2020,05021
1136,7331,5021-2020-9,5021-2020,05021
1137,12836,5021-2020-10,5021-2020,05021
1138,20594,5021-2020-11,5021-2020,05021
1139,35593,5021-2020-12,5021-2020,05021
1140,482,5023-2020-3,5023-2020,05023
1141,2081,5023-2020-4,5023-2020,05023
1142,2247,5023-2020-5,5023-2020,05023
1143,2305,5023-2020-6,5023-2020,05023
1144,4425,5023-2020-7,5023-2020,05023
1145,6841,5023-2020-8,5023-2020,05023
1146,8895,5023-2020-9,5023-2020,05023
1147,12800,5023-2020-10,5023-2020,05023
1148,18159,5023-2020-11,5023-2020,05023
1149,29910,5023-2020-12,5023-2020,05023
1150,43,5025-2020-3,5025-2020,05025
1151,234,5025-2020-4,5025-2020,05025
1152,471,5025-2020-5,5025-2020,05025
1153,641,5025-2020-6,5025-2020,05025
1154,1308,5025-2020-7,5025-2020,05025
1155,3464,5025-2020-8,5025-2020,05025
1156,4906,5025-2020-9,5025-2020,05025
1157,6484,5025-2020-10,5025-2020,05025
1158,9252,5025-2020-11,5025-2020,05025
1159,14900,5025-2020-12,5025-2020,05025
1160,11,5027-2020-3,5027-2020,05027
1161,145,5027-2020-4,5027-2020,05027
1162,528,5027-2020-5,5027-2020,05027
1163,1189,5027-2020-6,5027-2020,05027
