,cases,fip-year-month,fip-year,fips
14773,16055,29117-2020-10,29117-2020,29117
14774,20343,29117-2020-11,29117-2020,29117
14775,28181,29117-2020-12,29117-2020,29117
14776,9,29119-2020-3,29119-2020,29119
14777,106,29119-2020-4,29119-2020,29119
14778,315,29119-2020-5,29119-2020,29119
14779,6779,29119-2020-6,29119-2020,29119
14780,27408,29119-2020-7,29119-2020,29119
14781,31500,29119-2020-8,29119-2020,29119
14782,32877,29119-2020-9,29119-2020,29119
14783,38563,29119-2020-10,29119-2020,29119
14784,43886,29119-2020-11,29119-2020,29119
14785,56135,29119-2020-12,29119-2020,29119
14786,4,29121-2020-3,29121-2020,29121
14787,62,29121-2020-4,29121-2020,29121
14788,70,29121-2020-5,29121-2020,29121
14789,198,29121-2020-6,29121-2020,29121
14790,872,29121-2020-7,29121-2020,29121
14791,2029,29121-2020-8,29121-2020,29121
14792,3514,29121-2020-9,29121-2020,29121
14793,5947,29121-2020-10,29121-2020,29121
14794,13841,29121-2020-11,29121-2020,29121
14795,25001,29121-2020-12,29121-2020,29121
14796,25,29123-2020-4,29123-2020,29123
14797,81,29123-2020-5,29123-2020,29123
14798,99,29123-2020-6,29123-2020,29123
14799,313,29123-2020-7,29123-2020,29123
14800,1595,29123-2020-8,29123-2020,29123
14801,7383,29123-2020-9,29123-2020,29123
14802,12631,29123-2020-10,29123-2020,29123
14803,21039,29123-2020-11,29123-2020,29123
14804,32702,29123-2020-12,29123-2020,29123
14805,2,29125-2020-3,29125-2020,29125
14806,58,29125-2020-4,29125-2020,29125
14807,62,29125-2020-5,29125-2020,29125
14808,79,29125-2020-6,29125-2020,29125
14809,232,29125-2020-7,29125-2020,29125
14810,897,29125-2020-8,29125-2020,29125
14811,1913,29125-2020-9,29125-2020,29125
14812,4214,29125-2020-10,29125-2020,29125
14813,8866,29125-2020-11,29125-2020,29125
14814,13046,29125-2020-12,29125-2020,29125
14815,46,29127-2020-4,29127-2020,29127
14816,150,29127-2020-5,29127-2020,29127
14817,277,29127-2020-6,29127-2020,29127
14818,1634,29127-2020-7,29127-2020,29127
14819,8549,29127-2020-8,29127-2020,29127
14820,17954,29127-2020-9,29127-2020,29127
14821,25217,29127-2020-10,29127-2020,29127
14822,42276,29127-2020-11,29127-2020,29127
14823,65614,29127-2020-12,29127-2020,29127
14824,1,29129-2020-5,29129-2020,29129
14825,135,29129-2020-6,29129-2020,29129
14826,222,29129-2020-7,29129-2020,29129
14827,417,29129-2020-8,29129-2020,29129
14828,785,29129-2020-9,29129-2020,29129
14829,968,29129-2020-10,29129-2020,29129
14830,1823,29129-2020-11,29129-2020,29129
14831,3385,29129-2020-12,29129-2020,29129
14832,16,29131-2020-4,29131-2020,29131
14833,106,29131-2020-5,29131-2020,29131
14834,222,29131-2020-6,29131-2020,29131
14835,1228,29131-2020-7,29131-2020,29131
14836,5032,29131-2020-8,29131-2020,29131
14837,11641,29131-2020-9,29131-2020,29131
14838,22313,29131-2020-10,29131-2020,29131
14839,37735,29131-2020-11,29131-2020,29131
14840,56024,29131-2020-12,29131-2020,29131
14841,151,29133-2020-4,29133-2020,29133
14842,1422,29133-2020-5,29133-2020,29133
14843,2190,29133-2020-6,29133-2020,29133
14844,3268,29133-2020-7,29133-2020,29133
14845,5423,29133-2020-8,29133-2020,29133
14846,8114,29133-2020-9,29133-2020,29133
14847,11696,29133-2020-10,29133-2020,29133
14848,19181,29133-2020-11,29133-2020,29133
14849,32280,29133-2020-12,29133-2020,29133
14850,19,29135-2020-3,29135-2020,29135
14851,502,29135-2020-4,29135-2020,29135
14852,1362,29135-2020-5,29135-2020,29135
14853,1470,29135-2020-6,29135-2020,29135
14854,2369,29135-2020-7,29135-2020,29135
14855,4933,29135-2020-8,29135-2020,29135
14856,7591,29135-2020-9,29135-2020,29135
14857,14810,29135-2020-10,29135-2020,29135
14858,29875,29135-2020-11,29135-2020,29135
14859,42888,29135-2020-12,29135-2020,29135
14860,10,29137-2020-5,29137-2020,29137
14861,108,29137-2020-6,29137-2020,29137
14862,221,29137-2020-7,29137-2020,29137
14863,1255,29137-2020-8,29137-2020,29137
14864,2454,29137-2020-9,29137-2020,29137
14865,3834,29137-2020-10,29137-2020,29137
14866,8747,29137-2020-11,29137-2020,29137
14867,14166,29137-2020-12,29137-2020,29137
14868,16,29139-2020-3,29139-2020,29139
14869,176,29139-2020-4,29139-2020,29139
14870,230,29139-2020-5,29139-2020,29139
14871,381,29139-2020-6,29139-2020,29139
14872,749,29139-2020-7,29139-2020,29139
14873,1406,29139-2020-8,29139-2020,29139
14874,2137,29139-2020-9,29139-2020,29139
14875,3516,29139-2020-10,29139-2020,29139
14876,8033,29139-2020-11,29139-2020,29139
14877,13142,29139-2020-12,29139-2020,29139
14878,2,29141-2020-3,29141-2020,29141
14879,54,29141-2020-4,29141-2020,29141
14880,226,29141-2020-5,29141-2020,29141
14881,318,29141-2020-6,29141-2020,29141
14882,1006,29141-2020-7,29141-2020,29141
14883,2924,29141-2020-8,29141-2020,29141
14884,7176,29141-2020-9,29141-2020,29141
14885,17112,29141-2020-10,29141-2020,29141
14886,27486,29141-2020-11,29141-2020,29141
14887,40242,29141-2020-12,29141-2020,29141
14888,198,29143-2020-4,29143-2020,29143
14889,437,29143-2020-5,29143-2020,29143
14890,931,29143-2020-6,29143-2020,29143
14891,2708,29143-2020-7,29143-2020,29143
14892,9068,29143-2020-8,29143-2020,29143
14893,14538,29143-2020-9,29143-2020,29143
14894,21156,29143-2020-10,29143-2020,29143
14895,33017,29143-2020-11,29143-2020,29143
14896,46339,29143-2020-12,29143-2020,29143
14897,24,29145-2020-3,29145-2020,29145
14898,247,29145-2020-4,29145-2020,29145
14899,465,29145-2020-5,29145-2020,29145
14900,4558,29145-2020-6,29145-2020,29145
14901,19053,29145-2020-7,29145-2020,29145
14902,29278,29145-2020-8,29145-2020,29145
14903,38196,29145-2020-9,29145-2020,29145
14904,54357,29145-2020-10,29145-2020,29145
14905,77877,29145-2020-11,29145-2020,29145
14906,99540,29145-2020-12,29145-2020,29145
14907,69,29147-2020-4,29147-2020,29147
14908,211,29147-2020-5,29147-2020,29147
14909,474,29147-2020-6,29147-2020,29147
14910,1505,29147-2020-7,29147-2020,29147
14911,7502,29147-2020-8,29147-2020,29147
14912,17358,29147-2020-9,29147-2020,29147
14913,30618,29147-2020-10,29147-2020,29147
14914,49792,29147-2020-11,29147-2020,29147
14915,68272,29147-2020-12,29147-2020,29147
14916,24,29149-2020-4,29149-2020,29149
14917,61,29149-2020-5,29149-2020,29149
14918,131,29149-2020-6,29149-2020,29149
14919,307,29149-2020-7,29149-2020,29149
14920,775,29149-2020-8,29149-2020,29149
14921,2613,29149-2020-9,29149-2020,29149
14922,5980,29149-2020-10,29149-2020,29149
14923,9509,29149-2020-11,29149-2020,29149
14924,14455,29149-2020-12,29149-2020,29149
14925,2,29151-2020-3,29151-2020,29151
14926,120,29151-2020-4,29151-2020,29151
14927,155,29151-2020-5,29151-2020,29151
14928,164,29151-2020-6,29151-2020,29151
14929,588,29151-2020-7,29151-2020,29151
14930,1840,29151-2020-8,29151-2020,29151
14931,3530,29151-2020-9,29151-2020,29151
14932,10716,29151-2020-10,29151-2020,29151
14933,22990,29151-2020-11,29151-2020,29151
14934,33375,29151-2020-12,29151-2020,29151
14935,12,29153-2020-6,29153-2020,29153
14936,90,29153-2020-7,29153-2020,29153
14937,474,29153-2020-8,29153-2020,29153
14938,2690,29153-2020-9,29153-2020,29153
14939,5355,29153-2020-10,29153-2020,29153
14940,7750,29153-2020-11,29153-2020,29153
14941,10517,29153-2020-12,29153-2020,29153
14942,10,29155-2020-3,29155-2020,29155
14943,319,29155-2020-4,29155-2020,29155
14944,1961,29155-2020-5,29155-2020,29155
14945,3030,29155-2020-6,29155-2020,29155
14946,4534,29155-2020-7,29155-2020,29155
14947,8244,29155-2020-8,29155-2020,29155
14948,13232,29155-2020-9,29155-2020,29155
14949,20179,29155-2020-10,29155-2020,29155
14950,28028,29155-2020-11,29155-2020,29155
14951,37320,29155-2020-12,29155-2020,29155
14952,55,29157-2020-3,29157-2020,29157
14953,1028,29157-2020-4,29157-2020,29157
14954,1460,29157-2020-5,29157-2020,29157
14955,2721,29157-2020-6,29157-2020,29157
14956,5392,29157-2020-7,29157-2020,29157
14957,8374,29157-2020-8,29157-2020,29157
14958,15894,29157-2020-9,29157-2020,29157
14959,22881,29157-2020-10,29157-2020,29157
14960,37152,29157-2020-11,29157-2020,29157
14961,53357,29157-2020-12,29157-2020,29157
14962,5,29159-2020-3,29159-2020,29159
14963,349,29159-2020-4,29159-2020,29159
14964,1999,29159-2020-5,29159-2020,29159
14965,2774,29159-2020-6,29159-2020,29159
14966,6724,29159-2020-7,29159-2020,29159
14967,19350,29159-2020-8,29159-2020,29159
14968,28736,29159-2020-9,29159-2020,29159
14969,46171,29159-2020-10,29159-2020,29159
14970,80717,29159-2020-11,29159-2020,29159
14971,117499,29159-2020-12,29159-2020,29159
14972,30,29161-2020-4,29161-2020,29161
14973,86,29161-2020-5,29161-2020,29161
14974,287,29161-2020-6,29161-2020,29161
14975,1698,29161-2020-7,29161-2020,29161
14976,3877,29161-2020-8,29161-2020,29161
14977,10776,29161-2020-9,29161-2020,29161
14978,21343,29161-2020-10,29161-2020,29161
14979,39565,29161-2020-11,29161-2020,29161
14980,67266,29161-2020-12,29161-2020,29161
14981,2,29163-2020-3,29163-2020,29163
14982,164,29163-2020-4,29163-2020,29163
14983,424,29163-2020-5,29163-2020,29163
14984,937,29163-2020-6,29163-2020,29163
14985,1447,29163-2020-7,29163-2020,29163
14986,3697,29163-2020-8,29163-2020,29163
14987,5954,29163-2020-9,29163-2020,29163
14988,9293,29163-2020-10,29163-2020,29163
14989,19755,29163-2020-11,29163-2020,29163
14990,35054,29163-2020-12,29163-2020,29163
14991,40,29165-2020-3,29165-2020,29165
14992,726,29165-2020-4,29165-2020,29165
14993,1646,29165-2020-5,29165-2020,29165
14994,2862,29165-2020-6,29165-2020,29165
14995,6214,29165-2020-7,29165-2020,29165
14996,12757,29165-2020-8,29165-2020,29165
14997,18660,29165-2020-9,29165-2020,29165
14998,27430,29165-2020-10,29165-2020,29165
14999,40688,29165-2020-11,29165-2020,29165
15000,63709,29165-2020-12,29165-2020,29165
15001,24,29167-2020-4,29167-2020,29167
15002,48,29167-2020-5,29167-2020,29167
15003,247,29167-2020-6,29167-2020,29167
15004,2255,29167-2020-7,29167-2020,29167
15005,7842,29167-2020-8,29167-2020,29167
15006,15729,29167-2020-9,29167-2020,29167
15007,31587,29167-2020-10,29167-2020,29167
15008,45484,29167-2020-11,29167-2020,29167
15009,68438,29167-2020-12,29167-2020,29167
15010,43,29169-2020-3,29169-2020,29169
15011,614,29169-2020-4,29169-2020,29169
15012,1116,29169-2020-5,29169-2020,29169
15013,2663,29169-2020-6,29169-2020,29169
15014,4637,29169-2020-7,29169-2020,29169
15015,8554,29169-2020-8,29169-2020,29169
15016,15517,29169-2020-9,29169-2020,29169
15017,26773,29169-2020-10,29169-2020,29169
15018,39876,29169-2020-11,29169-2020,29169
15019,67535,29169-2020-12,29169-2020,29169
15020,40,29171-2020-6,29171-2020,29171
15021,118,29171-2020-7,29171-2020,29171
15022,483,29171-2020-8,29171-2020,29171
15023,901,29171-2020-9,29171-2020,29171
15024,1391,29171-2020-10,29171-2020,29171
15025,2982,29171-2020-11,29171-2020,29171
15026,5671,29171-2020-12,29171-2020,29171
15027,7,29173-2020-3,29173-2020,29173
15028,30,29173-2020-4,29173-2020,29173
15029,59,29173-2020-5,29173-2020,29173
15030,184,29173-2020-6,29173-2020,29173
15031,396,29173-2020-7,29173-2020,29173
15032,1834,29173-2020-8,29173-2020,29173
15033,4037,29173-2020-9,29173-2020,29173
15034,5609,29173-2020-10,29173-2020,29173
15035,10245,29173-2020-11,29173-2020,29173
15036,17956,29173-2020-12,29173-2020,29173
15037,8,29175-2020-3,29175-2020,29175
15038,218,29175-2020-4,29175-2020,29175
15039,258,29175-2020-5,29175-2020,29175
15040,329,29175-2020-6,29175-2020,29175
15041,708,29175-2020-7,29175-2020,29175
15042,2651,29175-2020-8,29175-2020,29175
15043,5792,29175-2020-9,29175-2020,29175
15044,14760,29175-2020-10,29175-2020,29175
15045,28814,29175-2020-11,29175-2020,29175
15046,44772,29175-2020-12,29175-2020,29175
15047,5,29177-2020-3,29177-2020,29177
15048,213,29177-2020-4,29177-2020,29177
15049,431,29177-2020-5,29177-2020,29177
15050,721,29177-2020-6,29177-2020,29177
15051,1235,29177-2020-7,29177-2020,29177
15052,3602,29177-2020-8,29177-2020,29177
15053,4428,29177-2020-9,29177-2020,29177
15054,7127,29177-2020-10,29177-2020,29177
15055,15789,29177-2020-11,29177-2020,29177
15056,28506,29177-2020-12,29177-2020,29177
15057,4,29179-2020-3,29179-2020,29179
15058,60,29179-2020-4,29179-2020,29179
15059,62,29179-2020-5,29179-2020,29179
15060,61,29179-2020-6,29179-2020,29179
15061,260,29179-2020-7,29179-2020,29179
15062,537,29179-2020-8,29179-2020,29179
15063,908,29179-2020-9,29179-2020,29179
15064,1753,29179-2020-10,29179-2020,29179
15065,6069,29179-2020-11,29179-2020,29179
15066,11056,29179-2020-12,29179-2020,29179
15067,7,29181-2020-3,29181-2020,29181
15068,97,29181-2020-4,29181-2020,29181
15069,187,29181-2020-5,29181-2020,29181
15070,383,29181-2020-6,29181-2020,29181
15071,823,29181-2020-7,29181-2020,29181
15072,2071,29181-2020-8,29181-2020,29181
15073,3944,29181-2020-9,29181-2020,29181
15074,6299,29181-2020-10,29181-2020,29181
15075,12255,29181-2020-11,29181-2020,29181
15076,18958,29181-2020-12,29181-2020,29181
15077,322,29183-2020-3,29183-2020,29183
15078,10917,29183-2020-4,29183-2020,29183
15079,21513,29183-2020-5,29183-2020,29183
15080,27643,29183-2020-6,29183-2020,29183
15081,66287,29183-2020-7,29183-2020,29183
15082,145202,29183-2020-8,29183-2020,29183
15083,207525,29183-2020-9,29183-2020,29183
15084,305710,29183-2020-10,29183-2020,29183
15085,514077,29183-2020-11,29183-2020,29183
15086,813207,29183-2020-12,29183-2020,29183
15087,44,29185-2020-4,29185-2020,29185
15088,63,29185-2020-5,29185-2020,29185
15089,60,29185-2020-6,29185-2020,29185
15090,241,29185-2020-7,29185-2020,29185
15091,712,29185-2020-8,29185-2020,29185
15092,1291,29185-2020-9,29185-2020,29185
15093,3113,29185-2020-10,29185-2020,29185
15094,7020,29185-2020-11,29185-2020,29185
15095,12467,29185-2020-12,29185-2020,29185
15096,2,29186-2020-3,29186-2020,29186
15097,192,29186-2020-4,29186-2020,29186
15098,264,29186-2020-5,29186-2020,29186
15099,431,29186-2020-6,29186-2020,29186
15100,893,29186-2020-7,29186-2020,29186
15101,2264,29186-2020-8,29186-2020,29186
15102,4822,29186-2020-9,29186-2020,29186
15103,9259,29186-2020-10,29186-2020,29186
15104,24091,29186-2020-11,29186-2020,29186
15105,39317,29186-2020-12,29186-2020,29186
15106,26,29187-2020-3,29187-2020,29187
15107,639,29187-2020-4,29187-2020,29187
15108,932,29187-2020-5,29187-2020,29187
15109,1926,29187-2020-6,29187-2020,29187
15110,6369,29187-2020-7,29187-2020,29187
15111,19313,29187-2020-8,29187-2020,29187
15112,52302,29187-2020-9,29187-2020,29187
15113,86122,29187-2020-10,29187-2020,29187
15114,127075,29187-2020-11,29187-2020,29187
15115,181319,29187-2020-12,29187-2020,29187
15116,2319,29189-2020-3,29189-2020,29189
15117,56993,29189-2020-4,29189-2020,29189
15118,126917,29189-2020-5,29189-2020,29189
15119,168765,29189-2020-6,29189-2020,29189
15120,275979,29189-2020-7,29189-2020,29189
15121,507694,29189-2020-8,29189-2020,29189
15122,663690,29189-2020-9,29189-2020,29189
15123,856877,29189-2020-10,29189-2020,29189
15124,1247029,29189-2020-11,29189-2020,29189
15125,1907130,29189-2020-12,29189-2020,29189
15126,1791,29195-2020-4,29195-2020,29195
15127,7324,29195-2020-5,29195-2020,29195
15128,8225,29195-2020-6,29195-2020,29195
15129,10266,29195-2020-7,29195-2020,29195
15130,14800,29195-2020-8,29195-2020,29195
15131,19156,29195-2020-9,29195-2020,29195
15132,27196,29195-2020-10,29195-2020,29195
15133,39610,29195-2020-11,29195-2020,29195
15134,55986,29195-2020-12,29195-2020,29195
15135,20,29197-2020-5,29197-2020,29197
15136,68,29197-2020-6,29197-2020,29197
15137,198,29197-2020-7,29197-2020,29197
15138,377,29197-2020-8,29197-2020,29197
15139,645,29197-2020-9,29197-2020,29197
15140,1056,29197-2020-10,29197-2020,29197
15141,3018,29197-2020-11,29197-2020,29197
15142,5141,29197-2020-12,29197-2020,29197
15143,80,29199-2020-4,29199-2020,29199
15144,125,29199-2020-5,29199-2020,29199
15145,255,29199-2020-6,29199-2020,29199
15146,344,29199-2020-7,29199-2020,29199
15147,512,29199-2020-8,29199-2020,29199
15148,767,29199-2020-9,29199-2020,29199
15149,1726,29199-2020-10,29199-2020,29199
15150,4078,29199-2020-11,29199-2020,29199
15151,6567,29199-2020-12,29199-2020,29199
15152,25,29201-2020-3,29201-2020,29201
15153,1027,29201-2020-4,29201-2020,29201
15154,2672,29201-2020-5,29201-2020,29201
15155,4242,29201-2020-6,29201-2020,29201
15156,7333,29201-2020-7,29201-2020,29201
15157,14637,29201-2020-8,29201-2020,29201
15158,23052,29201-2020-9,29201-2020,29201
15159,37196,29201-2020-10,29201-2020,29201
15160,62923,29201-2020-11,29201-2020,29201
15161,95463,29201-2020-12,29201-2020,29201
15162,8,29203-2020-5,29203-2020,29203
15163,171,29203-2020-6,29203-2020,29203
15164,906,29203-2020-7,29203-2020,29203
15165,1404,29203-2020-8,29203-2020,29203
15166,2290,29203-2020-9,29203-2020,29203
15167,5889,29203-2020-10,29203-2020,29203
15168,9300,29203-2020-11,29203-2020,29203
15169,11801,29203-2020-12,29203-2020,29203
15170,7,29205-2020-3,29205-2020,29205
15171,30,29205-2020-4,29205-2020,29205
15172,31,29205-2020-5,29205-2020,29205
15173,49,29205-2020-6,29205-2020,29205
15174,206,29205-2020-7,29205-2020,29205
15175,1222,29205-2020-8,29205-2020,29205
15176,1723,29205-2020-9,29205-2020,29205
15177,2814,29205-2020-10,29205-2020,29205
15178,4697,29205-2020-11,29205-2020,29205
15179,8175,29205-2020-12,29205-2020,29205
15180,10,29207-2020-3,29207-2020,29207
15181,395,29207-2020-4,29207-2020,29207
15182,1466,29207-2020-5,29207-2020,29207
15183,3520,29207-2020-6,29207-2020,29207
15184,5164,29207-2020-7,29207-2020,29207
15185,7644,29207-2020-8,29207-2020,29207
15186,12035,29207-2020-9,29207-2020,29207
15187,22664,29207-2020-10,29207-2020,29207
15188,38280,29207-2020-11,29207-2020,29207
15189,58400,29207-2020-12,29207-2020,29207
15190,2,29209-2020-3,29209-2020,29209
15191,87,29209-2020-4,29209-2020,29209
15192,107,29209-2020-5,29209-2020,29209
15193,267,29209-2020-6,29209-2020,29209
15194,1173,29209-2020-7,29209-2020,29209
15195,5669,29209-2020-8,29209-2020,29209
15196,11138,29209-2020-9,29209-2020,29209
15197,18927,29209-2020-10,29209-2020,29209
15198,29384,29209-2020-11,29209-2020,29209
15199,44337,29209-2020-12,29209-2020,29209
15200,771,29211-2020-5,29211-2020,29211
15201,2527,29211-2020-6,29211-2020,29211
15202,3752,29211-2020-7,29211-2020,29211
15203,4743,29211-2020-8,29211-2020,29211
15204,5571,29211-2020-9,29211-2020,29211
15205,8340,29211-2020-10,29211-2020,29211
15206,14489,29211-2020-11,29211-2020,29211
15207,18914,29211-2020-12,29211-2020,29211
15208,13,29213-2020-3,29213-2020,29213
15209,235,29213-2020-4,29213-2020,29213
15210,379,29213-2020-5,29213-2020,29213
15211,790,29213-2020-6,29213-2020,29213
15212,5327,29213-2020-7,29213-2020,29213
15213,21995,29213-2020-8,29213-2020,29213
15214,32250,29213-2020-9,29213-2020,29213
15215,48104,29213-2020-10,29213-2020,29213
15216,70855,29213-2020-11,29213-2020,29213
15217,105806,29213-2020-12,29213-2020,29213
15218,3,29215-2020-5,29215-2020,29215
15219,56,29215-2020-6,29215-2020,29215
15220,459,29215-2020-7,29215-2020,29215
15221,2048,29215-2020-8,29215-2020,29215
15222,6697,29215-2020-9,29215-2020,29215
15223,15295,29215-2020-10,29215-2020,29215
15224,24614,29215-2020-11,29215-2020,29215
15225,36206,29215-2020-12,29215-2020,29215
15226,78,29217-2020-4,29217-2020,29217
15227,176,29217-2020-5,29217-2020,29217
15228,373,29217-2020-6,29217-2020,29217
15229,1105,29217-2020-7,29217-2020,29217
15230,1925,29217-2020-8,29217-2020,29217
15231,4143,29217-2020-9,29217-2020,29217
15232,8663,29217-2020-10,29217-2020,29217
15233,16090,29217-2020-11,29217-2020,29217
15234,26178,29217-2020-12,29217-2020,29217
15235,10,29219-2020-3,29219-2020,29219
15236,452,29219-2020-4,29219-2020,29219
15237,751,29219-2020-5,29219-2020,29219
15238,970,29219-2020-6,29219-2020,29219
15239,3024,29219-2020-7,29219-2020,29219
15240,7727,29219-2020-8,29219-2020,29219
15241,13066,29219-2020-9,29219-2020,29219
15242,20177,29219-2020-10,29219-2020,29219
15243,36311,29219-2020-11,29219-2020,29219
15244,55459,29219-2020-12,29219-2020,29219
15245,104,29221-2020-4,29221-2020,29221
15246,290,29221-2020-5,29221-2020,29221
15247,448,29221-2020-6,29221-2020,29221
15248,1091,29221-2020-7,29221-2020,29221
15249,4263,29221-2020-8,29221-2020,29221
15250,9648,29221-2020-9,29221-2020,29221
15251,17873,29221-2020-10,29221-2020,29221
15252,33338,29221-2020-11,29221-2020,29221
15253,50634,29221-2020-12,29221-2020,29221
15254,31,29223-2020-6,29223-2020,29223
15255,248,29223-2020-7,29223-2020,29223
15256,1970,29223-2020-8,29223-2020,29223
15257,4617,29223-2020-9,29223-2020,29223
15258,8509,29223-2020-10,29223-2020,29223
15259,12364,29223-2020-11,29223-2020,29223
15260,18337,29223-2020-12,29223-2020,29223
15261,3,29225-2020-3,29225-2020,29225
15262,217,29225-2020-4,29225-2020,29225
15263,503,29225-2020-5,29225-2020,29225
15264,616,29225-2020-6,29225-2020,29225
15265,2110,29225-2020-7,29225-2020,29225
15266,4899,29225-2020-8,29225-2020,29225
15267,13372,29225-2020-9,29225-2020,29225
15268,30446,29225-2020-10,29225-2020,29225
15269,46113,29225-2020-11,29225-2020,29225
15270,66303,29225-2020-12,29225-2020,29225
15271,25,29227-2020-4,29227-2020,29227
15272,70,29227-2020-5,29227-2020,29227
15273,120,29227-2020-6,29227-2020,29227
15274,144,29227-2020-7,29227-2020,29227
15275,296,29227-2020-8,29227-2020,29227
15276,527,29227-2020-9,29227-2020,29227
15277,812,29227-2020-10,29227-2020,29227
15278,1537,29227-2020-11,29227-2020,29227
15279,3139,29227-2020-12,29227-2020,29227
15280,13,29229-2020-3,29229-2020,29229
15281,240,29229-2020-4,29229-2020,29229
15282,319,29229-2020-5,29229-2020,29229
15283,406,29229-2020-6,29229-2020,29229
15284,1293,29229-2020-7,29229-2020,29229
15285,2222,29229-2020-8,29229-2020,29229
15286,5981,29229-2020-9,29229-2020,29229
15287,16102,29229-2020-10,29229-2020,29229
15288,20778,29229-2020-11,29229-2020,29229
15289,28431,29229-2020-12,29229-2020,29229
15290,688,29510-2020-3,29510-2020,29510
15291,20440,29510-2020-4,29510-2020,29510
15292,50170,29510-2020-5,29510-2020,29510
15293,66502,29510-2020-6,29510-2020,29510
15294,101974,29510-2020-7,29510-2020,29510
15295,170705,29510-2020-8,29510-2020,29510
15296,200666,29510-2020-9,29510-2020,29510
15297,243247,29510-2020-10,29510-2020,29510
15298,323658,29510-2020-11,29510-2020,29510
15299,472619,29510-2020-12,29510-2020,29510
15300,27,30001-2020-4,30001-2020,30001
15301,31,30001-2020-5,30001-2020,30001
15302,30,30001-2020-6,30001-2020,30001
15303,362,30001-2020-7,30001-2020,30001
15304,1996,30001-2020-8,30001-2020,30001
15305,2312,30001-2020-9,30001-2020,30001
15306,6605,30001-2020-10,30001-2020,30001
15307,13180,30001-2020-11,30001-2020,30001
15308,21333,30001-2020-12,30001-2020,30001
15309,53,30003-2020-4,30003-2020,30003
15310,237,30003-2020-5,30003-2020,30003
15311,1530,30003-2020-6,30003-2020,30003
15312,4647,30003-2020-7,30003-2020,30003
15313,15688,30003-2020-8,30003-2020,30003
15314,23996,30003-2020-9,30003-2020,30003
15315,35282,30003-2020-10,30003-2020,30003
15316,49176,30003-2020-11,30003-2020,30003
15317,60746,30003-2020-12,30003-2020,30003
15318,92,30005-2020-7,30005-2020,30005
15319,398,30005-2020-8,30005-2020,30005
15320,530,30005-2020-9,30005-2020,30005
15321,5844,30005-2020-10,30005-2020,30005
15322,13612,30005-2020-11,30005-2020,30005
15323,17804,30005-2020-12,30005-2020,30005
15324,24,30007-2020-3,30007-2020,30007
15325,118,30007-2020-4,30007-2020,30007
15326,124,30007-2020-5,30007-2020,30007
15327,130,30007-2020-6,30007-2020,30007
15328,244,30007-2020-7,30007-2020,30007
15329,417,30007-2020-8,30007-2020,30007
15330,503,30007-2020-9,30007-2020,30007
15331,1273,30007-2020-10,30007-2020,30007
15332,4271,30007-2020-11,30007-2020,30007
15333,7861,30007-2020-12,30007-2020,30007
15334,141,30009-2020-4,30009-2020,30009
15335,186,30009-2020-5,30009-2020,30009
15336,301,30009-2020-6,30009-2020,30009
15337,1160,30009-2020-7,30009-2020,30009
15338,2317,30009-2020-8,30009-2020,30009
15339,3107,30009-2020-9,30009-2020,30009
15340,5794,30009-2020-10,30009-2020,30009
15341,13553,30009-2020-11,30009-2020,30009
15342,20074,30009-2020-12,30009-2020,30009
15343,30,30011-2020-9,30011-2020,30011
15344,929,30011-2020-10,30011-2020,30011
15345,2871,30011-2020-11,30011-2020,30011
15346,4028,30011-2020-12,30011-2020,30011
15347,57,30013-2020-3,30013-2020,30013
15348,379,30013-2020-4,30013-2020,30013
15349,513,30013-2020-5,30013-2020,30013
15350,616,30013-2020-6,30013-2020,30013
15351,2169,30013-2020-7,30013-2020,30013
15352,6050,30013-2020-8,30013-2020,30013
15353,14885,30013-2020-9,30013-2020,30013
15354,41908,30013-2020-10,30013-2020,30013
15355,109477,30013-2020-11,30013-2020,30013
15356,187599,30013-2020-12,30013-2020,30013
15357,36,30015-2020-7,30015-2020,30015
15358,289,30015-2020-8,30015-2020,30015
15359,543,30015-2020-9,30015-2020,30015
15360,1941,30015-2020-10,30015-2020,30015
15361,6029,30015-2020-11,30015-2020,30015
15362,10079,30015-2020-12,30015-2020,30015
15363,357,30017-2020-6,30017-2020,30017
15364,1214,30017-2020-7,30017-2020,30017
15365,1895,30017-2020-8,30017-2020,30017
15366,2670,30017-2020-9,30017-2020,30017
15367,6015,30017-2020-10,30017-2020,30017
15368,16207,30017-2020-11,30017-2020,30017
15369,27241,30017-2020-12,30017-2020,30017
15370,10,30019-2020-7,30019-2020,30019
15371,90,30019-2020-8,30019-2020,30019
15372,108,30019-2020-9,30019-2020,30019
15373,583,30019-2020-10,30019-2020,30019
15374,2287,30019-2020-11,30019-2020,30019
15375,4153,30019-2020-12,30019-2020,30019
15376,57,30021-2020-6,30021-2020,30021
15377,271,30021-2020-7,30021-2020,30021
15378,831,30021-2020-8,30021-2020,30021
15379,1898,30021-2020-9,30021-2020,30021
15380,4836,30021-2020-10,30021-2020,30021
15381,13629,30021-2020-11,30021-2020,30021
15382,25816,30021-2020-12,30021-2020,30021
15383,7,30023-2020-3,30023-2020,30023
15384,91,30023-2020-4,30023-2020,30023
15385,93,30023-2020-5,30023-2020,30023
15386,91,30023-2020-6,30023-2020,30023
15387,258,30023-2020-7,30023-2020,30023
15388,872,30023-2020-8,30023-2020,30023
15389,2715,30023-2020-9,30023-2020,30023
