,fip-year,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
1969,13017-2021,17158,0.8954927087936367,8106,9052,39.5,1072,2158,6190,4333,3129
1972,13019-2019,19377,0.969807868252516,9540,9837,40.2,1205,2251,7026,5183,3408
1973,13019-2020,18159,0.975307299031872,8966,9193,40.1,1104,2171,6581,4891,3148
1974,13019-2021,18147,0.9817625859997816,8990,9157,40.0,1101,2148,6619,4857,3156
1977,13021-2019,153191,0.8809134999079133,71746,81445,36.4,10143,18743,60770,36886,24644
1978,13021-2020,157104,0.8888594993627816,73930,83174,36.3,10039,19578,62610,37675,25055
1979,13021-2021,156762,0.8856318036927888,73627,83135,36.4,9864,19278,62951,37041,25410
1982,13023-2019,12923,0.9142349281587911,6172,6751,38.0,663,1303,5335,3255,2236
1983,13023-2020,12577,0.92691895204535,6050,6527,38.0,638,1273,5197,3169,2158
1984,13023-2021,12607,0.9294459749005204,6073,6534,38.0,626,1253,5252,3141,2183
1987,13025-2019,19124,0.9933291640608714,9530,9594,40.7,1156,2228,6867,5321,3293
1988,13025-2020,18040,0.9865653562382998,8959,9081,40.9,1077,2120,6444,5052,3090
1989,13025-2021,18101,0.9825848849945236,8971,9130,40.8,1055,2124,6513,4994,3143
1992,13027-2019,15518,0.9514587525150904,7566,7952,43.9,901,1730,5148,4477,3086
1993,13027-2020,16232,0.9467498201007436,7894,8338,43.7,885,1824,5415,4658,3237
1994,13027-2021,16270,0.9373660395332222,7872,8398,43.7,856,1833,5451,4600,3321
1997,13029-2019,39692,0.9692399285572534,19536,20156,34.4,2937,6117,16921,8790,4264
1998,13029-2020,44999,0.979979759757117,22272,22727,34.6,3230,7024,19181,9962,4782
1999,13029-2021,46938,0.979838029357179,23230,23708,34.7,3262,7226,20188,10377,5024
2002,13031-2019,79718,0.9627240496356116,39102,40616,29.2,4582,7749,41211,16004,9312
2003,13031-2020,81378,0.9703162074475812,40076,41302,29.6,4532,8087,41684,16581,9587
2004,13031-2021,82442,0.9615970305510612,40414,42028,29.9,4457,8178,42136,16737,9993
2007,13033-2019,22497,0.9023338406900052,10671,11826,38.6,1521,2887,8177,5918,3665
2008,13033-2020,24621,0.9158820325266516,11770,12851,38.6,1597,3211,8925,6460,4054
2009,13033-2021,24310,0.9146255020871072,11613,12697,39.1,1458,3164,8848,6307,4170
2012,13035-2019,24917,1.1260238907849829,13197,11720,38.9,1345,2570,10216,6531,3957
2013,13035-2020,25542,1.1440443213296398,13629,11913,38.8,1402,2668,10449,6734,4001
2014,13035-2021,25781,1.1475218658892128,13776,12005,38.8,1377,2678,10571,6814,4023
2017,13037-2019,6184,1.5344262295081967,3744,2440,40.4,244,526,2689,1640,1025
2018,13037-2020,5560,1.5551470588235294,3384,2176,40.4,208,477,2435,1496,883
2019,13037-2021,5509,1.5839587242026267,3377,2132,40.8,229,435,2394,1479,917
2022,13039-2019,54784,1.0583107905019538,28168,26616,33.4,3827,6797,23625,12229,7658
2023,13039-2020,54911,1.061378481868008,28273,26638,34.0,3758,6854,23478,12274,7854
2024,13039-2021,55664,1.0620114836080756,28669,26995,34.2,3725,6966,23937,12091,8195
2027,13043-2019,10835,0.9504950495049505,5280,5555,39.9,666,1385,3790,2744,2079
2028,13043-2020,11001,0.9662198391420912,5406,5595,39.4,698,1448,3873,2777,2042
2029,13043-2021,11037,0.9607390300230948,5408,5629,39.3,690,1441,3893,2773,2049
2032,13045-2019,120115,0.9475476286988244,58440,61675,35.1,7631,14116,51290,28868,16651
2033,13045-2020,119463,0.9545647905759164,58343,61120,35.2,7531,14134,50681,28921,16533
2034,13045-2021,121968,0.9516129032258064,59472,62496,35.3,7620,14354,51853,29397,16986
2037,13047-2019,67585,0.9422093223748492,32787,34798,41.3,3560,7750,24746,18247,12266
2038,13047-2020,67976,0.9481829645764072,33084,34892,41.2,3532,7872,24938,18383,12278
2039,13047-2021,68397,0.9472455516014237,33272,35125,41.3,3474,7814,25161,18255,12667
2042,13049-2019,13277,1.4228102189781022,7797,5480,38.8,614,1303,5680,3464,2101
2043,13049-2020,12530,1.446787736770162,7409,5121,39.1,548,1229,5318,3321,1972
2044,13049-2021,12766,1.4348655349990465,7523,5243,39.1,580,1241,5441,3334,2042
2047,13051-2019,290185,0.925606179245909,139487,150698,36.4,17841,30042,124449,68381,46296
2048,13051-2020,294904,0.9325928110357482,142309,152595,36.8,17473,30875,125657,69964,47497
2049,13051-2021,296329,0.9293257461326112,142737,153592,37.1,17026,30512,126797,69495,48992
2052,13053-2019,10991,1.82690329218107,7103,3888,25.1,928,1210,7242,1040,500
2053,13053-2020,9482,1.8220238095238093,6122,3360,25.1,793,1091,6244,819,451
2054,13053-2021,9048,1.847969782813976,5871,3177,25.1,752,1024,5952,785,459
2057,13055-2019,24846,1.0348894348894349,12636,12210,40.3,1492,2813,9203,6604,4429
2058,13055-2020,24921,1.0480769230769231,12753,12168,40.7,1469,2852,9142,6665,4476
2059,13055-2021,24932,1.0451152489541464,12741,12191,40.9,1459,2779,9158,6595,4600
2062,13057-2019,259475,0.969449715370019,127725,131750,39.4,14902,31669,99157,71867,37965
2063,13057-2020,268043,0.98228799207212,132824,135219,39.8,14860,32350,101862,74847,39975
2064,13057-2021,274615,0.9803490300713924,135945,138670,40.1,14638,32216,104952,76310,42350
2067,13059-2019,128238,0.902020112129572,60816,67422,28.8,6432,11104,71800,23130,14736
2068,13059-2020,128489,0.9081769038849946,61153,67336,29.2,6259,11158,71284,23468,15111
2069,13059-2021,128711,0.9062365782497296,61190,67521,29.3,6083,10905,71453,23491,15512
2072,13061-2019,2901,0.8776699029126214,1356,1545,48.1,164,269,908,712,810
2073,13061-2020,2835,0.9207317073170732,1359,1476,47.0,159,271,904,677,786
2074,13061-2021,2882,0.906084656084656,1370,1512,46.7,150,282,921,664,826
2077,13063-2019,292404,0.8762849552752147,136562,155842,32.6,22087,41438,125885,70254,28211
2078,13063-2020,297417,0.881433451417004,139337,158080,32.9,21353,42227,127599,71979,29473
2079,13063-2021,297100,0.879214158306873,139002,158098,33.3,20642,41393,127447,71658,30968
2082,13065-2019,6637,0.9304828388598022,3199,3438,38.1,427,879,2434,1681,1115
2083,13065-2020,6723,0.9313415685147944,3242,3481,38.3,435,864,2476,1726,1111
2084,13065-2021,6725,0.9380403458213256,3255,3470,38.1,441,857,2491,1712,1123
2087,13067-2019,761060,0.9409992935421592,368963,392097,37.2,45852,88846,318845,200204,96930
2088,13067-2020,766209,0.951498372496982,373583,392626,37.5,44410,89594,320059,202666,98636
2089,13067-2021,766802,0.9502419992726032,373619,393183,37.7,43147,87514,321389,201739,102037
2092,13069-2019,43278,1.0519652932530463,22187,21091,36.1,2969,5285,17777,10536,6153
2093,13069-2020,43047,1.0632189417177915,22183,20864,36.1,2878,5350,17630,10548,6057
2094,13069-2021,43386,1.0682652428850643,22409,20977,36.2,2810,5361,17858,10607,6126
2097,13071-2019,45569,0.9838484980409228,22599,22970,37.2,3013,6118,17563,10934,7289
2098,13071-2020,45866,0.9949545474316036,22875,22991,37.4,2954,6114,17679,11094,7299
2099,13071-2021,45812,0.995730777608364,22857,22955,37.5,2913,5961,17753,11052,7389
2102,13073-2019,157129,0.9533689706613624,76689,80440,37.0,9888,20370,63388,39187,21938
2103,13073-2020,156773,0.9629012871237542,76905,79868,37.2,9629,20573,63222,38893,22004
2104,13073-2021,159639,0.9638450466852834,78350,81289,37.5,9416,20817,64743,39143,23038
2107,13075-2019,17241,0.920788770053476,8265,8976,38.7,1129,2209,6406,4405,2841
2108,13075-2020,17232,0.935309973045822,8328,8904,38.6,1076,2273,6357,4415,2824
2109,13075-2021,17225,0.934958436306448,8323,8902,38.5,1019,2260,6403,4386,2859
2112,13077-2019,148504,0.9468019559261152,72223,76281,39.1,8655,18074,56788,41575,21150
2113,13077-2020,146653,0.954930215817748,71636,75017,39.5,8293,17707,55948,41346,21160
2114,13077-2021,149956,0.9496327114347006,73041,76915,39.6,8288,17815,57574,41769,22312
2117,13079-2019,12345,1.016497876510944,6223,6122,45.0,606,1302,4114,3796,2372
2118,13079-2020,12100,1.0308828465928164,6142,5958,45.2,577,1273,4018,3724,2351
2119,13079-2021,12153,1.0137531068765535,6118,6035,45.1,536,1277,4083,3667,2423
2122,13081-2019,22382,0.8958156869388446,10576,11806,40.6,1390,2665,7917,5729,4360
2123,13081-2020,20042,0.9076718065867124,9536,10506,40.5,1197,2437,7083,5111,3916
2124,13081-2021,19879,0.9068585131894484,9454,10425,40.7,1162,2396,7047,5015,3959
2127,13083-2019,16103,0.9635410315815144,7902,8201,42.0,793,1587,6070,4281,3201
2128,13083-2020,16224,0.9727626459143968,8000,8224,42.0,795,1591,6108,4286,3242
2129,13083-2021,16326,0.97269212179797,8050,8276,41.8,760,1622,6193,4231,3331
2132,13085-2019,26091,0.986221071863581,12955,13136,43.7,1332,2631,9192,7346,5275
2133,13085-2020,27047,0.998596024532624,13514,13533,43.6,1444,2703,9497,7602,5483
2134,13085-2021,28497,0.9940522006857464,14206,14291,43.2,1540,2817,10080,7911,5787
2137,13087-2019,26496,0.947233041816712,12889,13607,38.6,1811,3161,9962,6773,4443
2138,13087-2020,29338,0.9565188396132044,14343,14995,38.5,2052,3528,10984,7460,4902
2139,13087-2021,29038,0.9624248158410488,14241,14797,38.6,1949,3497,10933,7365,4899
2142,13089-2019,759932,0.8940200933636071,358705,401227,36.2,52361,86655,326611,187493,97854
2143,13089-2020,763831,0.9038469207684868,362627,401204,36.4,50915,87657,327282,189056,99523
2144,13089-2021,757718,0.9012154241438838,359174,398544,36.7,49273,85258,324140,186595,102893
2147,13091-2019,20672,1.085763293310463,10761,9911,42.5,1038,2017,7684,5823,3880
2148,13091-2020,19849,1.1075599915056276,10431,9418,42.8,959,1964,7364,5632,3714
2149,13091-2021,19759,1.1058296919961632,10376,9383,42.8,963,1895,7370,5526,3777
2152,13093-2019,13400,1.1870409662151131,7273,6127,44.9,528,1099,4942,3841,2835
2153,13093-2020,11142,1.2032825786039154,6085,5057,45.3,447,918,4053,3209,2403
2154,13093-2021,10885,1.226426672121088,5996,4889,45.7,440,850,3950,3164,2380
2157,13095-2019,87854,0.8515068493150685,40404,47450,36.1,5741,10567,35404,20571,14506
2158,13095-2020,85366,0.8592991091847625,39453,45913,36.3,5452,10280,34321,20034,14136
2159,13095-2021,84844,0.8587797130025194,39199,45645,36.1,5476,10138,34218,19546,14263
2162,13097-2019,146680,0.9016503960691272,69547,77133,36.8,9096,19090,59036,39594,17471
2163,13097-2020,144497,0.9131327039944922,68968,75529,37.0,8660,18939,58101,39150,17240
2164,13097-2021,145814,0.9094599549525956,69450,76364,36.9,8689,18785,58959,39134,17814
2167,13099-2019,10176,0.8685273595299302,4730,5446,40.6,677,1254,3514,2607,1977
2168,13099-2020,10813,0.8808488432770917,5064,5749,40.6,689,1357,3737,2809,2063
2169,13099-2021,10619,0.8725092576265209,4948,5671,41.1,665,1312,3658,2744,2083
2172,13101-2019,3963,1.0448916408668731,2025,1938,35.9,242,616,1558,964,533
2173,13101-2020,3696,1.0318856514568444,1877,1819,36.2,231,564,1441,924,481
2174,13101-2021,3699,1.065326633165829,1908,1791,36.8,238,517,1442,943,496
2177,13103-2019,64342,0.9867226579386156,31956,32386,36.0,4321,8829,26245,16291,7644
2178,13103-2020,65150,0.9966900609886912,32521,32629,36.3,4254,9044,26491,16507,7795
2179,13103-2021,66741,0.9963208901651112,33309,33432,36.5,4257,9210,27202,16839,8147
2182,13105-2019,19205,0.9060142913854704,9129,10076,42.8,1122,2159,6521,5077,4100
2183,13105-2020,19627,0.9251593918587544,9432,10195,42.2,1105,2278,6757,5129,4115
2184,13105-2021,19579,0.9223367697594502,9394,10185,42.2,1087,2258,6785,5051,4141
2187,13107-2019,22600,0.9897869343194224,11242,11358,37.2,1529,2863,8737,5420,3709
2188,13107-2020,22730,0.99438448714574,11333,11397,37.3,1509,2934,8779,5469,3703
2189,13107-2021,22716,0.9874015748031496,11286,11430,37.3,1472,2913,8808,5419,3738
2192,13109-2019,10661,0.9426020408163264,5173,5488,37.4,709,1453,3933,2643,1744
2193,13109-2020,10757,0.962598066046342,5276,5481,37.4,666,1465,4041,2656,1734
2194,13109-2021,10672,0.9711858145548578,5258,5414,38.0,635,1378,4082,2670,1730
2197,13111-2019,26068,0.9468259895444362,12678,13390,53.5,1053,2100,7075,7644,7911
2198,13111-2020,25396,0.9702094647013187,12506,12890,53.6,970,2076,6927,7498,7660
2199,13111-2021,25817,0.970763358778626,12717,13100,53.9,963,2041,7023,7573,7948
2202,13113-2019,114645,0.937552813925976,55475,59170,43.4,5107,13521,39209,33391,21628
2203,13113-2020,119441,0.948148752242701,58131,61310,43.3,5277,14266,40698,34586,22651
2204,13113-2021,120574,0.946248708677686,58622,61952,43.3,5187,14287,41306,34329,23507
2207,13115-2019,98325,0.9425675675675677,47709,50616,38.2,5879,11499,38390,24501,16748
2208,13115-2020,98593,0.9516796325989272,48076,50517,38.4,5698,11563,38579,24741,16615
2209,13115-2021,98771,0.9553967374089324,48259,50512,38.4,5605,11367,38839,24691,16835
2212,13117-2019,244624,0.9835075286428984,121295,123329,38.9,14375,34789,93883,67449,29918
2213,13117-2020,252786,0.9971557915195184,126213,126573,39.2,14245,35785,96772,70765,30784
2214,13117-2021,260206,1.000907385192704,130162,130044,39.4,14198,36050,100374,72969,32155
2217,13119-2019,23322,0.96528187410466,11455,11867,40.5,1401,2517,8608,6045,4461
2218,13119-2020,23429,0.9779653862389194,11584,11845,40.5,1371,2573,8615,6132,4448
2219,13119-2021,23785,0.9629446232565816,11668,12117,40.2,1369,2646,8785,6143,4539
2222,13121-2019,1065019,0.9364122648164714,515023,549996,35.9,60313,114936,481759,267001,128042
2223,13121-2020,1069023,0.9458469166543804,519636,549387,36.0,58516,114858,484115,269769,128245
2224,13121-2021,1065334,0.9416343618035318,516655,548679,36.2,57421,112688,482099,267548,131928
2227,13123-2019,31575,1.0006969965783803,15793,15782,48.8,1629,3005,9426,9030,8157
2228,13123-2020,31429,1.013517842270485,15820,15609,49.3,1538,2987,9251,9121,8166
2229,13123-2021,32026,1.0187846696923852,16162,15864,49.6,1569,2946,9367,9327,8430
2232,13125-2019,2959,0.9726666666666668,1459,1500,43.2,128,339,1044,856,544
2233,13125-2020,2883,0.9800824175824177,1427,1456,43.2,145,316,1013,848,519
2234,13125-2021,2919,0.9789830508474576,1444,1475,43.8,146,306,1027,861,544
2237,13127-2019,85326,0.8857824828165404,40079,45247,42.4,4665,9318,30118,22424,17785
2238,13127-2020,84470,0.8923338859267889,39832,44638,42.5,4492,9231,29814,22260,17604
2239,13127-2021,84739,0.8900611143328724,39905,44834,42.9,4412,9069,29801,22224,18144
2242,13129-2019,58046,0.9720731127267784,28612,29434,38.8,3413,6992,22404,15498,8905
2243,13129-2020,57696,0.9822716965574108,28590,29106,38.7,3352,6961,22341,15451,8759
2244,13129-2021,58237,0.980782966565763,28836,29401,39.0,3300,6875,22621,15628,8955
2247,13131-2019,24588,0.9322593320235756,11863,12725,40.1,1562,3109,8590,6386,4575
2248,13131-2020,26221,0.9479236312309636,12760,13461,40.2,1665,3290,9172,6769,4911
2249,13131-2021,25918,0.9430242147087488,12579,13339,40.7,1570,3208,9081,6670,4991
2252,13133-2019,18356,0.9548455804046858,8966,9390,51.0,893,1824,5265,4819,5375
2253,13133-2020,19025,0.9708898787941572,9372,9653,51.3,865,1845,5429,5085,5594
2254,13133-2021,19536,0.9689578713968958,9614,9922,51.9,831,1873,5526,5289,5831
2257,13135-2019,937399,0.951662266712193,457091,480308,35.7,61028,127772,389499,246300,97551
2258,13135-2020,957801,0.9630368217610336,469883,487918,36.0,60151,131045,395739,253283,101450
2259,13135-2021,964546,0.9611529280680566,472720,491826,36.2,58774,129797,399201,254150,106230
2262,13137-2019,45542,0.9169928863071936,21785,23757,39.7,2603,5185,17231,11462,8448
2263,13137-2020,46105,0.9318277046844884,22239,23866,39.6,2640,5219,17508,11679,8431
2264,13137-2021,46774,0.9241433214035952,22465,24309,39.6,2581,5273,17883,11800,8591
